도,시군,품목,작기,농가명,week,조사일자,개체번호,액아 개수,액아구분,초장,엽수,엽장,엽폭,엽병장,관부직경,화방번호,화방별착과수
충남,부여,딸기,1,11,0.0,2020-09-16,1.0,0.0,본주,32.4,7.0,8.5,6.0,16.6,12.16,0.0,
충남,부여,딸기,1,11,0.0,2020-09-16,2.0,0.0,본주,26.5,7.0,5.1,3.9,3.5,11.19,0.0,
충남,부여,딸기,1,11,0.0,2020-09-16,3.0,0.0,본주,27.5,7.0,8.3,6.9,12.4,12.6,0.0,
충남,부여,딸기,1,11,0.0,2020-09-16,4.0,0.0,본주,31.5,6.0,9.1,5.6,19.8,11.89,0.0,
충남,부여,딸기,1,11,1.0,2020-09-23,1.0,0.0,본주,35.8,8.0,6.6,4.5,7.1,12.58,0.0,
충남,부여,딸기,1,11,1.0,2020-09-23,2.0,0.0,본주,26.8,8.0,5.1,4.0,3.6,11.3,0.0,
충남,부여,딸기,1,11,1.0,2020-09-23,3.0,0.0,본주,29.6,7.0,6.3,4.7,6.9,12.81,0.0,
충남,부여,딸기,1,11,1.0,2020-09-23,4.0,0.0,본주,31.7,7.0,7.2,5.4,12.4,12.64,0.0,
충남,부여,딸기,1,11,2.0,2020-09-29,1.0,0.0,본주,28.1,8.0,7.6,5.3,7.7,13.15,0.0,
충남,부여,딸기,1,11,2.0,2020-09-29,2.0,0.0,본주,23.2,7.0,5.6,4.2,3.9,11.58,0.0,
충남,부여,딸기,1,11,2.0,2020-09-29,3.0,0.0,본주,29.6,6.0,8.3,6.2,6.5,12.35,0.0,
충남,부여,딸기,1,11,2.0,2020-09-29,4.0,0.0,본주,26.8,5.0,7.9,6.7,7.6,12.65,0.0,
충남,부여,딸기,1,11,3.0,2020-10-07,1.0,0.0,본주,21.2,6.0,10.1,7.2,6.9,13.25,0.0,
충남,부여,딸기,1,11,3.0,2020-10-07,2.0,0.0,본주,11.1,5.0,5.9,4.5,4.2,11.76,0.0,
충남,부여,딸기,1,11,3.0,2020-10-07,3.0,0.0,본주,23.9,6.0,9.5,7.0,6.3,12.4,0.0,
충남,부여,딸기,1,11,3.0,2020-10-07,4.0,0.0,본주,26.0,6.0,6.5,5.4,8.8,12.81,0.0,
충남,부여,딸기,1,11,4.0,2020-10-14,1.0,0.0,본주,20.8,7.0,10.3,8.4,7.5,13.3,0.0,
충남,부여,딸기,1,11,4.0,2020-10-14,2.0,0.0,본주,18.4,7.0,8.7,7.3,6.5,12.31,0.0,
충남,부여,딸기,1,11,4.0,2020-10-14,3.0,0.0,본주,21.2,6.0,11.6,8.6,7.8,12.56,0.0,
충남,부여,딸기,1,11,4.0,2020-10-14,4.0,0.0,본주,24.6,6.0,11.4,9.3,9.1,12.88,0.0,
충남,부여,딸기,1,11,5.0,2020-10-21,1.0,0.0,본주,21.1,6.0,11.1,8.2,7.9,13.36,0.0,
충남,부여,딸기,1,11,5.0,2020-10-21,2.0,0.0,본주,19.5,5.0,10.5,8.0,6.7,11.9,0.0,
충남,부여,딸기,1,11,5.0,2020-10-21,3.0,0.0,본주,21.0,5.0,10.7,9.6,9.2,13.06,0.0,
충남,부여,딸기,1,11,5.0,2020-10-21,4.0,0.0,본주,26.1,5.0,12.8,10.2,12.0,12.91,0.0,
충남,부여,딸기,1,11,6.0,2020-10-28,1.0,0.0,본주,20.1,6.0,11.6,9.2,6.7,13.39,1.0,
충남,부여,딸기,1,11,6.0,2020-10-28,2.0,0.0,본주,18.9,6.0,10.8,8.2,6.7,12.67,0.0,
충남,부여,딸기,1,11,6.0,2020-10-28,3.0,0.0,본주,23.3,6.0,12.6,9.4,11.2,13.77,1.0,
충남,부여,딸기,1,11,6.0,2020-10-28,4.0,0.0,본주,27.5,7.0,12.4,8.7,12.6,14.5,1.0,
충남,부여,딸기,1,11,7.0,2020-11-04,1.0,0.0,본주,22.9,6.0,10.4,7.7,6.3,13.58,1.0,1.0
충남,부여,딸기,1,11,7.0,2020-11-04,2.0,0.0,본주,18.9,6.0,10.6,8.2,7.8,13.86,1.0,
충남,부여,딸기,1,11,7.0,2020-11-04,3.0,0.0,본주,25.5,6.0,13.1,10.0,11.8,13.91,1.0,1.0
충남,부여,딸기,1,11,7.0,2020-11-04,4.0,0.0,본주,30.2,8.0,13.4,9.4,14.6,14.62,1.0,1.0
충남,부여,딸기,1,11,8.0,2020-11-11,1.0,0.0,본주,24.5,7.0,10.7,8.0,7.8,14.65,1.0,7.0
충남,부여,딸기,1,11,8.0,2020-11-11,2.0,0.0,본주,15.2,7.0,7.9,6.2,6.4,15.36,1.0,3.0
충남,부여,딸기,1,11,8.0,2020-11-11,3.0,0.0,본주,29.4,7.0,13.3,9.7,13.2,14.68,1.0,6.0
충남,부여,딸기,1,11,8.0,2020-11-11,4.0,0.0,본주,31.2,8.0,12.9,9.5,15.7,14.82,1.0,4.0
충남,부여,딸기,1,11,9.0,2020-11-18,1.0,0.0,본주,25.3,7.0,11.7,8.5,12.3,14.52,1.0,11.0
충남,부여,딸기,1,11,9.0,2020-11-18,2.0,0.0,본주,18.3,6.0,8.2,6.1,9.6,15.45,1.0,7.0
충남,부여,딸기,1,11,9.0,2020-11-18,3.0,0.0,본주,31.0,7.0,14.6,9.9,4.4,15.33,1.0,7.0
충남,부여,딸기,1,11,9.0,2020-11-18,4.0,0.0,본주,35.3,5.0,13.4,9.8,20.6,14.92,1.0,7.0
충남,부여,딸기,1,11,10.0,2020-11-25,1.0,0.0,본주,26.1,8.0,11.7,8.9,11.3,15.16,1.0,12.0
충남,부여,딸기,1,11,10.0,2020-11-25,2.0,0.0,본주,19.6,6.0,7.8,6.4,10.5,15.48,1.0,8.0
충남,부여,딸기,1,11,10.0,2020-11-25,3.0,0.0,본주,30.3,7.0,14.6,10.2,15.3,16.06,1.0,10.0
충남,부여,딸기,1,11,10.0,2020-11-25,4.0,0.0,본주,36.7,6.0,13.6,9.7,15.2,15.18,1.0,11.0
충남,부여,딸기,1,11,11.0,2020-12-02,1.0,0.0,본주,27.3,8.0,10.4,7.3,12.5,15.58,1.0,12.0
충남,부여,딸기,1,11,11.0,2020-12-02,2.0,0.0,본주,20.8,6.0,8.4,6.1,10.7,15.56,1.0,8.0
충남,부여,딸기,1,11,11.0,2020-12-02,3.0,0.0,본주,31.3,7.0,14.3,10.2,15.7,16.12,1.0,11.0
충남,부여,딸기,1,11,11.0,2020-12-02,4.0,0.0,본주,37.1,7.0,12.6,8.7,21.0,15.19,1.0,13.0
충남,부여,딸기,1,11,12.0,2020-12-09,1.0,0.0,본주,27.6,7.0,10.2,7.4,16.3,15.61,1.0,10.0
충남,부여,딸기,1,11,12.0,2020-12-09,2.0,0.0,본주,21.5,6.0,8.5,6.2,11.1,15.59,1.0,7.0
충남,부여,딸기,1,11,12.0,2020-12-09,2.0,0.0,본주,21.5,6.0,8.5,6.2,11.1,15.59,2.0,
충남,부여,딸기,1,11,12.0,2020-12-09,3.0,0.0,본주,31.1,7.0,14.2,10.5,15.8,16.24,1.0,10.0
충남,부여,딸기,1,11,12.0,2020-12-09,4.0,0.0,본주,36.6,7.0,13.3,8.9,18.5,15.2,1.0,10.0
충남,부여,딸기,1,11,13.0,2020-12-16,1.0,0.0,본주,29.1,8.0,10.5,7.6,16.3,15.65,1.0,7.0
충남,부여,딸기,1,11,13.0,2020-12-16,1.0,0.0,본주,29.1,8.0,10.5,7.6,16.3,15.65,2.0,
충남,부여,딸기,1,11,13.0,2020-12-16,2.0,0.0,본주,22.3,6.0,8.4,6.3,11.5,15.61,1.0,7.0
충남,부여,딸기,1,11,13.0,2020-12-16,2.0,0.0,본주,22.3,6.0,8.4,6.3,11.5,15.61,2.0,1.0
충남,부여,딸기,1,11,13.0,2020-12-16,3.0,0.0,본주,30.5,8.0,14.6,10.8,15.3,16.35,1.0,8.0
충남,부여,딸기,1,11,13.0,2020-12-16,3.0,0.0,본주,30.5,8.0,14.6,10.8,15.3,16.35,2.0,
충남,부여,딸기,1,11,13.0,2020-12-16,4.0,0.0,본주,30.1,7.0,9.4,7.1,21.4,15.47,1.0,8.0
충남,부여,딸기,1,11,14.0,2020-12-23,1.0,0.0,본주,28.5,8.0,10.2,7.4,15.6,15.71,1.0,4.0
충남,부여,딸기,1,11,14.0,2020-12-23,1.0,0.0,본주,28.5,8.0,10.2,7.4,15.6,15.71,2.0,1.0
충남,부여,딸기,1,11,14.0,2020-12-23,2.0,0.0,본주,20.1,6.0,8.8,6.2,11.4,15.77,1.0,6.0
충남,부여,딸기,1,11,14.0,2020-12-23,2.0,0.0,본주,20.1,6.0,8.8,6.2,11.4,15.77,2.0,4.0
충남,부여,딸기,1,11,14.0,2020-12-23,3.0,0.0,본주,28.3,8.0,9.0,8.3,15.8,16.61,1.0,8.0
충남,부여,딸기,1,11,14.0,2020-12-23,3.0,0.0,본주,28.3,8.0,9.0,8.3,15.8,16.61,2.0,3.0
충남,부여,딸기,1,11,14.0,2020-12-23,4.0,0.0,본주,39.6,8.0,13.9,10.3,21.8,15.56,1.0,8.0
충남,부여,딸기,1,11,15.0,2020-12-29,1.0,0.0,본주,28.5,6.0,10.3,7.2,16.7,15.8,1.0,2.0
충남,부여,딸기,1,11,15.0,2020-12-29,1.0,0.0,본주,28.5,6.0,10.3,7.2,16.7,15.8,2.0,3.0
충남,부여,딸기,1,11,15.0,2020-12-29,2.0,0.0,본주,21.6,7.0,8.6,6.2,11.8,15.82,1.0,5.0
충남,부여,딸기,1,11,15.0,2020-12-29,2.0,0.0,본주,21.6,7.0,8.6,6.2,11.8,15.82,2.0,6.0
충남,부여,딸기,1,11,15.0,2020-12-29,3.0,0.0,본주,30.4,8.0,9.8,8.3,16.3,16.67,1.0,7.0
충남,부여,딸기,1,11,15.0,2020-12-29,3.0,0.0,본주,30.4,8.0,9.8,8.3,16.3,16.67,2.0,5.0
충남,부여,딸기,1,11,15.0,2020-12-29,4.0,0.0,본주,34.2,10.0,14.2,8.9,18.5,15.58,1.0,7.0
충남,부여,딸기,1,11,15.0,2020-12-29,4.0,0.0,본주,34.2,10.0,14.2,8.9,18.5,15.58,2.0,1.0
충남,부여,딸기,1,11,16.0,2021-01-06,1.0,0.0,본주,31.0,9.0,8.4,6.3,15.2,15.21,1.0,1.0
충남,부여,딸기,1,11,16.0,2021-01-06,1.0,0.0,본주,31.0,9.0,8.4,6.3,15.2,15.21,2.0,6.0
충남,부여,딸기,1,11,16.0,2021-01-06,1.0,0.0,본주,31.0,9.0,8.4,6.3,15.2,15.21,3.0,
충남,부여,딸기,1,11,16.0,2021-01-06,2.0,0.0,본주,24.0,7.0,6.4,4.4,12.0,15.04,1.0,5.0
충남,부여,딸기,1,11,16.0,2021-01-06,2.0,0.0,본주,24.0,7.0,6.4,4.4,12.0,15.04,2.0,7.0
충남,부여,딸기,1,11,16.0,2021-01-06,3.0,0.0,본주,34.2,8.0,8.9,6.8,17.0,16.84,1.0,6.0
충남,부여,딸기,1,11,16.0,2021-01-06,3.0,0.0,본주,34.2,8.0,8.9,6.8,17.0,16.84,2.0,5.0
충남,부여,딸기,1,11,16.0,2021-01-06,4.0,0.0,본주,40.5,12.0,8.9,8.0,23.4,16.28,1.0,2.0
충남,부여,딸기,1,11,16.0,2021-01-06,4.0,0.0,본주,40.5,12.0,8.9,8.0,23.4,16.28,2.0,5.0
충남,부여,딸기,1,11,17.0,2021-01-13,1.0,0.0,본주,29.7,11.0,8.4,6.5,14.5,15.46,2.0,8.0
충남,부여,딸기,1,11,17.0,2021-01-13,1.0,0.0,본주,29.7,11.0,8.4,6.5,14.5,15.46,3.0,
충남,부여,딸기,1,11,17.0,2021-01-13,2.0,0.0,본주,23.0,6.0,6.5,4.5,12.0,13.27,1.0,2.0
충남,부여,딸기,1,11,17.0,2021-01-13,2.0,0.0,본주,23.0,6.0,6.5,4.5,12.0,13.27,2.0,10.0
충남,부여,딸기,1,11,17.0,2021-01-13,3.0,0.0,본주,34.5,8.0,6.5,5.5,15.5,19.25,1.0,2.0
충남,부여,딸기,1,11,17.0,2021-01-13,3.0,0.0,본주,34.5,8.0,6.5,5.5,15.5,19.25,2.0,8.0
충남,부여,딸기,1,11,17.0,2021-01-13,4.0,0.0,본주,41.2,13.0,9.0,7.5,18.5,16.49,2.0,9.0
충남,부여,딸기,1,11,18.0,2021-01-20,1.0,0.0,본주,31.0,10.0,7.0,5.5,11.0,15.55,2.0,8.0
충남,부여,딸기,1,11,18.0,2021-01-20,1.0,0.0,본주,31.0,10.0,7.0,5.5,11.0,15.55,3.0,1.0
충남,부여,딸기,1,11,18.0,2021-01-20,2.0,0.0,본주,23.3,6.0,6.5,4.3,11.8,14.03,1.0,2.0
충남,부여,딸기,1,11,18.0,2021-01-20,2.0,0.0,본주,23.3,6.0,6.5,4.3,11.8,14.03,2.0,10.0
충남,부여,딸기,1,11,18.0,2021-01-20,3.0,0.0,본주,35.0,9.0,9.2,6.7,16.0,19.76,2.0,5.0
충남,부여,딸기,1,11,18.0,2021-01-20,4.0,0.0,본주,41.5,11.0,7.5,6.3,17.0,16.48,2.0,11.0
충남,부여,딸기,1,11,19.0,2021-01-27,1.0,0.0,본주,30.5,13.0,6.7,5.7,11.0,14.53,2.0,6.0
충남,부여,딸기,1,11,19.0,2021-01-27,1.0,0.0,본주,30.5,13.0,6.7,5.7,11.0,14.53,3.0,3.0
충남,부여,딸기,1,11,19.0,2021-01-27,2.0,0.0,본주,23.0,6.0,6.5,4.5,11.5,12.72,2.0,9.0
충남,부여,딸기,1,11,19.0,2021-01-27,2.0,0.0,본주,23.0,6.0,6.5,4.5,11.5,12.72,3.0,
충남,부여,딸기,1,11,19.0,2021-01-27,3.0,0.0,본주,35.0,11.0,9.0,6.5,16.0,18.5,2.0,5.0
충남,부여,딸기,1,11,19.0,2021-01-27,3.0,0.0,본주,35.0,11.0,9.0,6.5,16.0,18.5,3.0,
충남,부여,딸기,1,11,19.0,2021-01-27,4.0,0.0,본주,41.0,12.0,9.0,8.0,20.0,16.9,2.0,11.0
충남,부여,딸기,1,11,20.0,2021-02-02,1.0,0.0,본주,31.5,13.0,7.0,5.8,11.2,14.83,2.0,6.0
충남,부여,딸기,1,11,20.0,2021-02-02,1.0,0.0,본주,31.5,13.0,7.0,5.8,11.2,14.83,3.0,5.0
충남,부여,딸기,1,11,20.0,2021-02-02,2.0,0.0,본주,23.0,6.0,6.5,4.5,11.5,12.55,2.0,10.0
충남,부여,딸기,1,11,20.0,2021-02-02,2.0,0.0,본주,23.0,6.0,6.5,4.5,11.5,12.55,3.0,1.0
충남,부여,딸기,1,11,20.0,2021-02-02,3.0,0.0,본주,36.5,11.0,8.5,6.0,4.0,17.61,2.0,5.0
충남,부여,딸기,1,11,20.0,2021-02-02,3.0,0.0,본주,36.5,11.0,8.5,6.0,4.0,17.61,3.0,1.0
충남,부여,딸기,1,11,20.0,2021-02-02,4.0,0.0,본주,40.3,13.0,9.4,8.0,20.0,15.4,2.0,11.0
충남,부여,딸기,1,11,20.0,2021-02-02,4.0,0.0,본주,40.3,13.0,9.4,8.0,20.0,15.4,3.0,1.0
충남,부여,딸기,1,11,20.0,2021-02-02,4.0,0.0,본주,40.3,13.0,9.4,8.0,20.0,15.4,4.0,1.0
충남,부여,딸기,1,11,21.0,2021-02-08,1.0,0.0,본주,32.0,16.0,7.0,5.7,10.5,15.0,2.0,3.0
충남,부여,딸기,1,11,21.0,2021-02-08,1.0,0.0,본주,32.0,16.0,7.0,5.7,10.5,15.0,3.0,5.0
충남,부여,딸기,1,11,21.0,2021-02-08,1.0,0.0,본주,32.0,16.0,7.0,5.7,10.5,15.0,4.0,1.0
충남,부여,딸기,1,11,21.0,2021-02-08,1.0,0.0,본주,32.0,16.0,7.0,5.7,10.5,15.0,5.0,1.0
충남,부여,딸기,1,11,21.0,2021-02-08,2.0,0.0,본주,21.0,6.0,6.8,4.5,11.5,14.19,2.0,5.0
충남,부여,딸기,1,11,21.0,2021-02-08,2.0,0.0,본주,21.0,6.0,6.8,4.5,11.5,14.19,3.0,2.0
충남,부여,딸기,1,11,21.0,2021-02-08,3.0,0.0,본주,35.0,12.0,8.5,6.0,14.5,18.07,2.0,5.0
충남,부여,딸기,1,11,21.0,2021-02-08,3.0,0.0,본주,35.0,12.0,8.5,6.0,14.5,18.07,3.0,4.0
충남,부여,딸기,1,11,21.0,2021-02-08,4.0,0.0,본주,42.0,16.0,7.5,6.0,12.0,16.01,2.0,4.0
충남,부여,딸기,1,11,21.0,2021-02-08,4.0,0.0,본주,42.0,16.0,7.5,6.0,12.0,16.01,3.0,2.0
충남,부여,딸기,1,11,21.0,2021-02-08,4.0,0.0,본주,42.0,16.0,7.5,6.0,12.0,16.01,4.0,1.0
충남,부여,딸기,1,11,22.0,2021-02-16,1.0,0.0,본주,32.0,18.0,7.2,5.6,11.3,14.78,2.0,5.0
충남,부여,딸기,1,11,22.0,2021-02-16,1.0,0.0,본주,32.0,18.0,7.2,5.6,11.3,14.78,3.0,3.0
충남,부여,딸기,1,11,22.0,2021-02-16,1.0,0.0,본주,32.0,18.0,7.2,5.6,11.3,14.78,4.0,3.0
충남,부여,딸기,1,11,22.0,2021-02-16,2.0,0.0,본주,22.0,6.0,4.3,3.5,6.0,13.74,2.0,5.0
충남,부여,딸기,1,11,22.0,2021-02-16,2.0,0.0,본주,22.0,6.0,4.3,3.5,6.0,13.74,3.0,6.0
충남,부여,딸기,1,11,22.0,2021-02-16,3.0,0.0,본주,35.3,13.0,7.7,6.5,10.5,17.47,2.0,4.0
충남,부여,딸기,1,11,22.0,2021-02-16,3.0,0.0,본주,35.3,13.0,7.7,6.5,10.5,17.47,3.0,4.0
충남,부여,딸기,1,11,22.0,2021-02-16,3.0,0.0,본주,35.3,13.0,7.7,6.5,10.5,17.47,4.0,1.0
충남,부여,딸기,1,11,22.0,2021-02-16,4.0,0.0,본주,41.2,19.0,7.2,6.0,12.3,15.95,2.0,4.0
충남,부여,딸기,1,11,22.0,2021-02-16,4.0,0.0,본주,41.2,19.0,7.2,6.0,12.3,15.95,3.0,5.0
충남,부여,딸기,1,11,22.0,2021-02-16,4.0,0.0,본주,41.2,19.0,7.2,6.0,12.3,15.95,4.0,4.0
충남,부여,딸기,1,11,23.0,2021-02-23,1.0,0.0,본주,32.0,20.0,7.2,6.0,11.0,16.51,2.0,2.0
충남,부여,딸기,1,11,23.0,2021-02-23,1.0,0.0,본주,32.0,20.0,7.2,6.0,11.0,16.51,3.0,3.0
충남,부여,딸기,1,11,23.0,2021-02-23,1.0,0.0,본주,32.0,20.0,7.2,6.0,11.0,16.51,4.0,4.0
충남,부여,딸기,1,11,23.0,2021-02-23,1.0,0.0,본주,32.0,20.0,7.2,6.0,11.0,16.51,5.0,3.0
충남,부여,딸기,1,11,23.0,2021-02-23,2.0,0.0,본주,22.0,6.0,4.0,3.5,6.0,14.61,2.0,5.0
충남,부여,딸기,1,11,23.0,2021-02-23,2.0,0.0,본주,22.0,6.0,4.0,3.5,6.0,14.61,3.0,7.0
충남,부여,딸기,1,11,23.0,2021-02-23,3.0,0.0,본주,35.3,15.0,7.6,6.5,13.0,20.56,3.0,5.0
충남,부여,딸기,1,11,23.0,2021-02-23,3.0,0.0,본주,35.3,15.0,7.6,6.5,13.0,20.56,4.0,3.0
충남,부여,딸기,1,11,23.0,2021-02-23,4.0,0.0,본주,42.0,21.0,7.8,6.0,11.0,21.29,3.0,5.0
충남,부여,딸기,1,11,23.0,2021-02-23,4.0,0.0,본주,42.0,21.0,7.8,6.0,11.0,21.29,4.0,7.0
충남,부여,딸기,1,11,23.0,2021-02-23,4.0,0.0,본주,42.0,21.0,7.8,6.0,11.0,21.29,5.0,1.0
충남,부여,딸기,1,11,24.0,2021-03-02,1.0,1.0,액1,31.5,18.0,7.2,5.7,11.5,15.94,1.0,1.0
충남,부여,딸기,1,11,24.0,2021-03-02,1.0,1.0,액1,31.5,18.0,7.2,5.7,11.5,15.94,2.0,
충남,부여,딸기,1,11,24.0,2021-03-02,1.0,1.0,본주,31.5,18.0,7.2,5.7,11.5,15.94,3.0,2.0
충남,부여,딸기,1,11,24.0,2021-03-02,1.0,1.0,본주,31.5,18.0,7.2,5.7,11.5,15.94,4.0,5.0
충남,부여,딸기,1,11,24.0,2021-03-02,1.0,1.0,본주,31.5,18.0,7.2,5.7,11.5,15.94,5.0,3.0
충남,부여,딸기,1,11,24.0,2021-03-02,2.0,0.0,본주,21.0,4.0,4.3,3.5,6.0,14.1,2.0,3.0
충남,부여,딸기,1,11,24.0,2021-03-02,2.0,0.0,본주,21.0,4.0,4.3,3.5,6.0,14.1,3.0,8.0
충남,부여,딸기,1,11,24.0,2021-03-02,3.0,0.0,본주,30.5,14.0,7.8,6.7,14.2,19.53,3.0,5.0
충남,부여,딸기,1,11,24.0,2021-03-02,3.0,0.0,본주,30.5,14.0,7.8,6.7,14.2,19.53,4.0,6.0
충남,부여,딸기,1,11,24.0,2021-03-02,3.0,0.0,본주,30.5,14.0,7.8,6.7,14.2,19.53,5.0,
충남,부여,딸기,1,11,24.0,2021-03-02,4.0,1.0,본주,39.5,24.0,8.5,6.0,16.5,20.59,3.0,5.0
충남,부여,딸기,1,11,24.0,2021-03-02,4.0,1.0,본주,39.5,24.0,8.5,6.0,16.5,20.59,4.0,8.0
충남,부여,딸기,1,11,24.0,2021-03-02,4.0,1.0,본주,39.5,24.0,8.5,6.0,16.5,20.59,5.0,3.0
충남,부여,딸기,1,11,24.0,2021-03-02,4.0,1.0,본주,39.5,24.0,8.5,6.0,16.5,20.59,6.0,1.0
충남,부여,딸기,1,11,24.0,2021-03-02,4.0,1.0,액1,39.5,24.0,8.5,6.0,16.5,20.59,1.0,
충남,부여,딸기,1,11,25.0,2021-03-08,1.0,1.0,액1,31.0,20.0,8.0,7.0,13.5,16.61,1.0,2.0
충남,부여,딸기,1,11,25.0,2021-03-08,1.0,1.0,액1,31.0,20.0,8.0,7.0,13.5,16.61,2.0,1.0
충남,부여,딸기,1,11,25.0,2021-03-08,1.0,1.0,본주,31.0,20.0,8.0,7.0,13.5,16.61,3.0,1.0
충남,부여,딸기,1,11,25.0,2021-03-08,1.0,1.0,본주,31.0,20.0,8.0,7.0,13.5,16.61,4.0,3.0
충남,부여,딸기,1,11,25.0,2021-03-08,1.0,1.0,본주,31.0,20.0,8.0,7.0,13.5,16.61,5.0,2.0
충남,부여,딸기,1,11,25.0,2021-03-08,1.0,1.0,본주,31.0,20.0,8.0,7.0,13.5,16.61,6.0,1.0
충남,부여,딸기,1,11,25.0,2021-03-08,1.0,1.0,본주,31.0,20.0,8.0,7.0,13.5,16.61,7.0,1.0
충남,부여,딸기,1,11,25.0,2021-03-08,2.0,0.0,본주,20.2,5.0,4.5,3.5,6.0,14.12,2.0,3.0
충남,부여,딸기,1,11,25.0,2021-03-08,2.0,0.0,본주,20.2,5.0,4.5,3.5,6.0,14.12,3.0,4.0
충남,부여,딸기,1,11,25.0,2021-03-08,3.0,0.0,본주,31.0,14.0,8.0,6.7,14.5,20.26,3.0,5.0
충남,부여,딸기,1,11,25.0,2021-03-08,3.0,0.0,본주,31.0,14.0,8.0,6.7,14.5,20.26,4.0,3.0
충남,부여,딸기,1,11,25.0,2021-03-08,3.0,0.0,본주,31.0,14.0,8.0,6.7,14.5,20.26,5.0,2.0
충남,부여,딸기,1,11,25.0,2021-03-08,3.0,0.0,본주,31.0,14.0,8.0,6.7,14.5,20.26,6.0,1.0
충남,부여,딸기,1,11,25.0,2021-03-08,4.0,1.0,본주,37.0,23.0,8.7,6.7,17.5,20.21,3.0,4.0
충남,부여,딸기,1,11,25.0,2021-03-08,4.0,1.0,본주,37.0,23.0,8.7,6.7,17.5,20.21,4.0,3.0
충남,부여,딸기,1,11,25.0,2021-03-08,4.0,1.0,본주,37.0,23.0,8.7,6.7,17.5,20.21,5.0,2.0
충남,부여,딸기,1,11,25.0,2021-03-08,4.0,1.0,본주,37.0,23.0,8.7,6.7,17.5,20.21,6.0,2.0
충남,부여,딸기,1,11,25.0,2021-03-08,4.0,1.0,액1,37.0,23.0,8.7,6.7,17.5,20.21,1.0,2.0
충남,부여,딸기,1,11,26.0,2021-03-15,1.0,1.0,액1,31.3,21.0,8.0,7.0,13.2,15.9,1.0,2.0
충남,부여,딸기,1,11,26.0,2021-03-15,1.0,1.0,액1,31.3,21.0,8.0,7.0,13.2,15.9,2.0,2.0
충남,부여,딸기,1,11,26.0,2021-03-15,1.0,1.0,액1,31.3,21.0,8.0,7.0,13.2,15.9,3.0,1.0
충남,부여,딸기,1,11,26.0,2021-03-15,1.0,1.0,본주,31.3,21.0,8.0,7.0,13.2,15.9,4.0,3.0
충남,부여,딸기,1,11,26.0,2021-03-15,1.0,1.0,본주,31.3,21.0,8.0,7.0,13.2,15.9,5.0,2.0
충남,부여,딸기,1,11,26.0,2021-03-15,1.0,1.0,본주,31.3,21.0,8.0,7.0,13.2,15.9,6.0,4.0
충남,부여,딸기,1,11,26.0,2021-03-15,1.0,1.0,본주,31.3,21.0,8.0,7.0,13.2,15.9,7.0,1.0
충남,부여,딸기,1,11,26.0,2021-03-15,2.0,0.0,본주,20.2,4.0,4.2,3.5,7.0,14.06,3.0,3.0
충남,부여,딸기,1,11,26.0,2021-03-15,3.0,0.0,본주,34.0,16.0,8.0,6.7,14.2,19.29,3.0,4.0
충남,부여,딸기,1,11,26.0,2021-03-15,3.0,0.0,본주,34.0,16.0,8.0,6.7,14.2,19.29,4.0,3.0
충남,부여,딸기,1,11,26.0,2021-03-15,3.0,0.0,본주,34.0,16.0,8.0,6.7,14.2,19.29,5.0,3.0
충남,부여,딸기,1,11,26.0,2021-03-15,3.0,0.0,본주,34.0,16.0,8.0,6.7,14.2,19.29,6.0,3.0
충남,부여,딸기,1,11,26.0,2021-03-15,4.0,1.0,본주,36.5,25.0,6.5,4.8,14.0,21.94,3.0,2.0
충남,부여,딸기,1,11,26.0,2021-03-15,4.0,1.0,본주,36.5,25.0,6.5,4.8,14.0,21.94,4.0,3.0
충남,부여,딸기,1,11,26.0,2021-03-15,4.0,1.0,본주,36.5,25.0,6.5,4.8,14.0,21.94,5.0,2.0
충남,부여,딸기,1,11,26.0,2021-03-15,4.0,1.0,본주,36.5,25.0,6.5,4.8,14.0,21.94,6.0,3.0
충남,부여,딸기,1,11,26.0,2021-03-15,4.0,1.0,액1,36.5,25.0,6.5,4.8,14.0,21.94,1.0,3.0
충남,부여,딸기,1,11,27.0,2021-03-22,1.0,1.0,액1,31.2,22.0,8.3,6.7,14.0,16.55,1.0,2.0
충남,부여,딸기,1,11,27.0,2021-03-22,1.0,1.0,액1,31.2,22.0,8.3,6.7,14.0,16.55,2.0,2.0
충남,부여,딸기,1,11,27.0,2021-03-22,1.0,1.0,액1,31.2,22.0,8.3,6.7,14.0,16.55,3.0,3.0
충남,부여,딸기,1,11,27.0,2021-03-22,1.0,1.0,본주,31.2,22.0,8.3,6.7,14.0,16.55,4.0,3.0
충남,부여,딸기,1,11,27.0,2021-03-22,1.0,1.0,본주,31.2,22.0,8.3,6.7,14.0,16.55,5.0,2.0
충남,부여,딸기,1,11,27.0,2021-03-22,1.0,1.0,본주,31.2,22.0,8.3,6.7,14.0,16.55,6.0,3.0
충남,부여,딸기,1,11,27.0,2021-03-22,1.0,1.0,본주,31.2,22.0,8.3,6.7,14.0,16.55,7.0,2.0
충남,부여,딸기,1,11,27.0,2021-03-22,2.0,0.0,본주,20.2,4.0,4.3,3.5,6.3,12.59,3.0,3.0
충남,부여,딸기,1,11,27.0,2021-03-22,3.0,0.0,본주,36.0,16.0,8.0,7.7,15.0,18.79,3.0,3.0
충남,부여,딸기,1,11,27.0,2021-03-22,3.0,0.0,본주,36.0,16.0,8.0,7.7,15.0,18.79,4.0,3.0
