realTime,name,do,city,item,cul_time,Measure_time,temp_ex,s_am,as_am,temp_int,hum_int,CO2,st
2020.9.8 0:00,23,傈合,辫力,叠扁,1,2020.9.8 0:00,,0.0,0.0,,,,
2020.9.8 1:00,23,傈合,辫力,叠扁,1,2020.9.8 1:00,,0.0,0.0,,,,
2020.9.8 2:00,23,傈合,辫力,叠扁,1,2020.9.8 2:00,,0.0,0.0,,,,
2020.9.8 3:00,23,傈合,辫力,叠扁,1,2020.9.8 3:00,,0.0,0.0,,,,
2020.9.8 4:00,23,傈合,辫力,叠扁,1,2020.9.8 4:00,,0.0,0.0,,,,
2020.9.8 5:00,23,傈合,辫力,叠扁,1,2020.9.8 5:00,,0.0,0.0,,,,
2020.9.8 6:00,23,傈合,辫力,叠扁,1,2020.9.8 6:00,,0.0,0.0,,,,
2020.9.8 7:00,23,傈合,辫力,叠扁,1,2020.9.8 7:00,,0.0,0.0,,,,
2020.9.8 8:00,23,傈合,辫力,叠扁,1,2020.9.8 8:00,,0.0,0.0,,,,
2020.9.8 9:00,23,傈合,辫力,叠扁,1,2020.9.8 9:00,,0.0,0.0,,,,
2020.9.8 10:00,23,傈合,辫力,叠扁,1,2020.9.8 10:00,,0.0,0.0,,,,
2020.9.8 11:00,23,傈合,辫力,叠扁,1,2020.9.8 11:00,,0.0,0.0,,,,
2020.9.8 12:00,23,傈合,辫力,叠扁,1,2020.9.8 12:00,,0.0,0.0,,,,
2020.9.8 13:00,23,傈合,辫力,叠扁,1,2020.9.8 13:00,,0.0,0.0,,,,
2020.9.8 14:00,23,傈合,辫力,叠扁,1,2020.9.8 14:00,,0.0,0.0,,,,
2020.9.8 15:00,23,傈合,辫力,叠扁,1,2020.9.8 15:00,,0.0,0.0,,,,
2020.9.8 16:00,23,傈合,辫力,叠扁,1,2020.9.8 16:00,,0.0,0.0,,,,
2020.9.8 17:00,23,傈合,辫力,叠扁,1,2020.9.8 17:00,,0.0,0.0,,,,
2020.9.8 18:00,23,傈合,辫力,叠扁,1,2020.9.8 18:00,,0.0,0.0,,,,
2020.9.8 19:00,23,傈合,辫力,叠扁,1,2020.9.8 19:00,,0.0,0.0,,,,
2020.9.8 20:00,23,傈合,辫力,叠扁,1,2020.9.8 20:00,,0.0,0.0,,,,
2020.9.8 21:00,23,傈合,辫力,叠扁,1,2020.9.8 21:00,,0.0,0.0,,,,
2020.9.8 22:00,23,傈合,辫力,叠扁,1,2020.9.8 22:00,,0.0,0.0,,,,
2020.9.8 23:00,23,傈合,辫力,叠扁,1,2020.9.8 23:00,,0.0,0.0,,,,
2020.9.9 0:00,23,傈合,辫力,叠扁,1,2020.9.9 0:00,,0.0,0.0,,,,
2020.9.9 1:00,23,傈合,辫力,叠扁,1,2020.9.9 1:00,,0.0,0.0,,,,
2020.9.9 2:00,23,傈合,辫力,叠扁,1,2020.9.9 2:00,,0.0,0.0,,,,
2020.9.9 3:00,23,傈合,辫力,叠扁,1,2020.9.9 3:00,,0.0,0.0,,,,
2020.9.9 4:00,23,傈合,辫力,叠扁,1,2020.9.9 4:00,,0.0,0.0,,,,
2020.9.9 5:00,23,傈合,辫力,叠扁,1,2020.9.9 5:00,,0.0,0.0,,,,
2020.9.9 6:00,23,傈合,辫力,叠扁,1,2020.9.9 6:00,,0.0,0.0,,,,
2020.9.9 7:00,23,傈合,辫力,叠扁,1,2020.9.9 7:00,,0.0,0.0,,,,
2020.9.9 8:00,23,傈合,辫力,叠扁,1,2020.9.9 8:00,,0.0,0.0,,,,
2020.9.9 9:00,23,傈合,辫力,叠扁,1,2020.9.9 9:00,,0.0,0.0,,,,
2020.9.9 10:00,23,傈合,辫力,叠扁,1,2020.9.9 10:00,,0.0,0.0,,,,
2020.9.9 11:00,23,傈合,辫力,叠扁,1,2020.9.9 11:00,,0.0,0.0,,,,
2020.9.9 12:00,23,傈合,辫力,叠扁,1,2020.9.9 12:00,,0.0,0.0,,,,
2020.9.9 13:00,23,傈合,辫力,叠扁,1,2020.9.9 13:00,,0.0,0.0,,,,
2020.9.9 14:00,23,傈合,辫力,叠扁,1,2020.9.9 14:00,,0.0,0.0,,,,
2020.9.9 15:00,23,傈合,辫力,叠扁,1,2020.9.9 15:00,,0.0,0.0,,,,
2020.9.9 16:00,23,傈合,辫力,叠扁,1,2020.9.9 16:00,,0.0,0.0,,,,
2020.9.9 17:00,23,傈合,辫力,叠扁,1,2020.9.9 17:00,,0.0,0.0,,,,
2020.9.9 18:00,23,傈合,辫力,叠扁,1,2020.9.9 18:00,,0.0,0.0,,,,
2020.9.9 19:00,23,傈合,辫力,叠扁,1,2020.9.9 19:00,,0.0,0.0,,,,
2020.9.9 20:00,23,傈合,辫力,叠扁,1,2020.9.9 20:00,,0.0,0.0,,,,
2020.9.9 21:00,23,傈合,辫力,叠扁,1,2020.9.9 21:00,,0.0,0.0,,,,
2020.9.9 22:00,23,傈合,辫力,叠扁,1,2020.9.9 22:00,,0.0,0.0,,,,
2020.9.9 23:00,23,傈合,辫力,叠扁,1,2020.9.9 23:00,,0.0,0.0,,,,
2020.9.10 0:00,23,傈合,辫力,叠扁,1,2020.9.10 0:00,,0.0,0.0,,,,
2020.9.10 1:00,23,傈合,辫力,叠扁,1,2020.9.10 1:00,,0.0,0.0,,,,
2020.9.10 2:00,23,傈合,辫力,叠扁,1,2020.9.10 2:00,,0.0,0.0,,,,
2020.9.10 3:00,23,傈合,辫力,叠扁,1,2020.9.10 3:00,,0.0,0.0,,,,
2020.9.10 4:00,23,傈合,辫力,叠扁,1,2020.9.10 4:00,,0.0,0.0,,,,
2020.9.10 5:00,23,傈合,辫力,叠扁,1,2020.9.10 5:00,,0.0,0.0,,,,
2020.9.10 6:00,23,傈合,辫力,叠扁,1,2020.9.10 6:00,,0.0,0.0,,,,
2020.9.10 7:00,23,傈合,辫力,叠扁,1,2020.9.10 7:00,,0.0,0.0,,,,
2020.9.10 8:00,23,傈合,辫力,叠扁,1,2020.9.10 8:00,,0.0,0.0,,,,
2020.9.10 9:00,23,傈合,辫力,叠扁,1,2020.9.10 9:00,,0.0,0.0,,,,
2020.9.10 10:00,23,傈合,辫力,叠扁,1,2020.9.10 10:00,,0.0,0.0,,,,
2020.9.10 11:00,23,傈合,辫力,叠扁,1,2020.9.10 11:00,,0.0,0.0,,,,
2020.9.10 12:00,23,傈合,辫力,叠扁,1,2020.9.10 12:00,,0.0,0.0,,,,
2020.9.10 13:00,23,傈合,辫力,叠扁,1,2020.9.10 13:00,,0.0,0.0,,,,
2020.9.10 14:00,23,傈合,辫力,叠扁,1,2020.9.10 14:00,,0.0,0.0,,,,
2020.9.10 15:00,23,傈合,辫力,叠扁,1,2020.9.10 15:00,,0.0,0.0,,,,
2020.9.10 16:00,23,傈合,辫力,叠扁,1,2020.9.10 16:00,,0.0,0.0,,,,
2020.9.10 17:00,23,傈合,辫力,叠扁,1,2020.9.10 17:00,,0.0,0.0,,,,
2020.9.10 18:00,23,傈合,辫力,叠扁,1,2020.9.10 18:00,,0.0,0.0,,,,
2020.9.10 19:00,23,傈合,辫力,叠扁,1,2020.9.10 19:00,,0.0,0.0,,,,
2020.9.10 20:00,23,傈合,辫力,叠扁,1,2020.9.10 20:00,,0.0,0.0,,,,
2020.9.10 21:00,23,傈合,辫力,叠扁,1,2020.9.10 21:00,,0.0,0.0,,,,
2020.9.10 22:00,23,傈合,辫力,叠扁,1,2020.9.10 22:00,,0.0,0.0,,,,
2020.9.10 23:00,23,傈合,辫力,叠扁,1,2020.9.10 23:00,,0.0,0.0,,,,
2020.9.11 0:00,23,傈合,辫力,叠扁,1,2020.9.11 0:00,,0.0,0.0,,,,
2020.9.11 1:00,23,傈合,辫力,叠扁,1,2020.9.11 1:00,,0.0,0.0,,,,
2020.9.11 2:00,23,傈合,辫力,叠扁,1,2020.9.11 2:00,,0.0,0.0,,,,
2020.9.11 3:00,23,傈合,辫力,叠扁,1,2020.9.11 3:00,,0.0,0.0,,,,
2020.9.11 4:00,23,傈合,辫力,叠扁,1,2020.9.11 4:00,,0.0,0.0,,,,
2020.9.11 5:00,23,傈合,辫力,叠扁,1,2020.9.11 5:00,,0.0,0.0,,,,
2020.9.11 6:00,23,傈合,辫力,叠扁,1,2020.9.11 6:00,,0.0,0.0,,,,
2020.9.11 7:00,23,傈合,辫力,叠扁,1,2020.9.11 7:00,,0.0,0.0,,,,
2020.9.11 8:00,23,傈合,辫力,叠扁,1,2020.9.11 8:00,,0.0,0.0,,,,
2020.9.11 9:00,23,傈合,辫力,叠扁,1,2020.9.11 9:00,,0.0,0.0,,,,
2020.9.11 10:00,23,傈合,辫力,叠扁,1,2020.9.11 10:00,,0.0,0.0,,,,
2020.9.11 11:00,23,傈合,辫力,叠扁,1,2020.9.11 11:00,,0.0,0.0,,,,
2020.9.11 12:00,23,傈合,辫力,叠扁,1,2020.9.11 12:00,,0.0,0.0,,,,
2020.9.11 13:00,23,傈合,辫力,叠扁,1,2020.9.11 13:00,,0.0,0.0,,,,
2020.9.11 14:00,23,傈合,辫力,叠扁,1,2020.9.11 14:00,,0.0,0.0,,,,
2020.9.11 15:00,23,傈合,辫力,叠扁,1,2020.9.11 15:00,,0.0,0.0,,,,
2020.9.11 16:00,23,傈合,辫力,叠扁,1,2020.9.11 16:00,,0.0,0.0,,,,
2020.9.11 17:00,23,傈合,辫力,叠扁,1,2020.9.11 17:00,,0.0,0.0,,,,
2020.9.11 18:00,23,傈合,辫力,叠扁,1,2020.9.11 18:00,,0.0,0.0,,,,
2020.9.11 19:00,23,傈合,辫力,叠扁,1,2020.9.11 19:00,,0.0,0.0,,,,
2020.9.11 20:00,23,傈合,辫力,叠扁,1,2020.9.11 20:00,,0.0,0.0,,,,
2020.9.11 21:00,23,傈合,辫力,叠扁,1,2020.9.11 21:00,,0.0,0.0,,,,
2020.9.11 22:00,23,傈合,辫力,叠扁,1,2020.9.11 22:00,,0.0,0.0,,,,
2020.9.11 23:00,23,傈合,辫力,叠扁,1,2020.9.11 23:00,,0.0,0.0,,,,
2020.9.12 0:00,23,傈合,辫力,叠扁,1,2020.9.12 0:00,,0.0,0.0,,,,
2020.9.12 1:00,23,傈合,辫力,叠扁,1,2020.9.12 1:00,,0.0,0.0,,,,
2020.9.12 2:00,23,傈合,辫力,叠扁,1,2020.9.12 2:00,,0.0,0.0,,,,
2020.9.12 3:00,23,傈合,辫力,叠扁,1,2020.9.12 3:00,,0.0,0.0,,,,
2020.9.12 4:00,23,傈合,辫力,叠扁,1,2020.9.12 4:00,,0.0,0.0,,,,
2020.9.12 5:00,23,傈合,辫力,叠扁,1,2020.9.12 5:00,,0.0,0.0,,,,
2020.9.12 6:00,23,傈合,辫力,叠扁,1,2020.9.12 6:00,,0.0,0.0,,,,
2020.9.12 7:00,23,傈合,辫力,叠扁,1,2020.9.12 7:00,,0.0,0.0,,,,
2020.9.12 8:00,23,傈合,辫力,叠扁,1,2020.9.12 8:00,,0.0,0.0,,,,
2020.9.12 9:00,23,傈合,辫力,叠扁,1,2020.9.12 9:00,,0.0,0.0,,,,
2020.9.12 10:00,23,傈合,辫力,叠扁,1,2020.9.12 10:00,,0.0,0.0,,,,
2020.9.12 11:00,23,傈合,辫力,叠扁,1,2020.9.12 11:00,,0.0,0.0,,,,
2020.9.12 12:00,23,傈合,辫力,叠扁,1,2020.9.12 12:00,,0.0,0.0,,,,
2020.9.12 13:00,23,傈合,辫力,叠扁,1,2020.9.12 13:00,,0.0,0.0,,,,
2020.9.12 14:00,23,傈合,辫力,叠扁,1,2020.9.12 14:00,,0.0,0.0,,,,
2020.9.12 15:00,23,傈合,辫力,叠扁,1,2020.9.12 15:00,,0.0,0.0,,,,
2020.9.12 16:00,23,傈合,辫力,叠扁,1,2020.9.12 16:00,,0.0,0.0,,,,
2020.9.12 17:00,23,傈合,辫力,叠扁,1,2020.9.12 17:00,,0.0,0.0,,,,
2020.9.12 18:00,23,傈合,辫力,叠扁,1,2020.9.12 18:00,,0.0,0.0,,,,
2020.9.12 19:00,23,傈合,辫力,叠扁,1,2020.9.12 19:00,,0.0,0.0,,,,
2020.9.12 20:00,23,傈合,辫力,叠扁,1,2020.9.12 20:00,,0.0,0.0,,,,
2020.9.12 21:00,23,傈合,辫力,叠扁,1,2020.9.12 21:00,,0.0,0.0,,,,
2020.9.12 22:00,23,傈合,辫力,叠扁,1,2020.9.12 22:00,,0.0,0.0,,,,
2020.9.12 23:00,23,傈合,辫力,叠扁,1,2020.9.12 23:00,,0.0,0.0,,,,
2020.9.13 0:00,23,傈合,辫力,叠扁,1,2020.9.13 0:00,,0.0,0.0,,,,
2020.9.13 1:00,23,傈合,辫力,叠扁,1,2020.9.13 1:00,,0.0,0.0,,,,
2020.9.13 2:00,23,傈合,辫力,叠扁,1,2020.9.13 2:00,,0.0,0.0,,,,
2020.9.13 3:00,23,傈合,辫力,叠扁,1,2020.9.13 3:00,,0.0,0.0,,,,
2020.9.13 4:00,23,傈合,辫力,叠扁,1,2020.9.13 4:00,,0.0,0.0,,,,
2020.9.13 5:00,23,傈合,辫力,叠扁,1,2020.9.13 5:00,,0.0,0.0,,,,
2020.9.13 6:00,23,傈合,辫力,叠扁,1,2020.9.13 6:00,,0.0,0.0,,,,
2020.9.13 7:00,23,傈合,辫力,叠扁,1,2020.9.13 7:00,,2.0,2.0,,,,
2020.9.13 8:00,23,傈合,辫力,叠扁,1,2020.9.13 8:00,,12.0,14.0,,,,
2020.9.13 9:00,23,傈合,辫力,叠扁,1,2020.9.13 9:00,,44.0,58.0,,,,
2020.9.13 10:00,23,傈合,辫力,叠扁,1,2020.9.13 10:00,,91.0,149.0,,,,
2020.9.13 11:00,23,傈合,辫力,叠扁,1,2020.9.13 11:00,,198.0,347.0,,,,
2020.9.13 12:00,23,傈合,辫力,叠扁,1,2020.9.13 12:00,,265.0,612.0,,,,
2020.9.13 13:00,23,傈合,辫力,叠扁,1,2020.9.13 13:00,,251.0,863.0,,,,
2020.9.13 14:00,23,傈合,辫力,叠扁,1,2020.9.13 14:00,,173.0,1036.0,,,,
2020.9.13 15:00,23,傈合,辫力,叠扁,1,2020.9.13 15:00,,136.0,1172.0,,,,
2020.9.13 16:00,23,傈合,辫力,叠扁,1,2020.9.13 16:00,,131.0,1303.0,,,,
2020.9.13 17:00,23,傈合,辫力,叠扁,1,2020.9.13 17:00,,94.0,1397.0,,,,
2020.9.13 18:00,23,傈合,辫力,叠扁,1,2020.9.13 18:00,,68.0,1465.0,,,,
2020.9.13 19:00,23,傈合,辫力,叠扁,1,2020.9.13 19:00,,8.0,1473.0,,,,
2020.9.13 20:00,23,傈合,辫力,叠扁,1,2020.9.13 20:00,,0.0,1473.0,,,,
2020.9.13 21:00,23,傈合,辫力,叠扁,1,2020.9.13 21:00,,0.0,1473.0,,,,
2020.9.13 22:00,23,傈合,辫力,叠扁,1,2020.9.13 22:00,,0.0,1473.0,,,,
2020.9.13 23:00,23,傈合,辫力,叠扁,1,2020.9.13 23:00,,0.0,1473.0,,,,
2020.9.14 0:00,23,傈合,辫力,叠扁,1,2020.9.14 0:00,,0.0,1473.0,,,,
2020.9.14 1:00,23,傈合,辫力,叠扁,1,2020.9.14 1:00,,0.0,1473.0,,,,
2020.9.14 2:00,23,傈合,辫力,叠扁,1,2020.9.14 2:00,,0.0,1473.0,,,,
2020.9.14 3:00,23,傈合,辫力,叠扁,1,2020.9.14 3:00,,0.0,1473.0,,,,
2020.9.14 4:00,23,傈合,辫力,叠扁,1,2020.9.14 4:00,,0.0,1473.0,,,,
2020.9.14 5:00,23,傈合,辫力,叠扁,1,2020.9.14 5:00,,0.0,1473.0,,,,
2020.9.14 6:00,23,傈合,辫力,叠扁,1,2020.9.14 6:00,,0.0,1473.0,,,,
2020.9.14 7:00,23,傈合,辫力,叠扁,1,2020.9.14 7:00,,7.0,7.0,,,,
2020.9.14 8:00,23,傈合,辫力,叠扁,1,2020.9.14 8:00,,58.0,65.0,,,,
2020.9.14 9:00,23,傈合,辫力,叠扁,1,2020.9.14 9:00,,133.0,198.0,,,,
2020.9.14 10:00,23,傈合,辫力,叠扁,1,2020.9.14 10:00,,206.0,404.0,,,,
2020.9.14 11:00,23,傈合,辫力,叠扁,1,2020.9.14 11:00,,183.0,587.0,,,,
2020.9.14 12:00,23,傈合,辫力,叠扁,1,2020.9.14 12:00,,266.0,853.0,,,,
2020.9.14 13:00,23,傈合,辫力,叠扁,1,2020.9.14 13:00,,199.0,1052.0,,,,
2020.9.14 14:00,23,傈合,辫力,叠扁,1,2020.9.14 14:00,,202.0,1254.0,,,,
2020.9.14 15:00,23,傈合,辫力,叠扁,1,2020.9.14 15:00,,276.0,1530.0,,,,
2020.9.14 16:00,23,傈合,辫力,叠扁,1,2020.9.14 16:00,,177.0,1707.0,,,,
2020.9.14 17:00,23,傈合,辫力,叠扁,1,2020.9.14 17:00,,112.0,1819.0,,,,
2020.9.14 18:00,23,傈合,辫力,叠扁,1,2020.9.14 18:00,,61.0,1880.0,,,,
2020.9.14 19:00,23,傈合,辫力,叠扁,1,2020.9.14 19:00,,2.0,1882.0,,,,
2020.9.14 20:00,23,傈合,辫力,叠扁,1,2020.9.14 20:00,,0.0,1882.0,,,,
2020.9.14 21:00,23,傈合,辫力,叠扁,1,2020.9.14 21:00,,0.0,1882.0,,,,
2020.9.14 22:00,23,傈合,辫力,叠扁,1,2020.9.14 22:00,,0.0,1882.0,,,,
2020.9.14 23:00,23,傈合,辫力,叠扁,1,2020.9.14 23:00,,0.0,1882.0,,,,
2020.9.15 0:00,23,傈合,辫力,叠扁,1,2020.9.15 0:00,,0.0,1882.0,,,,
2020.9.15 1:00,23,傈合,辫力,叠扁,1,2020.9.15 1:00,,0.0,1882.0,,,,
2020.9.15 2:00,23,傈合,辫力,叠扁,1,2020.9.15 2:00,,0.0,1882.0,,,,
2020.9.15 3:00,23,傈合,辫力,叠扁,1,2020.9.15 3:00,,0.0,1882.0,,,,
2020.9.15 4:00,23,傈合,辫力,叠扁,1,2020.9.15 4:00,,0.0,1882.0,,,,
2020.9.15 5:00,23,傈合,辫力,叠扁,1,2020.9.15 5:00,,0.0,1882.0,,,,
2020.9.15 6:00,23,傈合,辫力,叠扁,1,2020.9.15 6:00,,0.0,1882.0,,,,
2020.9.15 7:00,23,傈合,辫力,叠扁,1,2020.9.15 7:00,,8.0,8.0,,,,
2020.9.15 8:00,23,傈合,辫力,叠扁,1,2020.9.15 8:00,,67.0,75.0,,,,
2020.9.15 9:00,23,傈合,辫力,叠扁,1,2020.9.15 9:00,,135.0,210.0,,,,
2020.9.15 10:00,23,傈合,辫力,叠扁,1,2020.9.15 10:00,,201.0,411.0,,,,
2020.9.15 11:00,23,傈合,辫力,叠扁,1,2020.9.15 11:00,,247.0,658.0,,,,
2020.9.15 12:00,23,傈合,辫力,叠扁,1,2020.9.15 12:00,,246.0,904.0,,,,
2020.9.15 13:00,23,傈合,辫力,叠扁,1,2020.9.15 13:00,,273.0,1177.0,,,,
2020.9.15 14:00,23,傈合,辫力,叠扁,1,2020.9.15 14:00,,305.0,1482.0,,,,
2020.9.15 15:00,23,傈合,辫力,叠扁,1,2020.9.15 15:00,,163.0,1645.0,,,,
2020.9.15 16:00,23,傈合,辫力,叠扁,1,2020.9.15 16:00,,194.0,1839.0,,,,
2020.9.15 17:00,23,傈合,辫力,叠扁,1,2020.9.15 17:00,,105.0,1944.0,,,,
2020.9.15 18:00,23,傈合,辫力,叠扁,1,2020.9.15 18:00,,24.0,1968.0,,,,
2020.9.15 19:00,23,傈合,辫力,叠扁,1,2020.9.15 19:00,,2.0,1970.0,,,,
2020.9.15 20:00,23,傈合,辫力,叠扁,1,2020.9.15 20:00,,0.0,1970.0,,,,
2020.9.15 21:00,23,傈合,辫力,叠扁,1,2020.9.15 21:00,,0.0,1970.0,,,,
2020.9.15 22:00,23,傈合,辫力,叠扁,1,2020.9.15 22:00,,0.0,1970.0,,,,
2020.9.15 23:00,23,傈合,辫力,叠扁,1,2020.9.15 23:00,,0.0,1970.0,,,,
2020.9.16 0:00,23,傈合,辫力,叠扁,1,2020.9.16 0:00,,0.0,1970.0,,,,
2020.9.16 1:00,23,傈合,辫力,叠扁,1,2020.9.16 1:00,,0.0,1970.0,,,,
2020.9.16 2:00,23,傈合,辫力,叠扁,1,2020.9.16 2:00,,0.0,1970.0,,,,
2020.9.16 3:00,23,傈合,辫力,叠扁,1,2020.9.16 3:00,,0.0,1970.0,,,,
2020.9.16 4:00,23,傈合,辫力,叠扁,1,2020.9.16 4:00,,0.0,1970.0,,,,
2020.9.16 5:00,23,傈合,辫力,叠扁,1,2020.9.16 5:00,,0.0,1970.0,,,,
2020.9.16 6:00,23,傈合,辫力,叠扁,1,2020.9.16 6:00,,0.0,1970.0,,,,
2020.9.16 7:00,23,傈合,辫力,叠扁,1,2020.9.16 7:00,,1.0,1.0,,,,
2020.9.16 8:00,23,傈合,辫力,叠扁,1,2020.9.16 8:00,,17.0,18.0,,,,
2020.9.16 9:00,23,傈合,辫力,叠扁,1,2020.9.16 9:00,,36.0,54.0,,,,
2020.9.16 10:00,23,傈合,辫力,叠扁,1,2020.9.16 10:00,,58.0,112.0,,,,
2020.9.16 11:00,23,傈合,辫力,叠扁,1,2020.9.16 11:00,,118.0,230.0,,,,
2020.9.16 12:00,23,傈合,辫力,叠扁,1,2020.9.16 12:00,,179.0,409.0,,,,
2020.9.16 13:00,23,傈合,辫力,叠扁,1,2020.9.16 13:00,,45.0,454.0,,,,
2020.9.16 14:00,23,傈合,辫力,叠扁,1,2020.9.16 14:00,,59.0,513.0,,,,
2020.9.16 15:00,23,傈合,辫力,叠扁,1,2020.9.16 15:00,,80.0,593.0,,,,
2020.9.16 16:00,23,傈合,辫力,叠扁,1,2020.9.16 16:00,,32.0,625.0,,,,
2020.9.16 17:00,23,傈合,辫力,叠扁,1,2020.9.16 17:00,,24.0,649.0,,,,
2020.9.16 18:00,23,傈合,辫力,叠扁,1,2020.9.16 18:00,,12.0,661.0,,,,
2020.9.16 19:00,23,傈合,辫力,叠扁,1,2020.9.16 19:00,,0.0,661.0,,,,
2020.9.16 20:00,23,傈合,辫力,叠扁,1,2020.9.16 20:00,,0.0,661.0,,,,
2020.9.16 21:00,23,傈合,辫力,叠扁,1,2020.9.16 21:00,,0.0,661.0,,,,
2020.9.16 22:00,23,傈合,辫力,叠扁,1,2020.9.16 22:00,,0.0,661.0,,,,
2020.9.16 23:00,23,傈合,辫力,叠扁,1,2020.9.16 23:00,,0.0,661.0,,,,
2020.9.17 0:00,23,傈合,辫力,叠扁,1,2020.9.17 0:00,,0.0,661.0,,,,
2020.9.17 1:00,23,傈合,辫力,叠扁,1,2020.9.17 1:00,,0.0,661.0,,,,
2020.9.17 2:00,23,傈合,辫力,叠扁,1,2020.9.17 2:00,,0.0,661.0,,,,
2020.9.17 3:00,23,傈合,辫力,叠扁,1,2020.9.17 3:00,,0.0,661.0,,,,
2020.9.17 4:00,23,傈合,辫力,叠扁,1,2020.9.17 4:00,,0.0,661.0,,,,
2020.9.17 5:00,23,傈合,辫力,叠扁,1,2020.9.17 5:00,,0.0,661.0,,,,
2020.9.17 6:00,23,傈合,辫力,叠扁,1,2020.9.17 6:00,,0.0,661.0,,,,
2020.9.17 7:00,23,傈合,辫力,叠扁,1,2020.9.17 7:00,,3.0,3.0,,,,
2020.9.17 8:00,23,傈合,辫力,叠扁,1,2020.9.17 8:00,,15.0,18.0,,,,
2020.9.17 9:00,23,傈合,辫力,叠扁,1,2020.9.17 9:00,,31.0,49.0,,,,
2020.9.17 10:00,23,傈合,辫力,叠扁,1,2020.9.17 10:00,,61.0,110.0,,,,
2020.9.17 11:00,23,傈合,辫力,叠扁,1,2020.9.17 11:00,,77.0,187.0,,,,
2020.9.17 12:00,23,傈合,辫力,叠扁,1,2020.9.17 12:00,,97.0,284.0,,,,
2020.9.17 13:00,23,傈合,辫力,叠扁,1,2020.9.17 13:00,,134.0,418.0,,,,
2020.9.17 14:00,23,傈合,辫力,叠扁,1,2020.9.17 14:00,,186.0,604.0,,,,
2020.9.17 15:00,23,傈合,辫力,叠扁,1,2020.9.17 15:00,,61.0,665.0,,,,
2020.9.17 16:00,23,傈合,辫力,叠扁,1,2020.9.17 16:00,,35.0,700.0,,,,
2020.9.17 17:00,23,傈合,辫力,叠扁,1,2020.9.17 17:00,,22.0,722.0,,,,
2020.9.17 18:00,23,傈合,辫力,叠扁,1,2020.9.17 18:00,,13.0,735.0,,,,
2020.9.17 19:00,23,傈合,辫力,叠扁,1,2020.9.17 19:00,,1.0,736.0,,,,
2020.9.17 20:00,23,傈合,辫力,叠扁,1,2020.9.17 20:00,,0.0,736.0,,,,
2020.9.17 21:00,23,傈合,辫力,叠扁,1,2020.9.17 21:00,,0.0,736.0,,,,
2020.9.17 22:00,23,傈合,辫力,叠扁,1,2020.9.17 22:00,,0.0,736.0,,,,
2020.9.17 23:00,23,傈合,辫力,叠扁,1,2020.9.17 23:00,,0.0,736.0,,,,
2020.9.18 0:00,23,傈合,辫力,叠扁,1,2020.9.18 0:00,,0.0,736.0,,,,
2020.9.18 1:00,23,傈合,辫力,叠扁,1,2020.9.18 1:00,,0.0,736.0,,,,
2020.9.18 2:00,23,傈合,辫力,叠扁,1,2020.9.18 2:00,,0.0,736.0,,,,
2020.9.18 3:00,23,傈合,辫力,叠扁,1,2020.9.18 3:00,,0.0,736.0,,,,
2020.9.18 4:00,23,傈合,辫力,叠扁,1,2020.9.18 4:00,,0.0,736.0,,,,
2020.9.18 5:00,23,傈合,辫力,叠扁,1,2020.9.18 5:00,,0.0,736.0,,,,
2020.9.18 6:00,23,傈合,辫力,叠扁,1,2020.9.18 6:00,,0.0,736.0,,,,
2020.9.18 7:00,23,傈合,辫力,叠扁,1,2020.9.18 7:00,,4.0,4.0,,,,
2020.9.18 8:00,23,傈合,辫力,叠扁,1,2020.9.18 8:00,,40.0,44.0,,,,
2020.9.18 9:00,23,傈合,辫力,叠扁,1,2020.9.18 9:00,,83.0,127.0,,,,
2020.9.18 10:00,23,傈合,辫力,叠扁,1,2020.9.18 10:00,,159.0,286.0,,,,
2020.9.18 11:00,23,傈合,辫力,叠扁,1,2020.9.18 11:00,,113.0,399.0,,,,
2020.9.18 12:00,23,傈合,辫力,叠扁,1,2020.9.18 12:00,,75.0,474.0,,,,
2020.9.18 13:00,23,傈合,辫力,叠扁,1,2020.9.18 13:00,,141.0,615.0,,,,
2020.9.18 14:00,23,傈合,辫力,叠扁,1,2020.9.18 14:00,,129.0,744.0,,,,
2020.9.18 15:00,23,傈合,辫力,叠扁,1,2020.9.18 15:00,,212.0,956.0,,,,
2020.9.18 16:00,23,傈合,辫力,叠扁,1,2020.9.18 16:00,,161.0,1117.0,,,,
2020.9.18 17:00,23,傈合,辫力,叠扁,1,2020.9.18 17:00,,101.0,1218.0,,,,
2020.9.18 18:00,23,傈合,辫力,叠扁,1,2020.9.18 18:00,,60.0,1278.0,,,,
2020.9.18 19:00,23,傈合,辫力,叠扁,1,2020.9.18 19:00,,5.0,1283.0,,,,
2020.9.18 20:00,23,傈合,辫力,叠扁,1,2020.9.18 20:00,,0.0,1283.0,,,,
2020.9.18 21:00,23,傈合,辫力,叠扁,1,2020.9.18 21:00,,0.0,1283.0,,,,
2020.9.18 22:00,23,傈合,辫力,叠扁,1,2020.9.18 22:00,,0.0,1283.0,,,,
2020.9.18 23:00,23,傈合,辫力,叠扁,1,2020.9.18 23:00,,0.0,1283.0,,,,
2020.9.19 0:00,23,傈合,辫力,叠扁,1,2020.9.19 0:00,,0.0,1283.0,,,,
2020.9.19 1:00,23,傈合,辫力,叠扁,1,2020.9.19 1:00,,0.0,1283.0,,,,
