농가명,week,week_start_date,온도_외부_max,온도_외부_min,온도_외부_mean,온도_내부_max,온도_내부_min,온도_내부_mean,상대습도_내부_max,상대습도_내부_min,상대습도_내부_mean,잔존CO2_max,잔존CO2_min,잔존CO2_mean,토양온도_max,토양온도_min,토양온도_mean
26,4,2020-09-30 0:00,26.8,6.3,17.50119048,35.1,9.1,20.62619048,85,30,67.27625899,619,376,453.5357143,27.8,15.9,22.37797619
26,5,2020-10-07 0:00,25.7,5.5,15.56011905,33,9.2,18.90833333,99,30.7,73.96446281,769,390,518.9583333,26.5,16.1,20.81190476
26,6,2020-10-14 0:00,23.6,2.6,11.15952381,29.7,6.5,15.86607143,99.5,30.1,74.58538462,670,366,526.8928571,23.3,12.9,17.7125
26,7,2020-10-21 0:00,22.3,1.9,10.27916667,28.1,10.6,16.56428571,97.8,32.1,69.7760274,762,405,566.6785714,22,15.1,18.1327381
26,8,2020-10-28 0:00,21.5,-0.3,9.283928571,29.3,10.7,16.32916667,96.3,30.5,66.1971223,799,384,560.797619,22.3,14.7,17.9952381
26,9,2020-11-04 0:00,21.2,-4.7,6.514285714,27.2,9,15.33035714,97.1,30.6,68.12230216,783,405,577.702381,21.1,13.3,16.96369048
26,10,2020-11-11 0:00,22.6,-3.4,7.966071429,29.9,9.7,15.96964286,97.4,32.5,70.27517241,778,405,588.7916667,20.6,14,17.37083333
26,11,2020-11-18 0:00,22.9,-2.2,9.318452381,26.3,7.8,15.80119048,99.5,30.9,83.79183673,745,323,526.6011905,21.7,13.7,17.3797619
26,12,2020-11-25 0:00,13.7,-6.6,2.871428571,24.8,7.5,13.92797619,99.1,30.3,74.25032258,731,380,561.5535714,19.4,12.2,15.6297619
26,13,2020-12-02 0:00,10.9,-7.3,0.35297619,24.7,7.2,12.925,98.3,36.2,71.43690476,952,375,579.2083333,19.2,11.6,14.70238095
26,14,2020-12-09 0:00,10.4,-9.2,-0.308928571,24.6,6.5,12.35952381,99.9,32.7,72.76848485,777,340,566.547619,19.3,11,14.1827381
26,15,2020-12-16 0:00,6.6,-11.3,-3.714285714,25.8,6.2,11.1547619,97.1,31.1,71.09880952,780,368,600.6190476,17.1,9.7,12.81547619
26,16,2020-12-23 0:00,8.8,-7.8,-0.138690476,24.3,7.7,12.05595238,99.9,37.7,82.03515625,820,346,648.7261905,18.2,10.7,13.775
26,17,2020-12-30 0:00,5.1,-12.7,-4.268452381,27.7,5.1,10.48805031,100,35.1,81.48509317,881,368,672.6547619,17.2,7.4,12.05178571
26,18,2021-01-06 0:00,2.5,-20.9,-9.536309524,25.4,5.7,9.8375,99.3,47.5,81.97738095,999,413,726.3571429,17.2,9.1,11.56904762
26,19,2021-01-13 0:00,14.9,-11.1,-1.04047619,26.4,6.1,11.09642857,98.5,33,75.35092025,909,468,722.1428571,18.8,9.5,13.05
26,20,2021-01-20 0:00,14.7,-11.2,4.322619048,25.4,5.6,12.53988095,99.5,30,77.8152,933,453,710.2083333,19.4,9.8,14.26845238
26,21,2021-01-27 0:00,12.3,-10.7,0.050595238,27.1,5.2,11.46666667,99.5,30,73.68874172,798,420,639.6428571,19,9.6,13.22202381
26,22,2021-02-03 0:00,12.5,-8.7,-0.35952381,26.4,5.8,12.69880952,95.1,30.2,67.57028986,826,407,629.5892857,21.1,10.8,14.83452381
26,23,2021-02-10 0:00,19.6,-8.2,2.936309524,24.5,6.2,12.63988095,96.7,30.7,69.48413793,837,465,644.9107143,20.1,11.2,14.74285714
26,24,2021-02-17 0:00,22.8,-8.8,1.442857143,29.3,5,12.70662651,92.5,31.7,68.89416058,851,354,657.5119048,22.9,9,14.96845238
26,25,2021-02-24 0:00,16.1,-4.7,5.327380952,25.2,6,12.60297619,99.1,30.1,75.27986111,851,462,637.1190476,20,11.2,14.49642857
26,26,2021-03-03 0:00,20.3,-4.5,6.430357143,31.1,6,13.80833333,96.7,30.7,74.84671533,839,474,643.6011905,21.3,11.7,16.04345238
26,27,2021-03-10 0:00,19.8,-2.3,8.573214286,26.4,7.2,15.00952381,99.5,32.1,72.51056911,809,403,602.4166667,22.9,12.6,17.48214286
26,28,2021-03-17 0:00,22.1,-3.2,8.153571429,27.5,6.2,14.71130952,96.2,32.8,71.02,787,408,559.8988095,24.5,12.7,17.5202381
26,29,2021-03-24 0:00,25.5,-2.1,10.89047619,33,6.8,15.45059524,99.6,31.4,70.35614035,736,461,579.0357143,25.8,12.4,17.66904762
26,30,2021-03-31 0:00,25.3,0.3,13.40714286,33.2,6.5,17.50535714,99.5,31.1,78.15688073,812,387,592.0297619,26.4,13.6,19.63095238
26,31,2021-04-07 0:00,23.7,-0.3,11.51666667,32.5,5.4,16.60179641,99.5,31.3,74.95794393,832,438,588.547619,27.7,12.6,19.17797619
26,32,2021-04-14 0:00,27.9,-2.2,10.07321429,34.5,5.6,16.68869048,91.8,31.1,65.33921569,817,446,590.7261905,29.1,14.1,19.38035714
26,33,2021-04-21 0:00,29,6.9,17.3,36,10.8,20.83869048,90.6,30.6,74.37959184,915,312,562.8869048,29.2,18,22.9077381
26,34,2021-04-28 0:00,23.6,9.5,15.99305556,30,12.7,19.97916667,91.4,31,75.38333333,743,344,509.0277778,26.1,18,22.22777778
31,1,2020-09-15 0:00,26,9.5,18.10357143,29.5,12,21.0375,100,45.6,95.78571429,540,428,474.1488095,29.9,13.2,21.3797619
31,2,2020-09-22 0:00,26.3,11.1,17.18154762,33.5,13.5,20.36666667,98.4,40.7,80.37559524,580,431,488.9107143,32,13.3,20.79107143
31,3,2020-09-29 0:00,25.6,6.8,16.90416667,30.5,10.1,19.92916667,97.2,37.9,80.02291667,602,430,483.485119,30.3,10.5,20.07619048
31,4,2020-10-06 0:00,23.6,4.9,14.29761905,31.2,8.4,18.38571429,95.7,31.8,75.06607143,643,432,499.75,36.5,9.8,19.76309524
31,5,2020-10-13 0:00,20.6,3.2,10.79077381,29.3,8.1,16.01071429,93.7,28.4,76.90059524,629,408,500.3214286,29.8,8.8,15.88660714
31,6,2020-10-20 0:00,22,0.3,10.27886905,31,8.1,16.26071429,96.8,35.2,78.06815476,635,399,494.3452381,29.5,9.8,15.95238095
31,7,2020-10-27 0:00,20.6,0.2,9.65952381,30.5,7.5,15.7797619,95.4,38.6,77.7764881,646,410,506.702381,28.7,8.9,15.85744048
31,8,2020-11-03 0:00,19.5,-3.7,6.91547619,30,5.8,14.6452381,95.4,35.7,76.15714286,673,346,506.5238095,30.3,3.6,13.53214286
31,9,2020-11-10 0:00,22,-3.1,7.54047619,31,6.9,14.91607143,95.4,38.4,76.43214286,726,360,534.0892857,30.2,1.4,13.60178571
31,10,2020-11-17 0:00,21.3,-1.3,11.13869048,34.1,5.9,15.58988095,98.7,49.6,84.46607143,638,280,459.2380952,28,6.4,15.69940476
31,11,2020-11-24 0:00,12.7,-3.6,4.132142857,27.4,5.7,12.96488095,96,52.7,83.55119048,677,282,484.3452381,29.8,4.9,12.09583333
31,12,2020-12-01 0:00,9.9,-6.8,0.760714286,28.5,5.4,13.38571429,96.7,56.5,81.34166667,639,282,504.4047619,32,3.9,11.5422619
31,13,2020-12-08 0:00,10.6,-7.6,1.164880952,26.4,5.4,12.55535714,96.8,56.4,83.42321429,714,413,573.1428571,30.7,2.2,11.07202381
31,14,2020-12-15 0:00,5.9,-9.1,-3.1375,27.6,5.3,11.84940476,94.1,62.8,82.36279762,715,421,607.6130952,30.6,1.2,9.379166667
31,15,2020-12-22 0:00,12,-7.7,0.910119048,30.4,5.5,12.65119048,97.3,65.4,86.66309524,768,424,607.077381,30.7,1.1,10.5422619
31,16,2020-12-29 0:00,8.4,-14.3,-3.15297619,29.9,5.8,12.30178571,96.7,62.9,87.33154762,819,414,622.625,28.3,0.7,9.631547619
31,17,2021-01-05 0:00,2,-19.1,-7.282142857,28,4.9,11.14761905,94.4,64.5,85.07380952,828,422,650.3869048,29.7,0.1,8.465584416
31,18,2021-01-12 0:00,14.1,-9.3,-0.114880952,27.9,5.7,13.12440476,96.3,61.5,85.0297619,881,441,635.8928571,31,0.5,10.87857143
31,19,2021-01-19 0:00,13,-9.3,4.057142857,29.9,6.3,13.85059524,97.9,48,86.7797619,835,452,644.7559524,27.2,2.4,11.88452381
31,20,2021-01-26 0:00,10.9,-7.9,1.620535714,29.9,6,13.1952381,97,49.2,85.43660714,827,427,627.2410714,26.5,2.7,11.12142857
31,21,2021-02-02 0:00,11.8,-8,0.175595238,29.6,5.9,14.08571429,96.2,50.3,81.78154762,853,439,609.1785714,27.7,2.7,11.60178571
31,22,2021-02-09 0:00,18.1,-7.9,3.185714286,29.4,5.6,13.62916667,96,23.8,79.03511905,810,438,606.7321429,28.8,4.1,12.14345238
31,23,2021-02-16 0:00,20.8,-7.2,1.505952381,29.2,6.4,14.39761905,92.7,38.3,79.6452381,791,428,579.5892857,30.4,5.5,12.43392857
31,24,2021-02-23 0:00,14.8,-5.7,4.816071429,28.7,6.1,14.2952381,97.3,49,85.0702381,822,406,567.2440476,29.2,5.3,12.34166667
31,25,2021-03-02 0:00,16.8,-3.6,5.673214286,28.9,6.6,15.46785714,97,46.1,82.27380952,734,424,544.4642857,30.3,5.4,14.08630952
31,26,2021-03-09 0:00,17,-3,6.88597561,29.4,6.7,15.36036585,95.7,34.2,79.99512195,806,399,553.1402439,30,6.6,14.06890244
31,27,2021-03-16 0:00,18.6,-3,7.458333333,29.8,6.3,15.79166667,96.8,42.4,78.78452381,877,400,541.1547619,28.2,5,14.49702381
31,28,2021-03-23 0:00,21.8,-2,9.275595238,28.7,6.2,16.15178571,98.8,37,80.75297619,854,378,543.0714286,29,5.4,15.11964286
31,29,2021-03-30 0:00,21.3,1.1,11.75595238,27.3,7.1,16.80297619,100,36.4,82.67321429,743,383,496.5178571,26.8,7.6,16.52321429
31,30,2021-04-06 0:00,19.9,-1.1,10.09880952,28.4,6.9,16.19047619,97,28.1,75.87380952,822,383,528.9404762,26.4,5.5,15.17857143
31,31,2021-04-13 0:00,18.4,-2.7,8.382738095,28.7,5.9,15.72440476,97.4,34.5,78.0625,802,378,511.2857143,26.3,4.6,14.37797619
31,32,2021-04-20 0:00,24.7,-0.2,14.58452381,30.2,6.3,18.04494048,96.5,33,72.45029762,801,396,503.9166667,27.4,5.1,17.50029762
31,33,2021-04-27 0:00,21.7,2.5,12.12083333,30.7,7.6,17.3827381,96.9,40.9,79.70059524,692,373,474.1190476,27.7,9.8,17.1952381
31,34,2021-05-04 0:00,22.4,1.5,13.49672619,31.1,7.5,18.18244048,100,46.3,84.45208333,729,347,471.9791667,28.7,10,17.99583333
31,35,2021-05-11 0:00,28,9.5,18.05714286,31,11.3,21.20238095,99.7,56.1,84.19642857,623,375,466.7857143,28.5,13.5,20.81309524
31,36,2021-05-18 0:00,26.7,11.8,16.94791667,29.5,13.7,20.36041667,97.9,46.4,79.67916667,525,431,462.7083333,27.7,14.1,20.16875
34,1,2020-09-16 0:00,25.1,10.6,18.49404762,30.2,11.6,19.96309524,100,86.1,98.49285714,502,271,311.6369048,30.5,11.5,20.0827381
34,2,2020-09-23 0:00,26.9,10.6,18.325,33.2,11.5,20.06964286,100,83.1,98.52738095,614,252,323.1488095,33.8,11.6,20.22619048
34,3,2020-09-30 0:00,25.6,7.1,17.43652695,32,12.5,20.08083832,100,88,98.49221557,378,278,323.2590361,32.6,11,20.06107784
34,4,2020-10-07 0:00,23.8,5.8,15.21666667,30.9,10.4,18.5047619,100,87.2,98.46607143,385,281,326.2440476,30.4,10.7,18.42619048
34,5,2020-10-14 0:00,22.8,4.1,11.76309524,30.9,9.3,16.95892857,100,82.9,98.40178571,529,261,364.4404762,31.5,9.3,17.20297619
34,6,2020-10-21 0:00,21.3,2.2,11.2875,28.1,9.9,16.19940476,100,84.8,98.2,579,245,359.0654762,28.4,10,16.36309524
34,7,2020-10-28 0:00,20.1,0.8,10.2742515,27.8,7.5,15.07724551,100,87.5,98.25628743,606,213,366.4131737,28.5,7.6,15.32035928
34,8,2020-11-04 0:00,20.5,-2.6,7.975595238,28.2,7.1,14.3797619,100,86.7,98.1827381,508,212,354.3173653,28,7.5,14.4452381
34,9,2020-11-11 0:00,23.2,-1.4,10.02857143,29.2,6.4,14.94166667,100,89.6,98.3375,517,246,355.6547619,29.2,6.8,15.04464286
34,10,2020-11-18 0:00,22.7,0.2,10.93392857,26,6.1,14.63809524,100,87.1,98.04107143,404,205,290.4802632,25.7,6.3,14.75059524
34,11,2020-11-25 0:00,13,-5,4.647619048,25.5,7.7,13.1047619,100,88.3,98.13988095,503,204,330.683871,24.9,8,13.06071429
34,12,2020-12-02 0:00,10.5,-5.7,1.876785714,28.2,8,13.35178571,100,92.6,98.0047619,484,204,338.7088608,27.3,7.9,13.275
34,13,2020-12-09 0:00,11.7,-7.5,1.481547619,27.5,7.6,12.46130952,100,89.5,98.04047619,474,201,326.6315789,26.8,7.4,12.47559524
34,14,2020-12-16 0:00,7.3,-8,-1.638690476,25.8,7.7,12.01666667,100,91.8,98.1875,452,201,319.7132353,24.8,7.2,11.79464286
34,15,2020-12-23 0:00,13.3,-5.7,2.414285714,26.1,7.7,12.43988095,100,91.4,98.00595238,1361,200,417.3785714,26,6.9,12.31190476
34,16,2020-12-30 0:00,7,-12.4,-2.396428571,28.3,7.2,12.42083333,100,89.9,97.99107143,466,245,352.5,27.5,7.3,12.3202381
34,17,2021-01-06 0:00,3.5,-17.7,-6.725149701,27.2,5.5,11.94011976,100,93.7,98.16646707,474,218,354.5722892,26.4,6.2,11.83113772
34,18,2021-01-13 0:00,15.6,-7.2,1.218787879,29.2,5.8,12.95878788,100,93.6,98.14727273,504,259,358.969697,29,6.1,13.3569697
34,19,2021-01-20 0:00,14.5,-8.5,6.353571429,28.2,8.7,13.19285714,100,91.1,98.09821429,546,289,388.4047619,29,8.8,13.58095238
34,20,2021-01-27 0:00,12.5,-7.5,1.85297619,27.1,8.1,13.33035714,100,91.6,98.0202381,484,231,351.625,27.1,7.6,13.32380952
34,21,2021-02-03 0:00,12.7,-7.3,1.354166667,29.6,8.4,14.05357143,100,92,98.12738095,514,271,364.75,29.4,8.5,14.19940476
34,22,2021-02-10 0:00,19.2,-6.8,4.341071429,25.7,8.2,13.76190476,100,92.5,98.17738095,558,254,401.8392857,27.8,8.5,13.90357143
34,23,2021-02-17 0:00,21.7,-6.1,2.978571429,28.2,8.5,14.28154762,100,91.2,98.10892857,573,248,379.4431138,29,8.5,14.46666667
34,24,2021-02-24 0:00,16.6,-4.7,6.357738095,25.6,7.8,13.83095238,100,93.3,98.16964286,552,257,400.2440476,27.1,8.2,14.40654762
34,25,2021-03-03 0:00,17.9,-2.8,7.236309524,28.2,9.1,15.00416667,100,88.6,98.29404762,878,258,395.2857143,27.9,9.3,15.4827381
34,26,2021-03-10 0:00,18.8,-1.6,8.705952381,29.2,7.8,15.31607143,100,88.6,98.23809524,565,259,368.4404762,30.5,8.6,15.9875
34,27,2021-03-17 0:00,19.8,-2.1,8.081927711,28.7,6.8,14.9626506,100,84.6,98.21445783,930,252,379.9036145,29.1,6.9,15.75963855
34,28,2021-03-24 0:00,22.6,-0.3,11.1452381,30.5,7.4,15.6297619,100,90.4,98.31964286,1199,245,358.5595238,32,7.7,16.18154762
34,29,2021-03-31 0:00,22.6,2.3,12.99464286,30.1,7.1,16.18630952,100,90.3,98.40357143,855,249,326.2202381,31,7.6,16.6375
34,30,2021-04-07 0:00,20.8,0.1,11.3375,30.4,7.4,15.99880952,100,88.1,98.38869048,784,250,339.9700599,31.7,8.2,16.77619048
34,31,2021-04-14 0:00,24.8,-1.1,9.901190476,30.9,6.6,15.39642857,100,84.1,98.25416667,680,246,345.9821429,29.9,5.9,15.77440476
34,32,2021-04-21 0:00,25,6,16.06190476,31.1,7.7,17.64940476,100,89.7,98.48571429,355,259,295.1488095,32.5,7.4,18.32440476
34,33,2021-04-28 0:00,23.1,3.5,13.69493671,31.5,7,16.78544304,100,90.3,98.31265823,844,224,289.0316456,33.4,7.3,17.51708861
34,34,2021-05-05 0:00,23.6,2.1,14.99821429,31.9,3.9,17.14285714,100,88.4,98.40416667,403,251,288.5416667,34.1,3.9,17.56607143
34,35,2021-05-12 0:00,29.2,11,19.44702381,32.7,11,21.10178571,100,89.9,98.56547619,380,251,294.8333333,34.5,11.1,21.40059524
34,36,2021-05-19 0:00,28.2,12.5,17.0625,34.2,12.6,18.94861111,100,87.5,98.47777778,682,244,292.0277778,36.6,12.7,19.13333333
38,1,2020-09-15 0:00,25.6,10,19.17619048,38.4,10.8,22.40833333,100,82.1,99.19166667,446,312,364.3333333,33.1,21.5,26.37692308
38,2,2020-09-22 0:00,25.5,11.8,17.7125,38.9,13,21.55297619,100,71.2,98.00833333,438,349,385.0416667,,,
38,3,2020-09-29 0:00,26.4,10.1,17.11666667,38.4,11.3,20.98511905,100,70,98.16964286,452,340,384.8809524,37.2,37.2,37.2
38,4,2020-10-06 0:00,23.6,6.8,15.32678571,33,11.1,18.74702381,100,81,98.70357143,462,339,386.952381,37.2,30.4,34.58145695
38,5,2020-10-13 0:00,21.4,4.5,12.90833333,35.8,11.1,18.4952381,100,87.3,98.71845238,448,345,384.1845238,30.5,30.5,30.5
38,6,2020-10-20 0:00,21.4,4.7,11.53869048,36.3,12,18.97738095,100,29.8,79.76904762,573,348,423.3809524,30.5,30.5,30.5
38,7,2020-10-27 0:00,19.9,3.1,11.30059524,29.3,12.5,18.60892857,95.2,25,74.47797619,629,353,449.8095238,30.5,20,30.03820225
38,8,2020-11-03 0:00,20,-1.4,8.546428571,31,11.2,18.05892857,92.7,27.6,74.03452381,669,311,450,,,
38,9,2020-11-10 0:00,19.2,-0.2,8.821428571,28.7,10.7,17.97321429,97.7,30.8,74.98809524,647,333,458.2261905,,,
38,10,2020-11-17 0:00,20.8,0.1,12.05892857,26.7,10.8,17.88511905,98.2,51.5,89.13690476,540,321,417.8333333,39.8,36,38.56818182
38,11,2020-11-24 0:00,12.9,-2.3,5.967261905,27.1,8.9,15.40833333,97.7,37.7,80.83988095,623,333,426.8690476,39.8,37.5,38.89425287
38,12,2020-12-01 0:00,10.1,-4.9,2.966071429,27.6,7.8,14.02559524,95.4,40.9,84.59583333,564,306,415.5892857,39.9,34,38.18032787
38,13,2020-12-08 0:00,11.4,-5.4,2.382142857,27.2,5.6,12.88988095,95.9,67.2,88.39761905,533,309,427.0952381,39.9,37.9,39.0625
38,14,2020-12-15 0:00,6,-8.3,-1.766666667,27,4.3,11.67916667,94.5,71.3,88.0797619,565,325,406.1488095,39.9,36.8,38.15259259
38,15,2020-12-22 0:00,13,-5.4,2.382738095,26.8,5.3,12.90714286,96.4,71.3,89.93928571,543,315,428.3154762,39.8,36.4,37.46861314
38,16,2020-12-29 0:00,12,-8.4,-1.221428571,26.6,5.8,11.04880952,96,75.1,91.19107143,532,279,395.6607143,39.9,35,37.03821656
38,17,2021-01-05 0:00,2.7,-15.4,-5.403571429,25.4,2.8,9.735119048,97,74.4,91.2327381,599,277,410.422619,39.9,33.3,35.91168831
38,18,2021-01-12 0:00,13.6,-7.1,0.7375,26.9,6,12.69047619,97.5,57.4,88.98690476,1159,307,480.7440476,,,
38,19,2021-01-19 0:00,11.9,-8.4,4.316071429,28.1,4.8,12.85416667,98.8,70.8,91.5827381,1183,321,471.952381,,,
38,20,2021-01-26 0:00,10.5,-7.3,2.19702381,27.2,6.4,13.00714286,97.8,68.5,91.45535714,1048,320,504.8571429,,,
38,21,2021-02-02 0:00,12.6,-6.2,1.11497006,30.5,6.9,14.58143713,97,70.1,89.06886228,1046,320,460.4730539,27.7,11.5,24.71714286
38,22,2021-02-09 0:00,16.3,-6.4,3.983333333,31.3,2.4,14.83928571,97.6,66.1,88.57916667,1000,331,449.8869048,27.7,10,22.62857143
38,23,2021-02-16 0:00,18.6,-6,3.496428571,32.9,6.7,14.77857143,100,72.4,94.38988095,979,296,444.9345238,36.9,20.3,26.89230769
38,24,2021-02-23 0:00,15.1,-2.6,6.541666667,28.8,8.5,15.7827381,100,87.7,99.65357143,1021,285,435.3452381,37.6,16.1,23.41369863
38,25,2021-03-02 0:00,16.7,-3.8,5.957142857,31,8.6,16.25892857,100,86.5,99.5172619,510,305,399.7619048,22.9,22.9,22.9
38,26,2021-03-09 0:00,16.7,0.1,7.664880952,28.3,5.4,15.55952381,100,83.1,99.51130952,700,333,424.3392857,22.9,22.9,22.9
38,27,2021-03-16 0:00,15.6,-0.2,7.830357143,28.2,9.1,15.97738095,100,84.9,99.31071429,523,307,388.452381,23.8,10.6,22.51964286
38,28,2021-03-23 0:00,20.4,-0.1,10.22678571,30.2,7.6,15.79166667,100,85.3,99.26904762,506,247,380.5833333,35.7,10.6,17.49122807
38,29,2021-03-30 0:00,19.8,2.1,11.59880952,29.9,7.7,16.05654762,100,86.1,99.37916667,481,281,378.9345238,30.4,28.4,29.5
38,30,2021-04-06 0:00,21,1.8,10.97380952,27.9,7.2,15.59642857,100,90.1,99.55714286,474,278,381,,,
38,31,2021-04-13 0:00,19.1,-1.1,9.25,28.2,4,14.52440476,100,79.2,99.3547619,424,265,356.5297619,,,
38,32,2021-04-20 0:00,22.5,1.8,14.0172619,28.6,6.5,16.90833333,100,89.8,99.35892857,413,333,366.625,,,
38,33,2021-04-27 0:00,21.4,3.3,12.32857143,30.5,7.8,16.34404762,100,86.3,99.28690476,392,293,350.702381,,,
38,34,2021-05-04 0:00,23.4,2.5,14.08630952,34.9,6.2,17.8672619,100,88.4,99.28690476,395,204,351.9636364,,,
38,35,2021-05-11 0:00,25.4,11.1,17.75535714,32.3,13.2,21.0547619,100,91,99.49880952,420,202,346.2671756,,,
38,36,2021-05-18 0:00,25.7,10.3,16.56805556,34.7,12.8,20.31041667,100,89.6,99.46875,390,221,321.3263889,,,
49,1,2020-09-16 0:00,,,,,,,,,,,,,,,
49,2,2020-09-23 0:00,,,,,,,,,,,,,,,
49,3,2020-09-30 0:00,,,,,,,,,,,,,,,
49,4,2020-10-07 0:00,,,,29.1,13.2,19.02916667,90.5,34.3,73.32916667,819,350,583,27.6,15.8,20.36666667
49,5,2020-10-14 0:00,,,,27.5,10,17.58392857,95.8,34.8,74.35238095,948,372,615.0833333,26.3,13.1,18.68452381
49,6,2020-10-21 0:00,,,,28.3,9.6,17.58630952,96.1,24.2,74.2625,995,347,618.7559524,24.6,12.9,18.43511905
49,7,2020-10-28 0:00,,,,28.9,7.2,16.3577381,96.4,30.2,78.48035714,1051,380,711.6428571,23.8,11.1,17.2
49,8,2020-11-04 0:00,,,,29.2,6.1,15.47857143,95.6,22.8,74.73333333,954,366,629.3214286,24.1,10,16.50238095
49,9,2020-11-11 0:00,,,,30,5.6,15.51011905,96.1,28.8,77.98452381,1239,438,770.1607143,23.8,9.2,16.39880952
49,10,2020-11-18 0:00,,,,30.4,6.9,15.79642857,96.5,36,85.99702381,1134,325,610.2857143,25.1,10.5,16.47202381
49,11,2020-11-25 0:00,,,,31.1,6.8,14.3202381,97.2,33.8,83.78511905,1105,356,702.1607143,23.2,9.8,14.98392857
49,12,2020-12-02 0:00,,,,30.9,8.2,14.44285714,96.1,45.2,83.86607143,1176,381,787.1011905,21.8,10.4,14.79821429
49,13,2020-12-09 0:00,,,,32.2,6.5,13.82142857,96.9,39.7,84.75892857,1163,421,770.6369048,20.7,9.2,14.12202381
49,14,2020-12-16 0:00,,,,32.9,7,13.625,97.4,38,84.90059524,1053,381,730.3869048,22.4,9.3,13.71845238
49,15,2020-12-23 0:00,,,,34.2,8.2,14.51488095,98.1,48,87.71964286,1224,399,823.0178571,23.1,10.7,14.86785714
49,16,2020-12-30 0:00,,,,31.7,7.7,13.86904762,97.6,42.9,85.83869048,1133,388,773.375,25.7,9.8,14.62678571
49,17,2021-01-06 0:00,,,,33,7.5,13.63333333,96.2,42.4,84.0547619,1095,418,775.3988095,23.8,9.7,14.25833333
49,18,2021-01-13 0:00,,,,34.2,8.9,15.63630952,96.9,39.6,85.04642857,1187,447,843.9345238,24.7,10.5,15.7047619
49,19,2021-01-20 0:00,,,,34.9,9,14.88690476,98.3,41.3,90.4922619,1234,438,884.952381,22.3,11.1,15.13809524
49,20,2021-01-27 0:00,,,,36,8.9,15.77916667,97.6,35.2,83.55833333,1227,411,765.702381,23.9,11.5,16.01488095
49,21,2021-02-03 0:00,,,,32.5,8.5,16.09702381,95.9,33.6,80.41190476,1185,402,780.1011905,23.9,11.5,16.80952381
49,22,2021-02-10 0:00,,,,30.7,9.2,16.30595238,95.8,27.3,80.05595238,1268,455,814.7440476,28.1,12,17.39285714
49,23,2021-02-17 0:00,,,,30.6,8.5,16.01904762,95.4,29.3,73.57202381,1010,419,700.6130952,30.3,11,17.97440476
49,24,2021-02-24 0:00,,,,31.4,9.6,15.10714286,96.6,41.3,85.70416667,1031,321,707.125,26.9,11.2,16.01785714
49,25,2021-03-03 0:00,,,,33.9,9.8,16.45714286,96.7,32.9,82.3797619,1055,399,695.0416667,33.5,11.5,17.49880952
49,26,2021-03-10 0:00,,,,31.6,8.2,16.9077381,95.8,21.7,73.79821429,1058,504,733.4940476,30.2,11.9,18.38035714
49,27,2021-03-17 0:00,,,,30.8,9.9,17.53154762,96.2,21.2,75.48154762,1153,414,679.7678571,31.7,13,18.75
49,28,2021-03-24 0:00,,,,33.2,9.3,19.04345238,95.1,23.1,68.37202381,1058,454,691.0178571,32,13.2,20.48690476
49,29,2021-03-31 0:00,,,,29.2,9.2,17.43809524,95.9,29.3,77.3577381,1194,373,667.2142857,29.2,12.3,18.525
49,30,2021-04-07 0:00,,,,28.5,7.1,17.84285714,95.5,31.2,74.8297619,1107,364,629.1904762,28.1,10.5,19.07261905
49,31,2021-04-14 0:00,,,,33.5,9.6,19.17797619,93.4,19.3,64.775,1099,413,655.8988095,29.7,13.6,20.42619048
49,32,2021-04-21 0:00,,,,33.8,7.3,18.58214286,91.5,24.7,66.31428571,1068,394,628.5714286,29,11.8,19.8327381
49,33,2021-04-28 0:00,,,,30.6,9.4,19.25070423,91.7,24.4,62.80422535,946,391,546.4940476,30.8,13.1,20.39295775
49,34,2021-05-05 0:00,,,,34,9.3,20.01130952,93.7,21.7,58.01666667,724,374,523.7678571,32.7,13.7,21.09642857
49,35,2021-05-12 0:00,,,,31,12.1,19.2672619,94.7,44.8,81.7047619,740,432,584.2916667,29.1,14.9,19.94761905
49,36,2021-05-19 0:00,,,,39.5,14.6,22.22777778,94.9,25.8,69.78055556,680,385,573.0833333,34.3,16.8,22.86388889
52,1,2020-06-04 0:00,32.8,15.8,24.10714286,35.8,18.7,26.22678571,100,64.9,93.42202381,693,363,429.8809524,29.3,21.1,24.58333333
52,2,2020-06-11 0:00,32.1,16.9,24.27321429,39.5,19.4,27.34730539,98.4,34.4,83.52797619,583,354,417.172619,31.5,21.4,26.18452381
52,3,2020-06-18 0:00,31.4,16.3,22.34940476,35.8,18.5,25.25,98.7,46.1,88.11785714,603,333,400.8035714,32,20.4,24.92678571
52,4,2020-06-25 0:00,32.8,19.4,23.73452381,39.3,20.2,26.28809524,98.3,68.7,87.78392857,428,334,372.7321429,35.7,21.8,26.34047619
52,5,2020-07-02 0:00,30.8,16.9,22.49642857,37.1,18,24.76845238,97.9,74.5,89.60833333,420,328,366.2380952,30.8,20.2,24.59821429
52,6,2020-07-09 0:00,30.5,18.1,21.76607143,35.9,19.6,24.04940476,98.4,75.2,93.00833333,427,316,359.25,31.7,20.8,24.35357143
52,7,2020-07-16 0:00,30.3,18.5,23.78869048,38.4,20.1,26.27440476,98.3,69.5,91.1125,423,328,364.5654762,35.3,21,26.03988095
52,8,2020-07-23 0:00,28.6,20.1,22.71666667,36.9,20.9,24.98154762,99.2,75.3,95.36130952,421,315,368.1666667,30.4,21.4,24.66845238
