도,시군,품목,작기,농가명,조사일자,개체번호,줄기번호,초장,생장길이,엽수,엽장,엽폭,줄기굵기,화방높이,화방번호,화방별꽃수,화방별개화수,화방별착과수,개화군,착과군
전남,화순,완숙토마토,1,029,2021-02-23,2,,338.5,16.5,20,34.5,32.0,8.50,10.0,8,1,1,2,,
전남,화순,완숙토마토,1,029,2021-02-23,2,,338.5,16.5,20,34.5,32.0,8.50,10.0,9,4,2,3,,
전남,화순,완숙토마토,1,029,2021-02-23,3,,305.5,8.5,16,34.5,31.0,8.30,10.5,1,0,,,,
전남,화순,완숙토마토,1,029,2021-02-23,3,,305.5,8.5,16,34.5,31.0,8.30,10.5,10,4,,,,
전남,화순,완숙토마토,1,029,2021-02-23,3,,305.5,8.5,16,34.5,31.0,8.30,10.5,11,1,,,,
전남,화순,완숙토마토,1,029,2021-02-23,3,,305.5,8.5,16,34.5,31.0,8.30,10.5,2,0,,,,
전남,화순,완숙토마토,1,029,2021-02-23,3,,305.5,8.5,16,34.5,31.0,8.30,10.5,3,0,,,,
전남,화순,완숙토마토,1,029,2021-02-23,3,,305.5,8.5,16,34.5,31.0,8.30,10.5,4,0,,5,,
전남,화순,완숙토마토,1,029,2021-02-23,3,,305.5,8.5,16,34.5,31.0,8.30,10.5,5,0,,2,,
전남,화순,완숙토마토,1,029,2021-02-23,3,,305.5,8.5,16,34.5,31.0,8.30,10.5,6,0,,3,,
전남,화순,완숙토마토,1,029,2021-02-23,3,,305.5,8.5,16,34.5,31.0,8.30,10.5,7,0,,1,,
전남,화순,완숙토마토,1,029,2021-02-23,3,,305.5,8.5,16,34.5,31.0,8.30,10.5,8,0,,4,,
전남,화순,완숙토마토,1,029,2021-02-23,3,,305.5,8.5,16,34.5,31.0,8.30,10.5,9,3,3,1,,
전남,화순,완숙토마토,1,029,2021-02-23,4,,317.0,14.0,21,32.0,30.0,7.00,6.0,1,0,,,,
전남,화순,완숙토마토,1,029,2021-02-23,4,,317.0,14.0,21,32.0,30.0,7.00,6.0,10,3,,,,
전남,화순,완숙토마토,1,029,2021-02-23,4,,317.0,14.0,21,32.0,30.0,7.00,6.0,11,4,,,,
전남,화순,완숙토마토,1,029,2021-02-23,4,,317.0,14.0,21,32.0,30.0,7.00,6.0,12,4,,,,
전남,화순,완숙토마토,1,029,2021-02-23,4,,317.0,14.0,21,32.0,30.0,7.00,6.0,2,0,,,,
전남,화순,완숙토마토,1,029,2021-02-23,4,,317.0,14.0,21,32.0,30.0,7.00,6.0,3,0,,,,
전남,화순,완숙토마토,1,029,2021-02-23,4,,317.0,14.0,21,32.0,30.0,7.00,6.0,4,0,,2,,
전남,화순,완숙토마토,1,029,2021-02-23,4,,317.0,14.0,21,32.0,30.0,7.00,6.0,5,0,,1,,
전남,화순,완숙토마토,1,029,2021-02-23,4,,317.0,14.0,21,32.0,30.0,7.00,6.0,6,0,,3,,
전남,화순,완숙토마토,1,029,2021-02-23,4,,317.0,14.0,21,32.0,30.0,7.00,6.0,7,0,,1,,
전남,화순,완숙토마토,1,029,2021-02-23,4,,317.0,14.0,21,32.0,30.0,7.00,6.0,8,0,,3,,
전남,화순,완숙토마토,1,029,2021-02-23,4,,317.0,14.0,21,32.0,30.0,7.00,6.0,9,3,2,3,,
전남,화순,완숙토마토,1,029,2021-03-02,1,,,,,,,,,1,0,,,,
전남,화순,완숙토마토,1,029,2021-03-02,1,,,,,,,,,10,0,,,,
전남,화순,완숙토마토,1,029,2021-03-02,1,,,,,,,,,11,0,,,,
전남,화순,완숙토마토,1,029,2021-03-02,1,,,,,,,,,12,0,,,,
전남,화순,완숙토마토,1,029,2021-03-02,1,,,,,,,,,2,0,,,,
전남,화순,완숙토마토,1,029,2021-03-02,1,,,,,,,,,3,0,,1,,
전남,화순,완숙토마토,1,029,2021-03-02,1,,,,,,,,,4,0,,4,,
전남,화순,완숙토마토,1,029,2021-03-02,1,,,,,,,,,5,0,,,,
전남,화순,완숙토마토,1,029,2021-03-02,1,,,,,,,,,6,0,,4,,
전남,화순,완숙토마토,1,029,2021-03-02,1,,,,,,,,,7,0,,3,,
전남,화순,완숙토마토,1,029,2021-03-02,1,,,,,,,,,8,0,,3,,
전남,화순,완숙토마토,1,029,2021-03-02,1,,,,,,,,,9,0,,,,
전남,화순,완숙토마토,1,029,2021-03-02,2,,,,,,,,,1,0,,,,
전남,화순,완숙토마토,1,029,2021-03-02,2,,,,,,,,,10,0,,,,
전남,화순,완숙토마토,1,029,2021-03-02,2,,,,,,,,,11,0,,,,
전남,화순,완숙토마토,1,029,2021-03-02,2,,,,,,,,,12,0,,,,
전남,화순,완숙토마토,1,029,2021-03-02,2,,,,,,,,,2,0,,,,
전남,화순,완숙토마토,1,029,2021-03-02,2,,,,,,,,,3,0,,,,
전남,화순,완숙토마토,1,029,2021-03-02,2,,,,,,,,,4,0,,1,,
전남,화순,완숙토마토,1,029,2021-03-02,2,,,,,,,,,5,0,,3,,
전남,화순,완숙토마토,1,029,2021-03-02,2,,,,,,,,,6,0,,4,,
전남,화순,완숙토마토,1,029,2021-03-02,2,,,,,,,,,7,0,,3,,
전남,화순,완숙토마토,1,029,2021-03-02,2,,,,,,,,,8,0,,,,
전남,화순,완숙토마토,1,029,2021-03-02,2,,,,,,,,,9,0,,,,
전남,화순,완숙토마토,1,029,2021-03-02,3,,,,,,,,,1,0,,,,
전남,화순,완숙토마토,1,029,2021-03-02,3,,,,,,,,,10,0,,,,
전남,화순,완숙토마토,1,029,2021-03-02,3,,,,,,,,,11,0,,,,
전남,화순,완숙토마토,1,029,2021-03-02,3,,,,,,,,,2,0,,,,
전남,화순,완숙토마토,1,029,2021-03-02,3,,,,,,,,,3,0,,,,
전남,화순,완숙토마토,1,029,2021-03-02,3,,,,,,,,,4,0,,5,,
전남,화순,완숙토마토,1,029,2021-03-02,3,,,,,,,,,5,0,,2,,
전남,화순,완숙토마토,1,029,2021-03-02,3,,,,,,,,,6,0,,3,,
전남,화순,완숙토마토,1,029,2021-03-02,3,,,,,,,,,7,0,,1,,
전남,화순,완숙토마토,1,029,2021-03-02,3,,,,,,,,,8,0,,,,
전남,화순,완숙토마토,1,029,2021-03-02,3,,,,,,,,,9,0,,,,
전남,화순,완숙토마토,1,029,2021-03-02,4,,,,,,,,,1,0,,,,
전남,화순,완숙토마토,1,029,2021-03-02,4,,,,,,,,,10,0,,,,
전남,화순,완숙토마토,1,029,2021-03-02,4,,,,,,,,,11,0,,,,
전남,화순,완숙토마토,1,029,2021-03-02,4,,,,,,,,,12,0,,,,
전남,화순,완숙토마토,1,029,2021-03-02,4,,,,,,,,,2,0,,,,
전남,화순,완숙토마토,1,029,2021-03-02,4,,,,,,,,,3,0,,,,
전남,화순,완숙토마토,1,029,2021-03-02,4,,,,,,,,,4,0,,1,,
전남,화순,완숙토마토,1,029,2021-03-02,4,,,,,,,,,5,0,,1,,
전남,화순,완숙토마토,1,029,2021-03-02,4,,,,,,,,,6,0,,3,,
전남,화순,완숙토마토,1,029,2021-03-02,4,,,,,,,,,7,0,,1,,
전남,화순,완숙토마토,1,029,2021-03-02,4,,,,,,,,,8,0,,3,,
전남,화순,완숙토마토,1,029,2021-03-02,4,,,,,,,,,9,0,,,,
전남,화순,완숙토마토,1,029,2021-03-09,1,,,,,,,,,1,0,,,,
전남,화순,완숙토마토,1,029,2021-03-09,1,,,,,,,,,10,0,,,,
전남,화순,완숙토마토,1,029,2021-03-09,1,,,,,,,,,11,0,,,,
전남,화순,완숙토마토,1,029,2021-03-09,1,,,,,,,,,12,0,,,,
전남,화순,완숙토마토,1,029,2021-03-09,1,,,,,,,,,2,0,,,,
전남,화순,완숙토마토,1,029,2021-03-09,1,,,,,,,,,3,0,,,,
전남,화순,완숙토마토,1,029,2021-03-09,1,,,,,,,,,4,0,,2,,
전남,화순,완숙토마토,1,029,2021-03-09,1,,,,,,,,,5,0,,,,
전남,화순,완숙토마토,1,029,2021-03-09,1,,,,,,,,,6,0,,4,,
전남,화순,완숙토마토,1,029,2021-03-09,1,,,,,,,,,7,0,,3,,
전남,화순,완숙토마토,1,029,2021-03-09,1,,,,,,,,,8,0,,3,,
전남,화순,완숙토마토,1,029,2021-03-09,1,,,,,,,,,9,0,,,,
전남,화순,완숙토마토,1,029,2021-03-09,2,,,,,,,,,1,0,,,,
전남,화순,완숙토마토,1,029,2021-03-09,2,,,,,,,,,10,0,,,,
전남,화순,완숙토마토,1,029,2021-03-09,2,,,,,,,,,11,0,,,,
전남,화순,완숙토마토,1,029,2021-03-09,2,,,,,,,,,12,0,,,,
전남,화순,완숙토마토,1,029,2021-03-09,2,,,,,,,,,2,0,,,,
전남,화순,완숙토마토,1,029,2021-03-09,2,,,,,,,,,3,0,,,,
전남,화순,완숙토마토,1,029,2021-03-09,2,,,,,,,,,4,0,,,,
전남,화순,완숙토마토,1,029,2021-03-09,2,,,,,,,,,5,0,,3,,
전남,화순,완숙토마토,1,029,2021-03-09,2,,,,,,,,,6,0,,4,,
전남,화순,완숙토마토,1,029,2021-03-09,2,,,,,,,,,7,0,,3,,
전남,화순,완숙토마토,1,029,2021-03-09,2,,,,,,,,,8,0,,,,
전남,화순,완숙토마토,1,029,2021-03-09,2,,,,,,,,,9,0,,,,
전남,화순,완숙토마토,1,029,2021-03-09,3,,,,,,,,,1,0,,,,
전남,화순,완숙토마토,1,029,2021-03-09,3,,,,,,,,,10,0,,,,
전남,화순,완숙토마토,1,029,2021-03-09,3,,,,,,,,,11,0,,,,
전남,화순,완숙토마토,1,029,2021-03-09,3,,,,,,,,,2,0,,,,
전남,화순,완숙토마토,1,029,2021-03-09,3,,,,,,,,,3,0,,,,
전남,화순,완숙토마토,1,029,2021-03-09,3,,,,,,,,,4,0,,4,,
전남,화순,완숙토마토,1,029,2021-03-09,3,,,,,,,,,5,0,,2,,
전남,화순,완숙토마토,1,029,2021-03-09,3,,,,,,,,,6,0,,3,,
전남,화순,완숙토마토,1,029,2021-03-09,3,,,,,,,,,7,0,,1,,
전남,화순,완숙토마토,1,029,2021-03-09,3,,,,,,,,,8,0,,,,
전남,화순,완숙토마토,1,029,2021-03-09,3,,,,,,,,,9,0,,,,
전남,화순,완숙토마토,1,029,2021-03-09,4,,,,,,,,,1,0,,,,
전남,화순,완숙토마토,1,029,2021-03-09,4,,,,,,,,,10,0,,,,
전남,화순,완숙토마토,1,029,2021-03-09,4,,,,,,,,,11,0,,,,
전남,화순,완숙토마토,1,029,2021-03-09,4,,,,,,,,,12,0,,,,
전남,화순,완숙토마토,1,029,2021-03-09,4,,,,,,,,,2,0,,,,
전남,화순,완숙토마토,1,029,2021-03-09,4,,,,,,,,,3,0,,,,
전남,화순,완숙토마토,1,029,2021-03-09,4,,,,,,,,,4,0,,,,
전남,화순,완숙토마토,1,029,2021-03-09,4,,,,,,,,,5,0,,,,
전남,화순,완숙토마토,1,029,2021-03-09,4,,,,,,,,,6,0,,3,,
전남,화순,완숙토마토,1,029,2021-03-09,4,,,,,,,,,7,0,,1,,
전남,화순,완숙토마토,1,029,2021-03-09,4,,,,,,,,,8,0,,3,,
전남,화순,완숙토마토,1,029,2021-03-09,4,,,,,,,,,9,0,,,,
전남,화순,완숙토마토,1,029,2021-03-15,1,,,,,,,,,1,0,,,,
전남,화순,완숙토마토,1,029,2021-03-15,1,,,,,,,,,10,0,,,,
전남,화순,완숙토마토,1,029,2021-03-15,1,,,,,,,,,11,0,,,,
전남,화순,완숙토마토,1,029,2021-03-15,1,,,,,,,,,12,0,,,,
전남,화순,완숙토마토,1,029,2021-03-15,1,,,,,,,,,2,0,,,,
전남,화순,완숙토마토,1,029,2021-03-15,1,,,,,,,,,3,0,,,,
전남,화순,완숙토마토,1,029,2021-03-15,1,,,,,,,,,4,0,,,,
전남,화순,완숙토마토,1,029,2021-03-15,1,,,,,,,,,5,0,,,,
전남,화순,완숙토마토,1,029,2021-03-15,1,,,,,,,,,6,0,,4,,
전남,화순,완숙토마토,1,029,2021-03-15,1,,,,,,,,,7,0,,3,,
전남,화순,완숙토마토,1,029,2021-03-15,1,,,,,,,,,8,0,,3,,
전남,화순,완숙토마토,1,029,2021-03-15,1,,,,,,,,,9,0,,,,
전남,화순,완숙토마토,1,029,2021-03-15,2,,,,,,,,,1,0,,,,
전남,화순,완숙토마토,1,029,2021-03-15,2,,,,,,,,,10,0,,,,
전남,화순,완숙토마토,1,029,2021-03-15,2,,,,,,,,,11,0,,,,
전남,화순,완숙토마토,1,029,2021-03-15,2,,,,,,,,,12,0,,,,
전남,화순,완숙토마토,1,029,2021-03-15,2,,,,,,,,,2,0,,,,
전남,화순,완숙토마토,1,029,2021-03-15,2,,,,,,,,,3,0,,,,
전남,화순,완숙토마토,1,029,2021-03-15,2,,,,,,,,,4,0,,,,
전남,화순,완숙토마토,1,029,2021-03-15,2,,,,,,,,,5,0,,3,,
전남,화순,완숙토마토,1,029,2021-03-15,2,,,,,,,,,6,0,,4,,
전남,화순,완숙토마토,1,029,2021-03-15,2,,,,,,,,,7,0,,3,,
전남,화순,완숙토마토,1,029,2021-03-15,2,,,,,,,,,8,0,,,,
전남,화순,완숙토마토,1,029,2021-03-15,2,,,,,,,,,9,0,,,,
전남,화순,완숙토마토,1,029,2021-03-15,3,,,,,,,,,1,0,,,,
전남,화순,완숙토마토,1,029,2021-03-15,3,,,,,,,,,10,0,,,,
전남,화순,완숙토마토,1,029,2021-03-15,3,,,,,,,,,11,0,,,,
전남,화순,완숙토마토,1,029,2021-03-15,3,,,,,,,,,2,0,,,,
전남,화순,완숙토마토,1,029,2021-03-15,3,,,,,,,,,3,0,,,,
전남,화순,완숙토마토,1,029,2021-03-15,3,,,,,,,,,4,0,,2,,
전남,화순,완숙토마토,1,029,2021-03-15,3,,,,,,,,,5,0,,,,
전남,화순,완숙토마토,1,029,2021-03-15,3,,,,,,,,,6,0,,3,,
전남,화순,완숙토마토,1,029,2021-03-15,3,,,,,,,,,7,0,,1,,
전남,화순,완숙토마토,1,029,2021-03-15,3,,,,,,,,,8,0,,,,
전남,화순,완숙토마토,1,029,2021-03-15,3,,,,,,,,,9,0,,,,
전남,화순,완숙토마토,1,029,2021-03-15,4,,,,,,,,,1,0,,,,
전남,화순,완숙토마토,1,029,2021-03-15,4,,,,,,,,,10,0,,,,
전남,화순,완숙토마토,1,029,2021-03-15,4,,,,,,,,,11,0,,,,
전남,화순,완숙토마토,1,029,2021-03-15,4,,,,,,,,,12,0,,,,
전남,화순,완숙토마토,1,029,2021-03-15,4,,,,,,,,,2,0,,,,
전남,화순,완숙토마토,1,029,2021-03-15,4,,,,,,,,,3,0,,,,
전남,화순,완숙토마토,1,029,2021-03-15,4,,,,,,,,,4,0,,,,
전남,화순,완숙토마토,1,029,2021-03-15,4,,,,,,,,,5,0,,,,
전남,화순,완숙토마토,1,029,2021-03-15,4,,,,,,,,,6,0,,3,,
전남,화순,완숙토마토,1,029,2021-03-15,4,,,,,,,,,7,0,,1,,
전남,화순,완숙토마토,1,029,2021-03-15,4,,,,,,,,,8,0,,3,,
전남,화순,완숙토마토,1,029,2021-03-15,4,,,,,,,,,9,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,1,,,,,,,,,1,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,1,,,,,,,,,10,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,1,,,,,,,,,11,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,1,,,,,,,,,12,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,1,,,,,,,,,2,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,1,,,,,,,,,3,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,1,,,,,,,,,4,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,1,,,,,,,,,5,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,1,,,,,,,,,6,0,,3,,
전남,화순,완숙토마토,1,029,2021-03-23,1,,,,,,,,,7,0,,3,,
전남,화순,완숙토마토,1,029,2021-03-23,1,,,,,,,,,8,0,,3,,
전남,화순,완숙토마토,1,029,2021-03-23,1,,,,,,,,,9,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,2,,,,,,,,,1,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,2,,,,,,,,,10,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,2,,,,,,,,,11,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,2,,,,,,,,,12,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,2,,,,,,,,,2,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,2,,,,,,,,,3,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,2,,,,,,,,,4,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,2,,,,,,,,,5,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,2,,,,,,,,,6,0,,3,,
전남,화순,완숙토마토,1,029,2021-03-23,2,,,,,,,,,7,0,,3,,
전남,화순,완숙토마토,1,029,2021-03-23,2,,,,,,,,,8,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,2,,,,,,,,,9,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,3,,,,,,,,,1,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,3,,,,,,,,,10,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,3,,,,,,,,,11,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,3,,,,,,,,,2,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,3,,,,,,,,,3,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,3,,,,,,,,,4,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,3,,,,,,,,,5,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,3,,,,,,,,,6,0,,3,,
전남,화순,완숙토마토,1,029,2021-03-23,3,,,,,,,,,7,0,,1,,
전남,화순,완숙토마토,1,029,2021-03-23,3,,,,,,,,,8,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,3,,,,,,,,,9,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,4,,,,,,,,,1,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,4,,,,,,,,,10,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,4,,,,,,,,,11,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,4,,,,,,,,,12,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,4,,,,,,,,,2,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,4,,,,,,,,,3,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,4,,,,,,,,,4,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,4,,,,,,,,,5,0,,,,
전남,화순,완숙토마토,1,029,2021-03-23,4,,,,,,,,,6,0,,1,,
전남,화순,완숙토마토,1,029,2021-03-23,4,,,,,,,,,7,0,,1,,
전남,화순,완숙토마토,1,029,2021-03-23,4,,,,,,,,,8,0,,3,,
전남,화순,완숙토마토,1,029,2021-03-23,4,,,,,,,,,9,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,1,,,,,,,,,1,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,1,,,,,,,,,10,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,1,,,,,,,,,11,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,1,,,,,,,,,12,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,1,,,,,,,,,2,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,1,,,,,,,,,3,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,1,,,,,,,,,4,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,1,,,,,,,,,5,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,1,,,,,,,,,6,0,,1,,
전남,화순,완숙토마토,1,029,2021-03-29,1,,,,,,,,,7,0,,3,,
전남,화순,완숙토마토,1,029,2021-03-29,1,,,,,,,,,8,0,,3,,
전남,화순,완숙토마토,1,029,2021-03-29,1,,,,,,,,,9,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,2,,,,,,,,,1,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,2,,,,,,,,,10,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,2,,,,,,,,,11,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,2,,,,,,,,,12,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,2,,,,,,,,,2,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,2,,,,,,,,,3,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,2,,,,,,,,,4,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,2,,,,,,,,,5,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,2,,,,,,,,,6,0,,1,,
전남,화순,완숙토마토,1,029,2021-03-29,2,,,,,,,,,7,0,,3,,
전남,화순,완숙토마토,1,029,2021-03-29,2,,,,,,,,,8,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,2,,,,,,,,,9,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,3,,,,,,,,,1,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,3,,,,,,,,,10,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,3,,,,,,,,,11,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,3,,,,,,,,,2,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,3,,,,,,,,,3,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,3,,,,,,,,,4,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,3,,,,,,,,,5,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,3,,,,,,,,,6,0,,2,,
전남,화순,완숙토마토,1,029,2021-03-29,3,,,,,,,,,7,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,3,,,,,,,,,8,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,3,,,,,,,,,9,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,4,,,,,,,,,1,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,4,,,,,,,,,10,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,4,,,,,,,,,11,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,4,,,,,,,,,12,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,4,,,,,,,,,2,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,4,,,,,,,,,3,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,4,,,,,,,,,4,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,4,,,,,,,,,5,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,4,,,,,,,,,6,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,4,,,,,,,,,7,0,,,,
전남,화순,완숙토마토,1,029,2021-03-29,4,,,,,,,,,8,0,,3,,
전남,화순,완숙토마토,1,029,2021-03-29,4,,,,,,,,,9,0,,,,
전남,화순,완숙토마토,1,030,2020-09-24,1,,70.0,,10,42.0,40.0,6.80,13.0,1,2,,,,
전남,화순,완숙토마토,1,030,2020-09-24,2,,97.0,,11,44.0,60.0,12.50,29.0,1,2,2,,,
전남,화순,완숙토마토,1,030,2020-09-24,3,,98.0,,11,50.0,40.0,12.00,25.0,1,2,2,,,
전남,화순,완숙토마토,1,030,2020-09-24,4,,115.0,,10,44.0,30.0,10.50,13.0,1,5,,,,
전남,화순,완숙토마토,1,030,2020-10-06,1,,113.0,43.0,11,47.0,44.0,11.20,30.0,1,0,,3,,
전남,화순,완숙토마토,1,030,2020-10-06,1,,113.0,43.0,11,47.0,44.0,11.20,30.0,2,2,1,2,,
전남,화순,완숙토마토,1,030,2020-10-06,1,,113.0,43.0,11,47.0,44.0,11.20,30.0,3,4,,,,
전남,화순,완숙토마토,1,030,2020-10-06,2,,136.0,39.0,12,55.0,52.0,11.20,11.0,1,0,,4,,
전남,화순,완숙토마토,1,030,2020-10-06,2,,136.0,39.0,12,55.0,52.0,11.20,11.0,2,0,,2,,
전남,화순,완숙토마토,1,030,2020-10-06,2,,136.0,39.0,12,55.0,52.0,11.20,11.0,3,4,1,,,
전남,화순,완숙토마토,1,030,2020-10-06,3,,142.0,44.0,11,51.0,48.0,14.70,34.0,1,0,,3,,
전남,화순,완숙토마토,1,030,2020-10-06,3,,142.0,44.0,11,51.0,48.0,14.70,34.0,2,0,,2,,
전남,화순,완숙토마토,1,030,2020-10-06,3,,142.0,44.0,11,51.0,48.0,14.70,34.0,3,3,,,,
전남,화순,완숙토마토,1,030,2020-10-06,4,,142.0,27.0,11,54.0,56.0,13.90,24.0,1,0,,2,,
전남,화순,완숙토마토,1,030,2020-10-06,4,,142.0,27.0,11,54.0,56.0,13.90,24.0,2,0,,4,,
전남,화순,완숙토마토,1,030,2020-10-06,4,,142.0,27.0,11,54.0,56.0,13.90,24.0,3,2,2,,,
전남,화순,완숙토마토,1,030,2020-10-06,4,,142.0,27.0,11,54.0,56.0,13.90,24.0,4,4,,,,
전남,화순,완숙토마토,1,030,2020-10-14,1,,142.0,29.0,11,42.0,24.0,12.50,28.0,1,0,,3,,
전남,화순,완숙토마토,1,030,2020-10-14,1,,142.0,29.0,11,42.0,24.0,12.50,28.0,2,0,,4,,
전남,화순,완숙토마토,1,030,2020-10-14,1,,142.0,29.0,11,42.0,24.0,12.50,28.0,3,3,3,,,
전남,화순,완숙토마토,1,030,2020-10-14,1,,142.0,29.0,11,42.0,24.0,12.50,28.0,4,4,,,,
전남,화순,완숙토마토,1,030,2020-10-14,2,,166.0,30.0,11,52.0,44.0,10.00,15.0,1,0,,3,,
전남,화순,완숙토마토,1,030,2020-10-14,2,,166.0,30.0,11,52.0,44.0,10.00,15.0,2,0,,2,,
전남,화순,완숙토마토,1,030,2020-10-14,2,,166.0,30.0,11,52.0,44.0,10.00,15.0,3,2,1,2,,
전남,화순,완숙토마토,1,030,2020-10-14,2,,166.0,30.0,11,52.0,44.0,10.00,15.0,4,4,2,,,
전남,화순,완숙토마토,1,030,2020-10-14,3,,170.0,28.0,11,64.0,50.0,12.50,35.0,1,0,,3,,
전남,화순,완숙토마토,1,030,2020-10-14,3,,170.0,28.0,11,64.0,50.0,12.50,35.0,2,0,,2,,
전남,화순,완숙토마토,1,030,2020-10-14,3,,170.0,28.0,11,64.0,50.0,12.50,35.0,3,0,,2,,
전남,화순,완숙토마토,1,030,2020-10-14,3,,170.0,28.0,11,64.0,50.0,12.50,35.0,4,1,1,,,
전남,화순,완숙토마토,1,030,2020-10-14,4,,166.0,24.0,11,58.0,50.0,13.80,25.0,1,0,,2,,
전남,화순,완숙토마토,1,030,2020-10-14,4,,166.0,24.0,11,58.0,50.0,13.80,25.0,2,0,,4,,
전남,화순,완숙토마토,1,030,2020-10-14,4,,166.0,24.0,11,58.0,50.0,13.80,25.0,3,0,,2,,
전남,화순,완숙토마토,1,030,2020-10-14,4,,166.0,24.0,11,58.0,50.0,13.80,25.0,4,5,4,,,
전남,화순,완숙토마토,1,030,2020-10-22,1,,171.0,29.0,11,48.0,30.0,10.20,21.0,1,0,,3,,
전남,화순,완숙토마토,1,030,2020-10-22,1,,171.0,29.0,11,48.0,30.0,10.20,21.0,2,0,,4,,
전남,화순,완숙토마토,1,030,2020-10-22,1,,171.0,29.0,11,48.0,30.0,10.20,21.0,3,0,,3,,
전남,화순,완숙토마토,1,030,2020-10-22,1,,171.0,29.0,11,48.0,30.0,10.20,21.0,4,5,3,,,
전남,화순,완숙토마토,1,030,2020-10-22,2,,195.0,29.0,14,48.0,39.0,6.90,15.0,1,0,,3,,
전남,화순,완숙토마토,1,030,2020-10-22,2,,195.0,29.0,14,48.0,39.0,6.90,15.0,2,0,,2,,
