도,시군,품목,작기,농가명,조사일자,개체번호,줄기번호,초장,생장길이,엽수,엽장,엽폭,줄기굵기,화방높이,화방번호,화방별꽃수,화방별개화수,화방별착과수,개화군,착과군
전남,강진,완숙토마토,1,036,2021-03-17,3,,598.0,23.0,12,36.2,36.2,9.05,20.0,6,0,,,,
전남,강진,완숙토마토,1,036,2021-03-17,3,,598.0,23.0,12,36.2,36.2,9.05,20.0,7,0,,,,
전남,강진,완숙토마토,1,036,2021-03-17,3,,598.0,23.0,12,36.2,36.2,9.05,20.0,8,0,,,,
전남,강진,완숙토마토,1,036,2021-03-17,3,,598.0,23.0,12,36.2,36.2,9.05,20.0,9,0,,,,
전남,강진,완숙토마토,1,036,2021-03-17,4,,607.0,11.0,10,40.0,42.0,9.67,28.0,1,0,,,,
전남,강진,완숙토마토,1,036,2021-03-17,4,,483.0,11.0,10,40.0,42.0,9.67,28.0,10,0,,,,
전남,강진,완숙토마토,1,036,2021-03-17,4,,483.0,11.0,10,40.0,42.0,9.67,28.0,11,0,,3,,
전남,강진,완숙토마토,1,036,2021-03-17,4,,483.0,11.0,10,40.0,42.0,9.67,28.0,12,0,,4,,
전남,강진,완숙토마토,1,036,2021-03-17,4,,483.0,11.0,10,40.0,42.0,9.67,28.0,13,0,,4,,
전남,강진,완숙토마토,1,036,2021-03-17,4,,483.0,11.0,10,40.0,42.0,9.67,28.0,14,0,,4,,
전남,강진,완숙토마토,1,036,2021-03-17,4,,483.0,11.0,10,40.0,42.0,9.67,28.0,15,0,,3,,
전남,강진,완숙토마토,1,036,2021-03-17,4,,483.0,11.0,10,40.0,42.0,9.67,28.0,16,0,,5,,
전남,강진,완숙토마토,1,036,2021-03-17,4,,483.0,11.0,10,40.0,42.0,9.67,28.0,17,0,,6,,
전남,강진,완숙토마토,1,036,2021-03-17,4,,483.0,11.0,10,40.0,42.0,9.67,28.0,18,0,,5,,
전남,강진,완숙토마토,1,036,2021-03-17,4,,483.0,11.0,10,40.0,42.0,9.67,28.0,19,5,5,,,
전남,강진,완숙토마토,1,036,2021-03-17,4,,483.0,11.0,10,40.0,42.0,9.67,28.0,2,0,,,,
전남,강진,완숙토마토,1,036,2021-03-17,4,,483.0,11.0,10,40.0,42.0,9.67,28.0,20,6,,,,
전남,강진,완숙토마토,1,036,2021-03-17,4,,483.0,11.0,10,40.0,42.0,9.67,28.0,3,0,,,,
전남,강진,완숙토마토,1,036,2021-03-17,4,,483.0,11.0,10,40.0,42.0,9.67,28.0,4,0,,,,
전남,강진,완숙토마토,1,036,2021-03-17,4,,483.0,11.0,10,40.0,42.0,9.67,28.0,5,0,,,,
전남,강진,완숙토마토,1,036,2021-03-17,4,,483.0,11.0,10,40.0,42.0,9.67,28.0,6,0,,,,
전남,강진,완숙토마토,1,036,2021-03-17,4,,483.0,11.0,10,40.0,42.0,9.67,28.0,7,0,,,,
전남,강진,완숙토마토,1,036,2021-03-17,4,,483.0,11.0,10,40.0,42.0,9.67,28.0,8,0,,,,
전남,강진,완숙토마토,1,036,2021-03-17,4,,483.0,11.0,10,40.0,42.0,9.67,28.0,9,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,1,,624.0,18.0,14,38.2,31.6,5.87,17.0,1,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,1,,624.0,18.0,14,38.2,31.6,5.87,17.0,10,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,1,,624.0,18.0,14,38.2,31.6,5.87,17.0,11,0,,3,,
전남,강진,완숙토마토,1,036,2021-03-25,1,,624.0,18.0,14,38.2,31.6,5.87,17.0,12,0,,4,,
전남,강진,완숙토마토,1,036,2021-03-25,1,,624.0,18.0,14,38.2,31.6,5.87,17.0,13,0,,4,,
전남,강진,완숙토마토,1,036,2021-03-25,1,,624.0,18.0,14,38.2,31.6,5.87,17.0,14,0,,5,,
전남,강진,완숙토마토,1,036,2021-03-25,1,,624.0,18.0,14,38.2,31.6,5.87,17.0,15,0,,5,,
전남,강진,완숙토마토,1,036,2021-03-25,1,,624.0,18.0,14,38.2,31.6,5.87,17.0,16,0,,5,,
전남,강진,완숙토마토,1,036,2021-03-25,1,,624.0,18.0,14,38.2,31.6,5.87,17.0,17,0,,6,,
전남,강진,완숙토마토,1,036,2021-03-25,1,,624.0,18.0,14,38.2,31.6,5.87,17.0,18,3,3,3,,
전남,강진,완숙토마토,1,036,2021-03-25,1,,624.0,18.0,14,38.2,31.6,5.87,17.0,19,6,2,,,
전남,강진,완숙토마토,1,036,2021-03-25,1,,624.0,18.0,14,38.2,31.6,5.87,17.0,2,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,1,,624.0,18.0,14,38.2,31.6,5.87,17.0,20,6,,,,
전남,강진,완숙토마토,1,036,2021-03-25,1,,624.0,18.0,14,38.2,31.6,5.87,17.0,3,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,1,,624.0,18.0,14,38.2,31.6,5.87,17.0,4,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,1,,624.0,18.0,14,38.2,31.6,5.87,17.0,5,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,1,,624.0,18.0,14,38.2,31.6,5.87,17.0,6,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,1,,624.0,18.0,14,38.2,31.6,5.87,17.0,7,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,1,,624.0,18.0,14,38.2,31.6,5.87,17.0,8,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,1,,624.0,18.0,14,38.2,31.6,5.87,17.0,9,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,2,,654.0,40.0,13,33.2,33.6,7.17,28.0,1,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,2,,654.0,40.0,13,33.2,33.6,7.17,28.0,10,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,2,,654.0,40.0,13,33.2,33.6,7.17,28.0,11,0,,4,,
전남,강진,완숙토마토,1,036,2021-03-25,2,,654.0,40.0,13,33.2,33.6,7.17,28.0,12,0,,3,,
전남,강진,완숙토마토,1,036,2021-03-25,2,,654.0,40.0,13,33.2,33.6,7.17,28.0,13,0,,3,,
전남,강진,완숙토마토,1,036,2021-03-25,2,,654.0,40.0,13,33.2,33.6,7.17,28.0,14,0,,4,,
전남,강진,완숙토마토,1,036,2021-03-25,2,,654.0,40.0,13,33.2,33.6,7.17,28.0,15,0,,4,,
전남,강진,완숙토마토,1,036,2021-03-25,2,,654.0,40.0,13,33.2,33.6,7.17,28.0,16,0,,5,,
전남,강진,완숙토마토,1,036,2021-03-25,2,,654.0,40.0,13,33.2,33.6,7.17,28.0,17,0,,5,,
전남,강진,완숙토마토,1,036,2021-03-25,2,,654.0,40.0,13,33.2,33.6,7.17,28.0,18,6,1,,,
전남,강진,완숙토마토,1,036,2021-03-25,2,,654.0,40.0,13,33.2,33.6,7.17,28.0,19,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,2,,654.0,40.0,13,33.2,33.6,7.17,28.0,2,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,2,,654.0,40.0,13,33.2,33.6,7.17,28.0,20,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,2,,654.0,40.0,13,33.2,33.6,7.17,28.0,3,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,2,,654.0,40.0,13,33.2,33.6,7.17,28.0,4,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,2,,654.0,40.0,13,33.2,33.6,7.17,28.0,5,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,2,,654.0,40.0,13,33.2,33.6,7.17,28.0,6,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,2,,654.0,40.0,13,33.2,33.6,7.17,28.0,7,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,2,,654.0,40.0,13,33.2,33.6,7.17,28.0,8,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,2,,654.0,40.0,13,33.2,33.6,7.17,28.0,9,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,3,,610.0,12.0,15,37.2,39.6,8.63,28.0,1,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,3,,610.0,12.0,15,37.2,39.6,8.63,28.0,10,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,3,,610.0,12.0,15,37.2,39.6,8.63,28.0,11,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,3,,610.0,12.0,15,37.2,39.6,8.63,28.0,12,0,,4,,
전남,강진,완숙토마토,1,036,2021-03-25,3,,610.0,12.0,15,37.2,39.6,8.63,28.0,13,0,,4,,
전남,강진,완숙토마토,1,036,2021-03-25,3,,610.0,12.0,15,37.2,39.6,8.63,28.0,14,0,,4,,
전남,강진,완숙토마토,1,036,2021-03-25,3,,610.0,12.0,15,37.2,39.6,8.63,28.0,15,0,,3,,
전남,강진,완숙토마토,1,036,2021-03-25,3,,610.0,12.0,15,37.2,39.6,8.63,28.0,16,0,,4,,
전남,강진,완숙토마토,1,036,2021-03-25,3,,610.0,12.0,15,37.2,39.6,8.63,28.0,17,0,,5,,
전남,강진,완숙토마토,1,036,2021-03-25,3,,610.0,12.0,15,37.2,39.6,8.63,28.0,18,0,,5,,
전남,강진,완숙토마토,1,036,2021-03-25,3,,610.0,12.0,15,37.2,39.6,8.63,28.0,19,0,,5,,
전남,강진,완숙토마토,1,036,2021-03-25,3,,610.0,12.0,15,37.2,39.6,8.63,28.0,2,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,3,,610.0,12.0,15,37.2,39.6,8.63,28.0,20,6,,,,
전남,강진,완숙토마토,1,036,2021-03-25,3,,610.0,12.0,15,37.2,39.6,8.63,28.0,21,6,,,,
전남,강진,완숙토마토,1,036,2021-03-25,3,,610.0,12.0,15,37.2,39.6,8.63,28.0,3,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,3,,610.0,12.0,15,37.2,39.6,8.63,28.0,4,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,3,,610.0,12.0,15,37.2,39.6,8.63,28.0,5,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,3,,610.0,12.0,15,37.2,39.6,8.63,28.0,6,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,3,,610.0,12.0,15,37.2,39.6,8.63,28.0,7,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,3,,610.0,12.0,15,37.2,39.6,8.63,28.0,8,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,3,,610.0,12.0,15,37.2,39.6,8.63,28.0,9,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,4,,618.0,28.0,11,39.7,31.2,8.77,26.0,1,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,4,,483.0,28.0,11,39.7,31.2,8.77,26.0,10,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,4,,483.0,28.0,11,39.7,31.2,8.77,26.0,11,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,4,,483.0,28.0,11,39.7,31.2,8.77,26.0,12,0,,2,,
전남,강진,완숙토마토,1,036,2021-03-25,4,,483.0,28.0,11,39.7,31.2,8.77,26.0,13,0,,4,,
전남,강진,완숙토마토,1,036,2021-03-25,4,,483.0,28.0,11,39.7,31.2,8.77,26.0,14,0,,4,,
전남,강진,완숙토마토,1,036,2021-03-25,4,,483.0,28.0,11,39.7,31.2,8.77,26.0,15,0,,3,,
전남,강진,완숙토마토,1,036,2021-03-25,4,,483.0,28.0,11,39.7,31.2,8.77,26.0,16,0,,5,,
전남,강진,완숙토마토,1,036,2021-03-25,4,,483.0,28.0,11,39.7,31.2,8.77,26.0,17,0,,6,,
전남,강진,완숙토마토,1,036,2021-03-25,4,,483.0,28.0,11,39.7,31.2,8.77,26.0,18,0,,5,,
전남,강진,완숙토마토,1,036,2021-03-25,4,,483.0,28.0,11,39.7,31.2,8.77,26.0,19,0,,5,,
전남,강진,완숙토마토,1,036,2021-03-25,4,,483.0,28.0,11,39.7,31.2,8.77,26.0,2,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,4,,483.0,28.0,11,39.7,31.2,8.77,26.0,20,6,3,,,
전남,강진,완숙토마토,1,036,2021-03-25,4,,483.0,28.0,11,39.7,31.2,8.77,26.0,21,5,,,,
전남,강진,완숙토마토,1,036,2021-03-25,4,,483.0,28.0,11,39.7,31.2,8.77,26.0,3,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,4,,483.0,28.0,11,39.7,31.2,8.77,26.0,4,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,4,,483.0,28.0,11,39.7,31.2,8.77,26.0,5,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,4,,483.0,28.0,11,39.7,31.2,8.77,26.0,6,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,4,,483.0,28.0,11,39.7,31.2,8.77,26.0,7,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,4,,483.0,28.0,11,39.7,31.2,8.77,26.0,8,0,,,,
전남,강진,완숙토마토,1,036,2021-03-25,4,,483.0,28.0,11,39.7,31.2,8.77,26.0,9,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,1,,639.4,15.4,14,35.0,29.2,7.20,27.0,1,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,1,,639.4,15.4,14,35.0,29.2,7.20,27.0,10,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,1,,639.4,15.4,14,35.0,29.2,7.20,27.0,11,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,1,,639.4,15.4,14,35.0,29.2,7.20,27.0,12,0,,4,,
전남,강진,완숙토마토,1,036,2021-04-01,1,,639.4,15.4,14,35.0,29.2,7.20,27.0,13,0,,4,,
전남,강진,완숙토마토,1,036,2021-04-01,1,,639.4,15.4,14,35.0,29.2,7.20,27.0,14,0,,5,,
전남,강진,완숙토마토,1,036,2021-04-01,1,,639.4,15.4,14,35.0,29.2,7.20,27.0,15,0,,5,,
전남,강진,완숙토마토,1,036,2021-04-01,1,,639.4,15.4,14,35.0,29.2,7.20,27.0,16,0,,5,,
전남,강진,완숙토마토,1,036,2021-04-01,1,,639.4,15.4,14,35.0,29.2,7.20,27.0,17,0,,5,,
전남,강진,완숙토마토,1,036,2021-04-01,1,,639.4,15.4,14,35.0,29.2,7.20,27.0,18,0,,6,,
전남,강진,완숙토마토,1,036,2021-04-01,1,,639.4,15.4,14,35.0,29.2,7.20,27.0,19,4,4,,,
전남,강진,완숙토마토,1,036,2021-04-01,1,,639.4,15.4,14,35.0,29.2,7.20,27.0,2,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,1,,639.4,15.4,14,35.0,29.2,7.20,27.0,20,6,,,,
전남,강진,완숙토마토,1,036,2021-04-01,1,,639.4,15.4,14,35.0,29.2,7.20,27.0,3,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,1,,639.4,15.4,14,35.0,29.2,7.20,27.0,4,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,1,,639.4,15.4,14,35.0,29.2,7.20,27.0,5,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,1,,639.4,15.4,14,35.0,29.2,7.20,27.0,6,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,1,,639.4,15.4,14,35.0,29.2,7.20,27.0,7,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,1,,639.4,15.4,14,35.0,29.2,7.20,27.0,8,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,1,,639.4,15.4,14,35.0,29.2,7.20,27.0,9,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,2,,667.0,13.0,13,33.2,34.4,7.39,28.4,1,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,2,,667.0,13.0,13,33.2,34.4,7.39,28.4,10,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,2,,667.0,13.0,13,33.2,34.4,7.39,28.4,11,0,,4,,
전남,강진,완숙토마토,1,036,2021-04-01,2,,667.0,13.0,13,33.2,34.4,7.39,28.4,12,0,,3,,
전남,강진,완숙토마토,1,036,2021-04-01,2,,667.0,13.0,13,33.2,34.4,7.39,28.4,13,0,,3,,
전남,강진,완숙토마토,1,036,2021-04-01,2,,667.0,13.0,13,33.2,34.4,7.39,28.4,14,0,,4,,
전남,강진,완숙토마토,1,036,2021-04-01,2,,667.0,13.0,13,33.2,34.4,7.39,28.4,15,0,,4,,
전남,강진,완숙토마토,1,036,2021-04-01,2,,667.0,13.0,13,33.2,34.4,7.39,28.4,16,0,,5,,
전남,강진,완숙토마토,1,036,2021-04-01,2,,667.0,13.0,13,33.2,34.4,7.39,28.4,17,0,,5,,
전남,강진,완숙토마토,1,036,2021-04-01,2,,667.0,13.0,13,33.2,34.4,7.39,28.4,18,6,6,,,
전남,강진,완숙토마토,1,036,2021-04-01,2,,667.0,13.0,13,33.2,34.4,7.39,28.4,19,5,,,,
전남,강진,완숙토마토,1,036,2021-04-01,2,,667.0,13.0,13,33.2,34.4,7.39,28.4,2,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,2,,667.0,13.0,13,33.2,34.4,7.39,28.4,20,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,2,,667.0,13.0,13,33.2,34.4,7.39,28.4,3,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,2,,667.0,13.0,13,33.2,34.4,7.39,28.4,4,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,2,,667.0,13.0,13,33.2,34.4,7.39,28.4,5,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,2,,667.0,13.0,13,33.2,34.4,7.39,28.4,6,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,2,,667.0,13.0,13,33.2,34.4,7.39,28.4,7,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,2,,667.0,13.0,13,33.2,34.4,7.39,28.4,8,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,2,,667.0,13.0,13,33.2,34.4,7.39,28.4,9,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,3,,638.0,28.0,14,41.2,46.8,9.38,32.4,1,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,3,,638.0,28.0,14,41.2,46.8,9.38,32.4,10,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,3,,638.0,28.0,14,41.2,46.8,9.38,32.4,11,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,3,,638.0,28.0,14,41.2,46.8,9.38,32.4,12,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,3,,638.0,28.0,14,41.2,46.8,9.38,32.4,13,0,,4,,
전남,강진,완숙토마토,1,036,2021-04-01,3,,638.0,28.0,14,41.2,46.8,9.38,32.4,14,0,,4,,
전남,강진,완숙토마토,1,036,2021-04-01,3,,638.0,28.0,14,41.2,46.8,9.38,32.4,15,0,,3,,
전남,강진,완숙토마토,1,036,2021-04-01,3,,638.0,28.0,14,41.2,46.8,9.38,32.4,16,0,,4,,
전남,강진,완숙토마토,1,036,2021-04-01,3,,638.0,28.0,14,41.2,46.8,9.38,32.4,17,0,,5,,
전남,강진,완숙토마토,1,036,2021-04-01,3,,638.0,28.0,14,41.2,46.8,9.38,32.4,18,0,,5,,
전남,강진,완숙토마토,1,036,2021-04-01,3,,638.0,28.0,14,41.2,46.8,9.38,32.4,19,0,,5,,
전남,강진,완숙토마토,1,036,2021-04-01,3,,638.0,28.0,14,41.2,46.8,9.38,32.4,2,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,3,,638.0,28.0,14,41.2,46.8,9.38,32.4,20,5,5,1,,
전남,강진,완숙토마토,1,036,2021-04-01,3,,638.0,28.0,14,41.2,46.8,9.38,32.4,21,6,,,,
전남,강진,완숙토마토,1,036,2021-04-01,3,,638.0,28.0,14,41.2,46.8,9.38,32.4,3,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,3,,638.0,28.0,14,41.2,46.8,9.38,32.4,4,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,3,,638.0,28.0,14,41.2,46.8,9.38,32.4,5,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,3,,638.0,28.0,14,41.2,46.8,9.38,32.4,6,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,3,,638.0,28.0,14,41.2,46.8,9.38,32.4,7,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,3,,638.0,28.0,14,41.2,46.8,9.38,32.4,8,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,3,,638.0,28.0,14,41.2,46.8,9.38,32.4,9,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,4,,642.0,22.0,14,33.4,24.4,5.15,17.2,1,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,4,,483.0,22.0,14,33.4,24.4,5.15,17.2,10,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,4,,483.0,22.0,14,33.4,24.4,5.15,17.2,11,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,4,,483.0,22.0,14,33.4,24.4,5.15,17.2,12,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,4,,483.0,22.0,14,33.4,24.4,5.15,17.2,13,0,,1,,
전남,강진,완숙토마토,1,036,2021-04-01,4,,483.0,22.0,14,33.4,24.4,5.15,17.2,14,0,,4,,
전남,강진,완숙토마토,1,036,2021-04-01,4,,483.0,22.0,14,33.4,24.4,5.15,17.2,15,0,,3,,
전남,강진,완숙토마토,1,036,2021-04-01,4,,483.0,22.0,14,33.4,24.4,5.15,17.2,16,0,,5,,
전남,강진,완숙토마토,1,036,2021-04-01,4,,483.0,22.0,14,33.4,24.4,5.15,17.2,17,0,,6,,
전남,강진,완숙토마토,1,036,2021-04-01,4,,483.0,22.0,14,33.4,24.4,5.15,17.2,18,0,,5,,
전남,강진,완숙토마토,1,036,2021-04-01,4,,483.0,22.0,14,33.4,24.4,5.15,17.2,19,0,,5,,
전남,강진,완숙토마토,1,036,2021-04-01,4,,483.0,22.0,14,33.4,24.4,5.15,17.2,2,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,4,,483.0,22.0,14,33.4,24.4,5.15,17.2,20,2,2,4,,
전남,강진,완숙토마토,1,036,2021-04-01,4,,483.0,22.0,14,33.4,24.4,5.15,17.2,21,5,2,,,
전남,강진,완숙토마토,1,036,2021-04-01,4,,483.0,22.0,14,33.4,24.4,5.15,17.2,3,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,4,,483.0,22.0,14,33.4,24.4,5.15,17.2,4,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,4,,483.0,22.0,14,33.4,24.4,5.15,17.2,5,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,4,,483.0,22.0,14,33.4,24.4,5.15,17.2,6,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,4,,483.0,22.0,14,33.4,24.4,5.15,17.2,7,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,4,,483.0,22.0,14,33.4,24.4,5.15,17.2,8,0,,,,
전남,강진,완숙토마토,1,036,2021-04-01,4,,483.0,22.0,14,33.4,24.4,5.15,17.2,9,0,,,,
전남,강진,완숙토마토,1,036,2021-04-08,1,,,,,,,,,1,0,,,,
전남,강진,완숙토마토,1,036,2021-04-08,1,,,,,,,,,10,0,,,,
전남,강진,완숙토마토,1,036,2021-04-08,1,,,,,,,,,11,0,,,,
전남,강진,완숙토마토,1,036,2021-04-08,1,,,,,,,,,12,0,,2,,
전남,강진,완숙토마토,1,036,2021-04-08,1,,,,,,,,,13,0,,4,,
전남,강진,완숙토마토,1,036,2021-04-08,1,,,,,,,,,14,0,,5,,
전남,강진,완숙토마토,1,036,2021-04-08,1,,,,,,,,,15,0,,5,,
전남,강진,완숙토마토,1,036,2021-04-08,1,,,,,,,,,16,0,,5,,
전남,강진,완숙토마토,1,036,2021-04-08,1,,,,,,,,,17,0,,5,,
전남,강진,완숙토마토,1,036,2021-04-08,1,,,,,,,,,18,0,,4,,
전남,강진,완숙토마토,1,036,2021-04-08,1,,,,,,,,,19,0,,4,,
전남,강진,완숙토마토,1,036,2021-04-08,1,,,,,,,,,2,0,,,,
전남,강진,완숙토마토,1,036,2021-04-08,1,,,,,,,,,20,4,4,,,
전남,강진,완숙토마토,1,036,2021-04-08,1,,,,,,,,,3,0,,,,
전남,강진,완숙토마토,1,036,2021-04-08,1,,,,,,,,,4,0,,,,
전남,강진,완숙토마토,1,036,2021-04-08,1,,,,,,,,,5,0,,,,
전남,강진,완숙토마토,1,036,2021-04-08,1,,,,,,,,,6,0,,,,
전남,강진,완숙토마토,1,036,2021-04-08,1,,,,,,,,,7,0,,,,
전남,강진,완숙토마토,1,036,2021-04-08,1,,,,,,,,,8,0,,,,
전남,강진,완숙토마토,1,036,2021-04-08,1,,,,,,,,,9,0,,,,
전남,강진,완숙토마토,1,036,2021-04-08,2,,,,,,,,,1,0,,,,
전남,강진,완숙토마토,1,036,2021-04-08,2,,,,,,,,,10,0,,,,
전남,강진,완숙토마토,1,036,2021-04-08,2,,,,,,,,,11,0,,2,,
전남,강진,완숙토마토,1,036,2021-04-08,2,,,,,,,,,12,0,,3,,
전남,강진,완숙토마토,1,036,2021-04-08,2,,,,,,,,,13,0,,3,,
전남,강진,완숙토마토,1,036,2021-04-08,2,,,,,,,,,14,0,,4,,
전남,강진,완숙토마토,1,036,2021-04-08,2,,,,,,,,,15,0,,4,,
전남,강진,완숙토마토,1,036,2021-04-08,2,,,,,,,,,16,0,,5,,
전남,강진,완숙토마토,1,036,2021-04-08,2,,,,,,,,,17,0,,5,,
전남,강진,완숙토마토,1,036,2021-04-08,2,,,,,,,,,18,2,2,4,,
전남,강진,완숙토마토,1,036,2021-04-08,2,,,,,,,,,19,4,4,,,
전남,강진,완숙토마토,1,036,2021-04-08,2,,,,,,,,,2,0,,,,
전남,강진,완숙토마토,1,036,2021-04-08,2,,,,,,,,,20,0,,,,
전남,강진,완숙토마토,1,036,2021-04-08,2,,,,,,,,,3,0,,,,
전남,강진,완숙토마토,1,036,2021-04-08,2,,,,,,,,,4,0,,,,
전남,강진,완숙토마토,1,036,2021-04-08,2,,,,,,,,,5,0,,,,
전남,강진,완숙토마토,1,036,2021-04-08,2,,,,,,,,,6,0,,,,
전남,강진,완숙토마토,1,036,2021-04-08,2,,,,,,,,,7,0,,,,
전남,강진,완숙토마토,1,036,2021-04-08,2,,,,,,,,,8,0,,,,
전남,강진,완숙토마토,1,036,2021-04-08,2,,,,,,,,,9,0,,,,
전남,강진,완숙토마토,1,036,2021-04-08,3,,,,,,,,,1,0,,,,
전남,강진,완숙토마토,1,036,2021-04-08,3,,,,,,,,,10,0,,,,
전남,강진,완숙토마토,1,036,2021-04-08,3,,,,,,,,,11,0,,,,
전남,강진,완숙토마토,1,036,2021-04-08,3,,,,,,,,,12,0,,,,
전남,강진,완숙토마토,1,036,2021-04-08,3,,,,,,,,,13,0,,,,
전남,강진,완숙토마토,1,036,2021-04-08,3,,,,,,,,,14,0,,4,,
전남,강진,완숙토마토,1,036,2021-04-08,3,,,,,,,,,15,0,,3,,
전남,강진,완숙토마토,1,036,2021-04-08,3,,,,,,,,,16,0,,4,,
전남,강진,완숙토마토,1,036,2021-04-08,3,,,,,,,,,17,0,,5,,
전남,강진,완숙토마토,1,036,2021-04-08,3,,,,,,,,,18,0,,5,,
전남,강진,완숙토마토,1,036,2021-04-08,3,,,,,,,,,19,0,,5,,
전남,강진,완숙토마토,1,036,2021-04-08,3,,,,,,,,,2,0,,,,
전남,강진,완숙토마토,1,036,2021-04-08,3,,,,,,,,,20,1,1,5,,
전남,강진,완숙토마토,1,036,2021-04-08,3,,,,,,,,,21,4,4,,,
전남,강진,완숙토마토,1,036,2021-04-08,3,,,,,,,,,3,0,,,,
