도,시군,품목,작기,농가명,조사일자,개체번호,액아구분,초장,엽수,엽장,엽폭,엽병장,관부직경,화방번호,화방별착과수
전북,김제,딸기,1,023,2021-03-10,2,본주,39.5,8,7.6,6.6,13.9,21.65,4,
전북,김제,딸기,1,023,2021-03-10,3,본주,32.2,7,8.2,7.4,17.0,20.08,2,
전북,김제,딸기,1,023,2021-03-10,3,본주,32.2,7,8.2,7.4,17.0,20.08,3,3
전북,김제,딸기,1,023,2021-03-10,3,본주,32.2,7,8.2,7.4,17.0,20.08,4,1
전북,김제,딸기,1,023,2021-03-10,4,본주,31.2,6,6.9,5.7,13.8,21.80,2,4
전북,김제,딸기,1,023,2021-03-10,4,본주,31.2,6,6.9,5.7,13.8,21.80,3,3
전북,김제,딸기,1,023,2021-03-10,4,본주,31.2,6,6.9,5.7,13.8,21.80,4,1
전북,김제,딸기,1,023,2021-03-17,1,본주,32.4,10,5.6,5.2,12.1,20.18,2,
전북,김제,딸기,1,023,2021-03-17,1,본주,32.4,10,5.6,5.2,12.1,20.18,3,4
전북,김제,딸기,1,023,2021-03-17,1,본주,32.4,10,5.6,5.2,12.1,20.18,4,1
전북,김제,딸기,1,023,2021-03-17,2,본주,39.5,9,9.3,7.9,17.8,21.12,2,
전북,김제,딸기,1,023,2021-03-17,2,본주,39.5,9,9.3,7.9,17.8,21.12,3,4
전북,김제,딸기,1,023,2021-03-17,2,본주,39.5,9,9.3,7.9,17.8,21.12,4,
전북,김제,딸기,1,023,2021-03-17,3,본주,33.5,7,9.0,7.5,17.8,19.74,2,
전북,김제,딸기,1,023,2021-03-17,3,본주,33.5,7,9.0,7.5,17.8,19.74,3,5
전북,김제,딸기,1,023,2021-03-17,3,본주,33.5,7,9.0,7.5,17.8,19.74,4,3
전북,김제,딸기,1,023,2021-03-17,4,본주,28.0,8,8.4,7.0,18.4,21.08,2,2
전북,김제,딸기,1,023,2021-03-17,4,본주,28.0,8,8.4,7.0,18.4,21.08,3,3
전북,김제,딸기,1,023,2021-03-17,4,본주,28.0,8,8.4,7.0,18.4,21.08,4,2
전북,김제,딸기,1,023,2021-03-24,1,본주,35.5,8,10.1,8.2,23.8,19.52,2,
전북,김제,딸기,1,023,2021-03-24,1,본주,35.5,8,10.1,8.2,23.8,19.52,3,2
전북,김제,딸기,1,023,2021-03-24,1,본주,35.5,8,10.1,8.2,23.8,19.52,4,3
전북,김제,딸기,1,023,2021-03-24,2,본주,39.4,10,5.9,4.4,11.9,22.23,2,
전북,김제,딸기,1,023,2021-03-24,2,본주,39.4,10,5.9,4.4,11.9,22.23,3,3
전북,김제,딸기,1,023,2021-03-24,2,본주,39.4,10,5.9,4.4,11.9,22.23,4,
전북,김제,딸기,1,023,2021-03-24,3,본주,36.5,9,8.5,6.5,22.3,19.39,2,
전북,김제,딸기,1,023,2021-03-24,3,본주,36.5,9,8.5,6.5,22.3,19.39,3,5
전북,김제,딸기,1,023,2021-03-24,3,본주,36.5,9,8.5,6.5,22.3,19.39,4,3
전북,김제,딸기,1,023,2021-03-24,4,본주,31.7,9,7.3,6.1,16.9,21.89,2,
전북,김제,딸기,1,023,2021-03-24,4,본주,31.7,9,7.3,6.1,16.9,21.89,3,3
전북,김제,딸기,1,023,2021-03-24,4,본주,31.7,9,7.3,6.1,16.9,21.89,4,
전북,김제,딸기,1,023,2021-03-31,1,본주,37.8,8,8.5,7.1,18.7,19.43,2,
전북,김제,딸기,1,023,2021-03-31,1,본주,37.8,8,8.5,7.1,18.7,19.43,3,
전북,김제,딸기,1,023,2021-03-31,1,본주,37.8,8,8.5,7.1,18.7,19.43,4,5
전북,김제,딸기,1,023,2021-03-31,2,본주,39.4,9,5.9,4.4,11.9,22.23,2,
전북,김제,딸기,1,023,2021-03-31,2,본주,39.4,9,5.9,4.4,11.9,22.23,3,1
전북,김제,딸기,1,023,2021-03-31,2,본주,39.4,9,5.9,4.4,11.9,22.23,4,
전북,김제,딸기,1,023,2021-03-31,3,본주,39.0,8,9.7,7.3,25.0,19.78,2,
전북,김제,딸기,1,023,2021-03-31,3,본주,39.0,8,9.7,7.3,25.0,19.78,3,5
전북,김제,딸기,1,023,2021-03-31,3,본주,39.0,8,9.7,7.3,25.0,19.78,4,3
전북,김제,딸기,1,023,2021-03-31,4,본주,37.9,10,8.0,7.3,27.3,22.51,2,
전북,김제,딸기,1,023,2021-03-31,4,본주,37.9,10,8.0,7.3,27.3,22.51,3,2
전북,김제,딸기,1,023,2021-03-31,4,본주,37.9,10,8.0,7.3,27.3,22.51,4,
전북,김제,딸기,1,023,2021-04-08,1,본주,42.7,7,8.6,7.5,18.9,19.32,3,
전북,김제,딸기,1,023,2021-04-08,1,본주,42.7,7,8.6,7.5,18.9,19.32,4,1
전북,김제,딸기,1,023,2021-04-08,1,본주,42.7,7,8.6,7.5,18.9,19.32,5,1
전북,김제,딸기,1,023,2021-04-08,2,본주,41.2,9,10.9,8.9,24.8,22.63,3,
전북,김제,딸기,1,023,2021-04-08,2,본주,41.2,9,10.9,8.9,24.8,22.63,4,1
전북,김제,딸기,1,023,2021-04-08,2,본주,41.2,9,10.9,8.9,24.8,22.63,5,
전북,김제,딸기,1,023,2021-04-08,3,본주,43.0,10,8.5,6.1,30.3,19.90,3,
전북,김제,딸기,1,023,2021-04-08,3,본주,43.0,10,8.5,6.1,30.3,19.90,4,1
전북,김제,딸기,1,023,2021-04-08,3,본주,43.0,10,8.5,6.1,30.3,19.90,5,
전북,김제,딸기,1,023,2021-04-08,4,본주,40.8,12,5.3,4.6,22.0,24.53,3,
전북,김제,딸기,1,023,2021-04-08,4,본주,40.8,12,5.3,4.6,22.0,24.53,4,
전북,김제,딸기,1,023,2021-04-08,4,본주,40.8,12,5.3,4.6,22.0,24.53,5,0
전북,김제,딸기,1,023,2021-04-14,1,본주,38.0,8,11.6,8.9,25.1,20.63,3,
전북,김제,딸기,1,023,2021-04-14,1,본주,38.0,8,11.6,8.9,25.1,20.63,4,
전북,김제,딸기,1,023,2021-04-14,1,본주,38.0,8,11.6,8.9,25.1,20.63,5,2
전북,김제,딸기,1,023,2021-04-14,1,본주,38.0,8,11.6,8.9,25.1,20.63,6,0
전북,김제,딸기,1,023,2021-04-14,2,본주,42.5,8,10.9,8.9,25.4,20.90,3,
전북,김제,딸기,1,023,2021-04-14,2,본주,42.5,8,10.9,8.9,25.4,20.90,4,2
전북,김제,딸기,1,023,2021-04-14,2,본주,42.5,8,10.9,8.9,25.4,20.90,5,0
전북,김제,딸기,1,023,2021-04-14,2,본주,42.5,8,10.9,8.9,25.4,20.90,6,
전북,김제,딸기,1,023,2021-04-14,3,본주,47.0,10,11.2,8.0,33.3,20.09,3,
전북,김제,딸기,1,023,2021-04-14,3,본주,47.0,10,11.2,8.0,33.3,20.09,4,
전북,김제,딸기,1,023,2021-04-14,3,본주,47.0,10,11.2,8.0,33.3,20.09,5,
전북,김제,딸기,1,023,2021-04-14,3,본주,47.0,10,11.2,8.0,33.3,20.09,6,
전북,김제,딸기,1,023,2021-04-14,4,본주,45.0,11,8.3,7.7,32.5,24.63,3,
전북,김제,딸기,1,023,2021-04-14,4,본주,45.0,11,8.3,7.7,32.5,24.63,4,
전북,김제,딸기,1,023,2021-04-14,4,본주,45.0,11,8.3,7.7,32.5,24.63,5,0
전북,김제,딸기,1,023,2021-04-14,4,본주,45.0,11,8.3,7.7,32.5,24.63,6,
전북,김제,딸기,1,025,2020-10-13,1,본주,28.5,5,10.2,3.6,15.2,10.08,0,
전북,김제,딸기,1,025,2020-10-13,2,본주,30.7,6,7.7,2.7,12.9,11.02,0,
전북,김제,딸기,1,025,2020-10-13,3,본주,27.7,5,7.3,2.9,14.6,12.05,0,
전북,김제,딸기,1,025,2020-10-13,4,본주,29.3,5,5.8,2.5,8.9,11.30,0,
전북,김제,딸기,1,025,2020-10-20,1,본주,30.8,4,10.4,4.3,16.2,10.72,0,
전북,김제,딸기,1,025,2020-10-20,2,본주,28.0,4,10.1,4.3,13.1,11.72,0,
전북,김제,딸기,1,025,2020-10-20,3,본주,29.1,4,10.1,4.0,15.6,12.69,0,
전북,김제,딸기,1,025,2020-10-20,4,본주,25.0,4,8.8,4.0,11.9,11.58,0,
전북,김제,딸기,1,025,2020-10-27,1,본주,31.9,5,11.2,4.1,16.5,13.21,1,
전북,김제,딸기,1,025,2020-10-27,2,본주,29.5,5,9.5,4.5,15.7,13.50,1,0
전북,김제,딸기,1,025,2020-10-27,3,본주,30.3,5,8.4,4.0,16.4,15.41,1,0
전북,김제,딸기,1,025,2020-10-27,4,본주,26.4,5,9.0,4.1,11.6,12.84,1,
전북,김제,딸기,1,025,2020-11-03,1,본주,33.1,5,10.6,4.4,17.4,15.41,1,0
전북,김제,딸기,1,025,2020-11-03,2,본주,32.3,5,9.5,4.2,14.0,14.80,1,1
전북,김제,딸기,1,025,2020-11-03,3,본주,31.4,5,8.0,4.1,16.0,16.10,1,1
전북,김제,딸기,1,025,2020-11-03,4,본주,27.4,5,9.0,4.1,13.6,14.80,1,0
전북,김제,딸기,1,025,2020-11-10,1,본주,34.8,6,10.4,4.2,21.0,15.65,1,1
전북,김제,딸기,1,025,2020-11-10,2,본주,37.5,6,11.3,4.6,17.5,15.98,1,6
전북,김제,딸기,1,025,2020-11-10,3,본주,38.1,6,10.2,4.2,16.7,16.18,1,6
전북,김제,딸기,1,025,2020-11-10,4,본주,34.2,5,7.0,4.2,12.5,15.16,1,2
전북,김제,딸기,1,025,2020-11-17,1,본주,39.5,6,11.0,4.1,20.1,16.45,1,5
전북,김제,딸기,1,025,2020-11-17,2,본주,39.0,7,11.1,4.9,22.5,16.79,1,10
전북,김제,딸기,1,025,2020-11-17,3,본주,40.4,7,10.2,4.8,23.3,16.30,1,8
전북,김제,딸기,1,025,2020-11-17,4,본주,40.3,6,10.6,4.2,19.4,15.45,1,4
전북,김제,딸기,1,025,2020-11-24,1,본주,40.1,7,10.3,4.8,25.0,17.40,1,9
전북,김제,딸기,1,025,2020-11-24,2,본주,39.5,8,8.5,4.1,23.9,16.98,1,10
전북,김제,딸기,1,025,2020-11-24,3,본주,41.7,7,10.6,4.3,25.5,16.88,1,9
전북,김제,딸기,1,025,2020-11-24,4,본주,41.3,4,11.2,4.5,19.5,15.60,1,5
전북,김제,딸기,1,025,2020-12-01,1,본주,41.2,6,10.5,4.9,25.1,18.02,1,11
전북,김제,딸기,1,025,2020-12-01,2,본주,40.2,7,8.4,4.1,24.0,17.27,1,9
전북,김제,딸기,1,025,2020-12-01,3,본주,42.0,5,10.7,4.4,25.2,17.13,1,9
전북,김제,딸기,1,025,2020-12-01,4,본주,41.8,5,10.6,4.8,23.4,16.96,1,5
전북,김제,딸기,1,025,2020-12-08,1,본주,41.3,6,8.7,4.1,26.3,18.56,1,9
전북,김제,딸기,1,025,2020-12-08,2,본주,40.2,7,8.5,4.2,24.5,17.58,1,8
전북,김제,딸기,1,025,2020-12-08,3,본주,42.3,6,11.7,4.6,25.5,17.27,1,8
전북,김제,딸기,1,025,2020-12-08,4,본주,42.0,5,11.2,4.9,23.5,17.59,1,3
전북,김제,딸기,1,025,2020-12-15,1,본주,41.3,6,9.0,4.6,26.2,18.70,1,8
전북,김제,딸기,1,025,2020-12-15,2,본주,40.5,8,9.2,4.1,21.2,17.76,1,6
전북,김제,딸기,1,025,2020-12-15,3,본주,42.3,6,11.0,4.4,25.5,18.91,1,6
전북,김제,딸기,1,025,2020-12-15,4,본주,42.0,5,11.2,5.0,23.5,17.26,1,2
전북,김제,딸기,1,025,2020-12-22,1,본주,39.0,5,9.0,3.9,26.2,18.86,1,7
전북,김제,딸기,1,025,2020-12-22,1,본주,39.0,5,9.0,3.9,26.2,18.86,2,0
전북,김제,딸기,1,025,2020-12-22,2,본주,40.5,7,9.4,4.1,21.2,17.77,1,4
전북,김제,딸기,1,025,2020-12-22,2,본주,40.5,7,9.4,4.1,21.2,17.77,2,0
전북,김제,딸기,1,025,2020-12-22,3,본주,42.3,7,8.3,3.8,24.5,19.09,1,5
전북,김제,딸기,1,025,2020-12-22,3,본주,42.3,7,8.3,3.8,24.5,19.09,2,
전북,김제,딸기,1,025,2020-12-22,4,본주,42.3,5,11.3,5.1,23.5,17.56,1,2
전북,김제,딸기,1,025,2020-12-22,4,본주,42.3,5,11.3,5.1,23.5,17.56,2,
전북,김제,딸기,1,025,2020-12-29,1,본주,39.1,5,9.0,4.0,26.2,18.65,1,7
전북,김제,딸기,1,025,2020-12-29,1,본주,39.1,5,9.0,4.0,26.2,18.65,2,1
전북,김제,딸기,1,025,2020-12-29,2,본주,40.5,7,9.4,4.0,21.8,18.74,1,3
전북,김제,딸기,1,025,2020-12-29,2,본주,40.5,7,9.4,4.0,21.8,18.74,2,1
전북,김제,딸기,1,025,2020-12-29,3,본주,42.3,7,8.3,4.0,24.5,19.08,1,3
전북,김제,딸기,1,025,2020-12-29,3,본주,42.3,7,8.3,4.0,24.5,19.08,2,
전북,김제,딸기,1,025,2020-12-29,4,본주,42.3,6,10.0,4.0,25.6,18.35,1,
전북,김제,딸기,1,025,2020-12-29,4,본주,42.3,6,10.0,4.0,25.6,18.35,2,
전북,김제,딸기,1,025,2021-01-07,1,본주,39.5,6,7.7,3.4,20.4,18.66,1,4
전북,김제,딸기,1,025,2021-01-07,1,본주,39.5,6,7.7,3.4,20.4,18.66,2,2
전북,김제,딸기,1,025,2021-01-07,2,본주,38.9,7,6.4,2.8,14.5,18.79,1,
전북,김제,딸기,1,025,2021-01-07,2,본주,38.9,7,6.4,2.8,14.5,18.79,2,3
전북,김제,딸기,1,025,2021-01-07,3,본주,43.5,7,7.0,3.1,17.9,19.08,1,1
전북,김제,딸기,1,025,2021-01-07,3,본주,43.5,7,7.0,3.1,17.9,19.08,2,
전북,김제,딸기,1,025,2021-01-07,4,본주,42.4,7,9.1,4.0,22.3,18.39,1,
전북,김제,딸기,1,025,2021-01-07,4,본주,42.4,7,9.1,4.0,22.3,18.39,2,0
전북,김제,딸기,1,025,2021-01-13,1,본주,39.5,6,7.7,3.4,20.4,18.77,2,4
전북,김제,딸기,1,025,2021-01-13,2,본주,38.9,7,6.2,2.7,15.0,18.79,2,4
전북,김제,딸기,1,025,2021-01-13,3,본주,43.5,8,6.1,3.0,15.5,19.08,2,0
전북,김제,딸기,1,025,2021-01-13,4,본주,42.4,7,9.3,4.0,23.1,18.59,2,1
전북,김제,딸기,1,025,2021-01-21,1,본주,39.5,6,7.7,3.4,20.4,19.12,2,11
전북,김제,딸기,1,025,2021-01-21,1,본주,39.5,6,7.7,3.4,20.4,19.12,3,
전북,김제,딸기,1,025,2021-01-21,2,본주,38.9,8,5.8,2.5,10.3,19.10,2,4
전북,김제,딸기,1,025,2021-01-21,2,본주,38.9,8,5.8,2.5,10.3,19.10,3,
전북,김제,딸기,1,025,2021-01-21,3,본주,43.5,9,5.0,2.7,10.4,19.12,2,1
전북,김제,딸기,1,025,2021-01-21,3,본주,43.5,9,5.0,2.7,10.4,19.12,3,
전북,김제,딸기,1,025,2021-01-21,4,본주,42.4,8,7.1,3.8,14.1,18.76,2,5
전북,김제,딸기,1,025,2021-01-21,4,본주,42.4,8,7.1,3.8,14.1,18.76,3,
전북,김제,딸기,1,025,2021-01-27,1,본주,39.5,7,5.6,3.2,14.0,19.47,2,12
전북,김제,딸기,1,025,2021-01-27,1,본주,39.5,7,5.6,3.2,14.0,19.47,3,
전북,김제,딸기,1,025,2021-01-27,2,본주,38.9,9,5.3,4.2,13.4,19.85,2,4
전북,김제,딸기,1,025,2021-01-27,2,본주,38.9,9,5.3,4.2,13.4,19.85,3,
전북,김제,딸기,1,025,2021-01-27,3,본주,43.5,9,5.1,4.4,11.0,19.34,2,4
전북,김제,딸기,1,025,2021-01-27,3,본주,43.5,9,5.1,4.4,11.0,19.34,3,
전북,김제,딸기,1,025,2021-01-27,4,본주,42.4,6,7.1,3.5,17.9,18.32,2,9
전북,김제,딸기,1,025,2021-01-27,4,본주,42.4,6,7.1,3.5,17.9,18.32,3,
전북,김제,딸기,1,025,2021-02-03,1,본주,39.5,7,5.6,2.5,14.5,18.09,2,11
전북,김제,딸기,1,025,2021-02-03,1,본주,39.5,7,5.6,2.5,14.5,18.09,3,
전북,김제,딸기,1,025,2021-02-03,2,본주,38.9,10,7.3,3.2,11.8,18.35,2,4
전북,김제,딸기,1,025,2021-02-03,2,본주,38.9,10,7.3,3.2,11.8,18.35,3,
전북,김제,딸기,1,025,2021-02-03,3,본주,43.5,8,6.5,2.2,10.1,18.62,2,9
전북,김제,딸기,1,025,2021-02-03,3,본주,43.5,8,6.5,2.2,10.1,18.62,3,
전북,김제,딸기,1,025,2021-02-03,4,본주,42.4,6,7.1,3.6,18.0,18.52,2,9
전북,김제,딸기,1,025,2021-02-03,4,본주,42.4,6,7.1,3.6,18.0,18.52,3,
전북,김제,딸기,1,025,2021-02-10,1,본주,39.5,7,6.7,2.7,15.2,18.49,3,11
전북,김제,딸기,1,025,2021-02-10,1,본주,39.5,7,6.7,2.7,15.2,18.49,3,1
전북,김제,딸기,1,025,2021-02-10,2,본주,38.9,10,5.0,3.4,14.9,18.43,3,3
전북,김제,딸기,1,025,2021-02-10,2,본주,38.9,10,5.0,3.4,14.9,18.43,3,2
전북,김제,딸기,1,025,2021-02-10,3,본주,43.5,9,6.5,2.6,11.0,18.75,3,10
전북,김제,딸기,1,025,2021-02-10,3,본주,43.5,9,6.5,2.6,11.0,18.75,3,1
전북,김제,딸기,1,025,2021-02-10,4,본주,42.4,7,6.1,3.6,12.6,18.95,3,9
전북,김제,딸기,1,025,2021-02-10,4,본주,42.4,7,6.1,3.6,12.6,18.95,3,2
전북,김제,딸기,1,025,2021-02-18,1,본주,38.2,6,6.6,3.6,14.0,17.93,2,11
전북,김제,딸기,1,025,2021-02-18,1,본주,38.2,6,6.6,3.6,14.0,17.93,3,4
전북,김제,딸기,1,025,2021-02-18,1,본주,38.2,6,6.6,3.6,14.0,17.93,4,
전북,김제,딸기,1,025,2021-02-18,2,본주,27.1,7,5.4,3.6,13.6,18.65,2,1
전북,김제,딸기,1,025,2021-02-18,2,본주,27.1,7,5.4,3.6,13.6,18.65,3,5
전북,김제,딸기,1,025,2021-02-18,2,본주,27.1,7,5.4,3.6,13.6,18.65,4,4
전북,김제,딸기,1,025,2021-02-18,3,본주,22.4,4,6.5,2.8,11.2,18.98,2,12
전북,김제,딸기,1,025,2021-02-18,3,본주,22.4,4,6.5,2.8,11.2,18.98,3,2
전북,김제,딸기,1,025,2021-02-18,3,본주,22.4,4,6.5,2.8,11.2,18.98,4,1
전북,김제,딸기,1,025,2021-02-18,4,본주,40.2,5,6.4,3.4,14.4,18.99,2,9
전북,김제,딸기,1,025,2021-02-18,4,본주,40.2,5,6.4,3.4,14.4,18.99,3,3
전북,김제,딸기,1,025,2021-02-18,4,본주,40.2,5,6.4,3.4,14.4,18.99,4,
전북,김제,딸기,1,025,2021-02-25,1,본주,38.2,6,6.6,3.8,14.2,17.98,2,
전북,김제,딸기,1,025,2021-02-25,1,본주,38.2,6,6.6,3.8,14.2,17.98,3,7
전북,김제,딸기,1,025,2021-02-25,1,본주,38.2,6,6.6,3.8,14.2,17.98,4,
전북,김제,딸기,1,025,2021-02-25,1,본주,38.2,6,6.6,3.8,14.2,17.98,5,
전북,김제,딸기,1,025,2021-02-25,2,본주,27.2,8,8.5,3.7,16.0,18.74,2,
전북,김제,딸기,1,025,2021-02-25,2,본주,27.2,8,8.5,3.7,16.0,18.74,3,9
전북,김제,딸기,1,025,2021-02-25,2,본주,27.2,8,8.5,3.7,16.0,18.74,4,5
전북,김제,딸기,1,025,2021-02-25,2,본주,27.2,8,8.5,3.7,16.0,18.74,5,
전북,김제,딸기,1,025,2021-02-25,3,본주,24.6,6,5.6,3.8,13.6,19.02,2,6
전북,김제,딸기,1,025,2021-02-25,3,본주,24.6,6,5.6,3.8,13.6,19.02,3,6
전북,김제,딸기,1,025,2021-02-25,3,본주,24.6,6,5.6,3.8,13.6,19.02,4,6
전북,김제,딸기,1,025,2021-02-25,3,본주,24.6,6,5.6,3.8,13.6,19.02,5,
전북,김제,딸기,1,025,2021-02-25,4,본주,40.2,5,6.4,3.5,14.6,18.99,2,4
전북,김제,딸기,1,025,2021-02-25,4,본주,40.2,5,6.4,3.5,14.6,18.99,3,6
전북,김제,딸기,1,025,2021-02-25,4,본주,40.2,5,6.4,3.5,14.6,18.99,4,
전북,김제,딸기,1,025,2021-02-25,4,본주,40.2,5,6.4,3.5,14.6,18.99,5,
전북,김제,딸기,1,025,2021-03-05,1,본주,29.5,5,6.6,4.1,14.7,18.03,2,
전북,김제,딸기,1,025,2021-03-05,1,본주,29.5,5,6.6,4.1,14.7,18.03,3,7
전북,김제,딸기,1,025,2021-03-05,1,본주,29.5,5,6.6,4.1,14.7,18.03,4,2
전북,김제,딸기,1,025,2021-03-05,1,본주,29.5,5,6.6,4.1,14.7,18.03,5,
전북,김제,딸기,1,025,2021-03-05,2,본주,30.4,9,8.1,3.8,19.6,18.79,2,
전북,김제,딸기,1,025,2021-03-05,2,본주,30.4,9,8.1,3.8,19.6,18.79,3,7
전북,김제,딸기,1,025,2021-03-05,2,본주,30.4,9,8.1,3.8,19.6,18.79,4,5
전북,김제,딸기,1,025,2021-03-05,2,본주,30.4,9,8.1,3.8,19.6,18.79,5,0
전북,김제,딸기,1,025,2021-03-05,3,본주,25.7,9,5.6,2.9,17.8,19.04,2,5
전북,김제,딸기,1,025,2021-03-05,3,본주,25.7,9,5.6,2.9,17.8,19.04,3,6
전북,김제,딸기,1,025,2021-03-05,3,본주,25.7,9,5.6,2.9,17.8,19.04,4,6
전북,김제,딸기,1,025,2021-03-05,3,본주,25.7,9,5.6,2.9,17.8,19.04,5,
전북,김제,딸기,1,025,2021-03-05,4,본주,28.0,5,6.4,4.0,14.8,18.87,2,1
전북,김제,딸기,1,025,2021-03-05,4,본주,28.0,5,6.4,4.0,14.8,18.87,3,3
전북,김제,딸기,1,025,2021-03-05,4,본주,28.0,5,6.4,4.0,14.8,18.87,4,
전북,김제,딸기,1,025,2021-03-05,4,본주,28.0,5,6.4,4.0,14.8,18.87,5,
전북,김제,딸기,1,025,2021-03-11,1,본주,30.1,6,7.7,3.2,16.4,18.06,2,
전북,김제,딸기,1,025,2021-03-11,1,본주,30.1,6,7.7,3.2,16.4,18.06,3,4
전북,김제,딸기,1,025,2021-03-11,1,본주,30.1,6,7.7,3.2,16.4,18.06,4,3
전북,김제,딸기,1,025,2021-03-11,1,본주,30.1,6,7.7,3.2,16.4,18.06,5,1
전북,김제,딸기,1,025,2021-03-11,1,본주,30.1,6,7.7,3.2,16.4,18.06,6,
전북,김제,딸기,1,025,2021-03-11,2,본주,31.5,11,6.1,2.6,19.4,18.68,2,
전북,김제,딸기,1,025,2021-03-11,2,본주,31.5,11,6.1,2.6,19.4,18.68,3,4
전북,김제,딸기,1,025,2021-03-11,2,본주,31.5,11,6.1,2.6,19.4,18.68,4,5
전북,김제,딸기,1,025,2021-03-11,2,본주,31.5,11,6.1,2.6,19.4,18.68,5,2
전북,김제,딸기,1,025,2021-03-11,2,본주,31.5,11,6.1,2.6,19.4,18.68,6,2
전북,김제,딸기,1,025,2021-03-11,3,본주,30.1,10,6.1,3.2,19.0,19.23,2,3
전북,김제,딸기,1,025,2021-03-11,3,본주,30.1,10,6.1,3.2,19.0,19.23,3,5
전북,김제,딸기,1,025,2021-03-11,3,본주,30.1,10,6.1,3.2,19.0,19.23,4,4
전북,김제,딸기,1,025,2021-03-11,3,본주,30.1,10,6.1,3.2,19.0,19.23,5,
전북,김제,딸기,1,025,2021-03-11,3,본주,30.1,10,6.1,3.2,19.0,19.23,6,
전북,김제,딸기,1,025,2021-03-11,4,본주,28.1,5,6.3,4.0,15.1,18.72,2,
전북,김제,딸기,1,025,2021-03-11,4,본주,28.1,5,6.3,4.0,15.1,18.72,3,3
전북,김제,딸기,1,025,2021-03-11,4,본주,28.1,5,6.3,4.0,15.1,18.72,4,
전북,김제,딸기,1,025,2021-03-11,4,본주,28.1,5,6.3,4.0,15.1,18.72,5,
전북,김제,딸기,1,025,2021-03-11,4,본주,28.1,5,6.3,4.0,15.1,18.72,6,
전북,김제,딸기,1,025,2021-03-18,1,본주,32.4,6,7.3,3.5,21.8,17.52,3,3
전북,김제,딸기,1,025,2021-03-18,1,본주,32.4,6,7.3,3.5,21.8,17.52,4,3
전북,김제,딸기,1,025,2021-03-18,1,본주,32.4,6,7.3,3.5,21.8,17.52,5,2
전북,김제,딸기,1,025,2021-03-18,1,본주,32.4,6,7.3,3.5,21.8,17.52,6,
전북,김제,딸기,1,025,2021-03-18,2,본주,35.9,11,6.9,3.2,18.0,18.07,3,3
전북,김제,딸기,1,025,2021-03-18,2,본주,35.9,11,6.9,3.2,18.0,18.07,4,4
전북,김제,딸기,1,025,2021-03-18,2,본주,35.9,11,6.9,3.2,18.0,18.07,5,3
전북,김제,딸기,1,025,2021-03-18,2,본주,35.9,11,6.9,3.2,18.0,18.07,6,3
전북,김제,딸기,1,025,2021-03-18,3,본주,33.4,10,6.6,3.2,18.0,18.50,3,3
전북,김제,딸기,1,025,2021-03-18,3,본주,33.4,10,6.6,3.2,18.0,18.50,4,2
전북,김제,딸기,1,025,2021-03-18,3,본주,33.4,10,6.6,3.2,18.0,18.50,5,
전북,김제,딸기,1,025,2021-03-18,3,본주,33.4,10,6.6,3.2,18.0,18.50,6,
전북,김제,딸기,1,025,2021-03-18,4,본주,28.5,7,6.3,3.3,18.0,18.75,3,3
전북,김제,딸기,1,025,2021-03-18,4,본주,28.5,7,6.3,3.3,18.0,18.75,4,0
전북,김제,딸기,1,025,2021-03-18,4,본주,28.5,7,6.3,3.3,18.0,18.75,5,
전북,김제,딸기,1,025,2021-03-18,4,본주,28.5,7,6.3,3.3,18.0,18.75,6,
전북,김제,딸기,1,025,2021-03-25,1,본주,33.2,6,7.4,3.4,22.8,17.51,3,
전북,김제,딸기,1,025,2021-03-25,1,본주,33.2,6,7.4,3.4,22.8,17.51,4,3
전북,김제,딸기,1,025,2021-03-25,1,본주,33.2,6,7.4,3.4,22.8,17.51,5,3
전북,김제,딸기,1,025,2021-03-25,1,본주,33.2,6,7.4,3.4,22.8,17.51,6,
전북,김제,딸기,1,025,2021-03-25,2,본주,37.0,12,7.0,2.9,23.3,18.00,3,
전북,김제,딸기,1,025,2021-03-25,2,본주,37.0,12,7.0,2.9,23.3,18.00,4,2
전북,김제,딸기,1,025,2021-03-25,2,본주,37.0,12,7.0,2.9,23.3,18.00,5,3
전북,김제,딸기,1,025,2021-03-25,2,본주,37.0,12,7.0,2.9,23.3,18.00,6,3
전북,김제,딸기,1,025,2021-03-25,3,본주,34.2,11,6.3,2.7,18.4,18.26,3,2
전북,김제,딸기,1,025,2021-03-25,3,본주,34.2,11,6.3,2.7,18.4,18.26,4,1
전북,김제,딸기,1,025,2021-03-25,3,본주,34.2,11,6.3,2.7,18.4,18.26,5,
전북,김제,딸기,1,025,2021-03-25,3,본주,34.2,11,6.3,2.7,18.4,18.26,6,
전북,김제,딸기,1,025,2021-03-25,4,본주,32.2,7,6.6,2.7,21.4,18.67,3,2
전북,김제,딸기,1,025,2021-03-25,4,본주,32.2,7,6.6,2.7,21.4,18.67,4,1
전북,김제,딸기,1,025,2021-03-25,4,본주,32.2,7,6.6,2.7,21.4,18.67,5,
전북,김제,딸기,1,025,2021-03-25,4,본주,32.2,7,6.6,2.7,21.4,18.67,6,
전북,김제,딸기,1,025,2021-04-01,1,본주,36.7,7,6.8,2.5,21.2,17.72,3,
전북,김제,딸기,1,025,2021-04-01,1,본주,36.7,7,6.8,2.5,21.2,17.72,4,3
