도,시군,품목,작기,농가명,조사일자,개체번호,액아구분,초장,엽수,엽장,엽폭,엽병장,관부직경,화방번호,화방별착과수
경남,거창,딸기,1,051,2020-10-08,1,본주,24.0,4,6.5,4.6,16.0,13.22,0,
경남,거창,딸기,1,051,2020-10-08,2,본주,22.8,5,7.5,5.3,9.0,12.41,0,
경남,거창,딸기,1,051,2020-10-08,3,본주,25.5,5,7.4,5.6,8.6,14.42,0,
경남,거창,딸기,1,051,2020-10-08,4,본주,30.0,5,9.6,6.3,13.7,15.73,0,
경남,거창,딸기,1,051,2020-10-15,1,본주,24.0,5,10.4,6.7,8.7,12.27,0,
경남,거창,딸기,1,051,2020-10-15,2,본주,24.2,6,9.0,6.0,7.5,13.59,0,
경남,거창,딸기,1,051,2020-10-15,3,본주,21.5,6,10.6,8.0,10.3,14.70,0,
경남,거창,딸기,1,051,2020-10-15,4,본주,29.0,6,10.8,7.9,11.0,14.73,0,
경남,거창,딸기,1,051,2020-10-22,1,본주,25.0,5,10.5,7.0,10.5,12.72,1,
경남,거창,딸기,1,051,2020-10-22,2,본주,24.0,6,10.0,7.5,11.6,14.15,1,
경남,거창,딸기,1,051,2020-10-22,3,본주,22.3,5,10.9,7.7,9.2,15.74,1,
경남,거창,딸기,1,051,2020-10-22,4,본주,29.5,7,11.3,8.0,11.2,16.33,1,
경남,거창,딸기,1,051,2020-10-29,1,본주,25.5,7,10.9,7.5,11.3,13.54,1,
경남,거창,딸기,1,051,2020-10-29,2,본주,25.0,6,10.5,7.0,10.5,15.10,1,
경남,거창,딸기,1,051,2020-10-29,3,본주,23.8,7,11.0,8.5,10.5,16.20,1,
경남,거창,딸기,1,051,2020-10-29,4,본주,27.0,5,11.5,8.0,10.8,16.57,1,
경남,거창,딸기,1,051,2020-11-06,1,본주,25.0,6,9.3,7.0,10.1,14.73,1,3
경남,거창,딸기,1,051,2020-11-06,2,본주,25.9,8,10.0,8.2,11.2,15.52,1,1
경남,거창,딸기,1,051,2020-11-06,3,본주,27.2,9,11.8,8.2,13.9,17.23,1,3
경남,거창,딸기,1,051,2020-11-06,4,본주,29.7,7,12.0,9.6,13.0,16.80,1,4
경남,거창,딸기,1,051,2020-11-12,1,본주,22.6,6,9.6,7.4,12.5,14.16,1,6
경남,거창,딸기,1,051,2020-11-12,2,본주,26.1,7,10.7,7.5,12.9,15.14,1,3
경남,거창,딸기,1,051,2020-11-12,3,본주,28.9,7,12.0,8.7,15.8,16.49,1,6
경남,거창,딸기,1,051,2020-11-12,4,본주,30.5,6,12.5,9.4,13.1,16.87,1,8
경남,거창,딸기,1,051,2020-11-19,1,본주,23.3,6,8.5,6.3,14.0,14.83,1,7
경남,거창,딸기,1,051,2020-11-19,2,본주,26.3,7,10.7,7.9,13.8,15.37,1,6
경남,거창,딸기,1,051,2020-11-19,3,본주,28.9,8,9.8,7.7,16.7,16.39,1,8
경남,거창,딸기,1,051,2020-11-19,4,본주,28.0,7,12.9,9.7,12.7,16.52,1,12
경남,거창,딸기,1,051,2020-12-24,1,본주,24.0,9,6.4,4.5,12.4,16.77,1,0
경남,거창,딸기,1,051,2020-12-24,1,본주,24.0,9,6.4,4.5,12.4,16.77,2,
경남,거창,딸기,1,051,2020-12-24,2,본주,31.5,7,9.7,6.5,18.3,16.05,1,3
경남,거창,딸기,1,051,2020-12-24,2,본주,31.5,7,9.7,6.5,18.3,16.05,2,
경남,거창,딸기,1,051,2020-12-24,3,본주,30.1,11,9.4,7.0,16.4,17.39,1,0
경남,거창,딸기,1,051,2020-12-24,3,본주,30.1,11,9.4,7.0,16.4,17.39,2,2
경남,거창,딸기,1,051,2020-12-24,4,본주,30.5,10,9.3,6.7,18.7,17.44,1,0
경남,거창,딸기,1,051,2020-12-24,4,본주,30.5,10,9.3,6.7,18.7,17.44,2,5
경남,거창,딸기,1,051,2020-12-30,1,본주,23.5,10,8.5,6.6,13.4,18.20,2,
경남,거창,딸기,1,051,2020-12-30,2,본주,32.6,9,9.5,6.4,18.1,16.26,1,0
경남,거창,딸기,1,051,2020-12-30,2,본주,32.6,9,9.5,6.4,18.1,16.26,2,
경남,거창,딸기,1,051,2020-12-30,3,본주,29.3,10,9.3,6.6,17.8,17.19,2,3
경남,거창,딸기,1,051,2020-12-30,4,본주,30.5,9,12.0,7.2,16.9,16.80,2,4
경남,거창,딸기,1,051,2021-01-11,1,본주,24.3,11,6.9,4.4,13.5,18.29,2,2
경남,거창,딸기,1,051,2021-01-11,2,본주,34.7,9,9.8,7.2,16.2,16.60,2,2
경남,거창,딸기,1,051,2021-01-11,3,본주,31.6,13,8.0,5.9,14.2,18.88,2,6
경남,거창,딸기,1,051,2021-01-11,4,본주,32.6,9,11.1,7.2,19.6,17.30,2,4
경남,거창,딸기,1,051,2021-02-03,1,본주,25.0,7,7.3,5.5,13.0,14.68,2,5
경남,거창,딸기,1,051,2021-02-03,1,본주,25.0,7,7.3,5.5,13.0,14.68,3,4
경남,거창,딸기,1,051,2021-02-03,2,본주,32.8,12,7.0,5.1,13.5,18.86,2,7
경남,거창,딸기,1,051,2021-02-03,3,본주,26.1,7,6.7,4.5,12.2,14.84,2,3
경남,거창,딸기,1,051,2021-02-03,3,본주,26.1,7,6.7,4.5,12.2,14.84,3,1
경남,거창,딸기,1,051,2021-02-03,4,본주,24.7,4,6.3,4.1,12.3,16.37,3,1
경남,거창,딸기,1,051,2021-02-09,1,본주,25.9,7,9.6,6.7,15.7,14.83,2,4
경남,거창,딸기,1,051,2021-02-09,1,본주,25.9,7,9.6,6.7,15.7,14.83,3,6
경남,거창,딸기,1,051,2021-02-09,1,본주,25.9,7,9.6,6.7,15.7,14.83,4,
경남,거창,딸기,1,051,2021-02-09,2,본주,29.9,12,8.4,6.0,13.6,19.13,2,7
경남,거창,딸기,1,051,2021-02-09,2,본주,29.9,12,8.4,6.0,13.6,19.13,3,
경남,거창,딸기,1,051,2021-02-09,3,본주,25.9,7,6.0,4.3,14.4,16.33,2,5
경남,거창,딸기,1,051,2021-02-09,3,본주,25.9,7,6.0,4.3,14.4,16.33,3,1
경남,거창,딸기,1,051,2021-02-09,4,본주,24.9,5,7.5,5.6,13.0,16.54,3,2
경남,거창,딸기,1,051,2021-02-16,1,본주,24.9,9,7.3,5.5,13.5,14.02,2,3
경남,거창,딸기,1,051,2021-02-16,1,본주,24.9,9,7.3,5.5,13.5,14.02,3,6
경남,거창,딸기,1,051,2021-02-16,1,본주,24.9,9,7.3,5.5,13.5,14.02,4,
경남,거창,딸기,1,051,2021-02-16,2,본주,34.2,13,8.7,6.0,14.1,19.57,2,7
경남,거창,딸기,1,051,2021-02-16,2,본주,34.2,13,8.7,6.0,14.1,19.57,3,
경남,거창,딸기,1,051,2021-02-16,2,본주,34.2,13,8.7,6.0,14.1,19.57,4,
경남,거창,딸기,1,051,2021-02-16,3,본주,26.7,7,6.0,4.4,14.5,16.35,2,6
경남,거창,딸기,1,051,2021-02-16,3,본주,26.7,7,6.0,4.4,14.5,16.35,3,3
경남,거창,딸기,1,051,2021-02-16,4,본주,25.0,5,7.6,5.7,17.1,16.84,3,5
경남,거창,딸기,1,051,2021-02-16,4,본주,25.0,5,7.6,5.7,17.1,16.84,4,
경남,거창,딸기,1,051,2021-02-25,1,본주,24.5,8,7.5,5.9,14.2,15.10,2,1
경남,거창,딸기,1,051,2021-02-25,1,본주,24.5,8,7.5,5.9,14.2,15.10,3,5
경남,거창,딸기,1,051,2021-02-25,1,본주,24.5,8,7.5,5.9,14.2,15.10,4,2
경남,거창,딸기,1,051,2021-02-25,2,본주,30.9,14,8.9,6.9,16.1,18.15,2,5
경남,거창,딸기,1,051,2021-02-25,2,본주,30.9,14,8.9,6.9,16.1,18.15,3,7
경남,거창,딸기,1,051,2021-02-25,2,본주,30.9,14,8.9,6.9,16.1,18.15,4,
경남,거창,딸기,1,051,2021-02-25,3,본주,26.5,8,6.3,4.0,15.1,16.23,2,7
경남,거창,딸기,1,051,2021-02-25,3,본주,26.5,8,6.3,4.0,15.1,16.23,3,6
경남,거창,딸기,1,051,2021-02-25,4,본주,24.0,5,7.0,5.7,16.5,14.47,3,6
경남,거창,딸기,1,051,2021-02-25,4,본주,24.0,5,7.0,5.7,16.5,14.47,4,1
경남,거창,딸기,1,051,2021-03-05,1,본주,25.1,9,8.0,5.7,13.6,15.18,2,0
경남,거창,딸기,1,051,2021-03-05,1,본주,25.1,9,8.0,5.7,13.6,15.18,3,3
경남,거창,딸기,1,051,2021-03-05,1,본주,25.1,9,8.0,5.7,13.6,15.18,4,3
경남,거창,딸기,1,051,2021-03-05,2,본주,34.5,12,9.3,7.0,17.0,19.33,2,2
경남,거창,딸기,1,051,2021-03-05,2,본주,34.5,12,9.3,7.0,17.0,19.33,3,6
경남,거창,딸기,1,051,2021-03-05,2,본주,34.5,12,9.3,7.0,17.0,19.33,4,2
경남,거창,딸기,1,051,2021-03-05,3,본주,26.3,8,6.7,4.0,15.5,17.55,2,4
경남,거창,딸기,1,051,2021-03-05,3,본주,26.3,8,6.7,4.0,15.5,17.55,3,4
경남,거창,딸기,1,051,2021-03-05,4,본주,32.1,8,10.1,7.8,18.3,16.82,3,5
경남,거창,딸기,1,051,2021-03-05,4,본주,32.1,8,10.1,7.8,18.3,16.82,4,4
경남,거창,딸기,1,051,2021-03-10,1,본주,25.3,9,7.5,5.1,12.4,15.87,3,0
경남,거창,딸기,1,051,2021-03-10,1,본주,25.3,9,7.5,5.1,12.4,15.87,4,3
경남,거창,딸기,1,051,2021-03-10,2,본주,31.8,12,9.3,7.2,17.0,19.45,2,2
경남,거창,딸기,1,051,2021-03-10,2,본주,31.8,12,9.3,7.2,17.0,19.45,3,6
경남,거창,딸기,1,051,2021-03-10,2,본주,31.8,12,9.3,7.2,17.0,19.45,4,3
경남,거창,딸기,1,051,2021-03-10,3,본주,27.0,8,6.8,4.8,15.9,17.83,2,3
경남,거창,딸기,1,051,2021-03-10,3,본주,27.0,8,6.8,4.8,15.9,17.83,3,4
경남,거창,딸기,1,051,2021-03-10,4,본주,32.0,10,10.2,8.0,18.1,17.49,3,3
경남,거창,딸기,1,051,2021-03-10,4,본주,32.0,10,10.2,8.0,18.1,17.49,4,5
경남,거창,딸기,1,051,2021-03-25,1,본주,26.1,11,7.7,5.2,12.4,16.72,4,1
경남,거창,딸기,1,051,2021-03-25,2,본주,32.6,13,9.7,7.3,17.5,19.63,2,0
경남,거창,딸기,1,051,2021-03-25,2,본주,32.6,13,9.7,7.3,17.5,19.63,3,1
경남,거창,딸기,1,051,2021-03-25,2,본주,32.6,13,9.7,7.3,17.5,19.63,4,3
경남,거창,딸기,1,051,2021-03-25,2,본주,32.6,13,9.7,7.3,17.5,19.63,5,
경남,거창,딸기,1,051,2021-03-25,3,본주,25.5,8,6.5,4.0,15.9,17.91,2,0
경남,거창,딸기,1,051,2021-03-25,3,본주,25.5,8,6.5,4.0,15.9,17.91,3,1
경남,거창,딸기,1,051,2021-03-25,4,본주,29.5,6,10.9,8.6,18.2,16.40,3,0
경남,거창,딸기,1,051,2021-03-25,4,본주,29.5,6,10.9,8.6,18.2,16.40,4,4
경남,거창,딸기,1,051,2021-03-25,4,본주,29.5,6,10.9,8.6,18.2,16.40,5,
경남,거창,딸기,1,051,2021-03-31,1,본주,20.0,11,7.7,5.6,9.6,15.23,4,0
경남,거창,딸기,1,051,2021-03-31,1,본주,20.0,11,7.7,5.6,9.6,15.23,5,
경남,거창,딸기,1,051,2021-03-31,2,본주,32.3,12,8.2,6.3,17.1,17.61,3,0
경남,거창,딸기,1,051,2021-03-31,2,본주,32.3,12,8.2,6.3,17.1,17.61,4,2
경남,거창,딸기,1,051,2021-03-31,2,본주,32.3,12,8.2,6.3,17.1,17.61,5,
경남,거창,딸기,1,051,2021-03-31,3,본주,27.2,9,6.5,4.2,16.2,18.36,3,0
경남,거창,딸기,1,051,2021-03-31,4,본주,29.4,7,7.0,5.4,18.1,17.28,4,2
경남,거창,딸기,1,051,2021-03-31,4,본주,29.4,7,7.0,5.4,18.1,17.28,5,1
경남,거창,딸기,1,051,2021-04-07,1,본주,20.3,11,8.0,5.8,12.2,15.58,5,0
경남,거창,딸기,1,051,2021-04-07,2,본주,32.2,10,8.5,6.5,16.5,15.18,4,0
경남,거창,딸기,1,051,2021-04-07,2,본주,32.2,10,8.5,6.5,16.5,15.18,5,2
경남,거창,딸기,1,051,2021-04-07,3,본주,27.0,9,6.5,4.0,16.0,14.69,3,
경남,거창,딸기,1,051,2021-04-07,4,본주,29.5,8,9.3,7.0,17.8,14.75,4,0
경남,거창,딸기,1,051,2021-04-07,4,본주,29.5,8,9.3,7.0,17.8,14.75,5,2
경남,거창,딸기,1,051,2021-04-13,1,본주,23.3,11,10.2,6.5,12.3,16.09,5,1
경남,거창,딸기,1,051,2021-04-13,2,본주,31.8,10,8.4,6.1,16.1,16.26,5,5
경남,거창,딸기,1,051,2021-04-13,3,본주,26.7,10,7.1,5.2,12.5,16.67,3,
경남,거창,딸기,1,051,2021-04-13,4,본주,29.0,8,9.8,7.1,17.1,17.45,5,3
경남,산청,딸기,1,052,2020-09-08,1,본주,17.0,6,6.7,5.4,9.0,11.31,0,
경남,산청,딸기,1,052,2020-09-08,2,본주,18.3,7,7.0,5.2,7.5,10.33,0,
경남,산청,딸기,1,052,2020-09-08,3,본주,17.5,6,6.5,5.0,10.5,11.18,0,
경남,산청,딸기,1,052,2020-09-08,4,본주,19.7,7,7.0,5.5,10.9,10.13,0,
경남,산청,딸기,1,052,2020-09-16,1,본주,18.0,7,7.3,5.0,8.5,11.46,0,
경남,산청,딸기,1,052,2020-09-16,2,본주,18.3,7,7.1,5.3,8.5,11.23,0,
경남,산청,딸기,1,052,2020-09-16,3,본주,18.0,6,6.3,5.3,10.5,11.28,0,
경남,산청,딸기,1,052,2020-09-16,4,본주,19.1,7,7.6,5.7,11.0,10.66,0,
경남,산청,딸기,1,052,2020-09-23,1,본주,17.5,8,7.5,5.8,8.5,11.80,0,
경남,산청,딸기,1,052,2020-09-23,2,본주,18.9,8,7.3,5.0,8.2,12.86,0,
경남,산청,딸기,1,052,2020-09-23,3,본주,18.0,6,6.5,5.2,10.2,11.28,0,
경남,산청,딸기,1,052,2020-09-23,4,본주,20.0,8,6.4,4.4,8.7,11.23,0,
경남,산청,딸기,1,052,2020-09-29,1,본주,18.5,9,9.8,7.0,7.3,13.83,0,
경남,산청,딸기,1,052,2020-09-29,2,본주,19.5,9,8.2,6.1,8.5,13.01,0,
경남,산청,딸기,1,052,2020-09-29,3,본주,17.9,8,7.4,5.4,9.0,12.65,0,
경남,산청,딸기,1,052,2020-09-29,4,본주,19.0,9,9.0,5.1,9.1,13.34,0,
경남,산청,딸기,1,052,2020-10-07,1,본주,19.0,10,8.8,6.3,8.3,14.35,0,
경남,산청,딸기,1,052,2020-10-07,2,본주,19.7,9,9.0,7.3,9.5,13.34,0,
경남,산청,딸기,1,052,2020-10-07,3,본주,18.0,8,8.9,7.0,7.0,14.18,0,
경남,산청,딸기,1,052,2020-10-07,4,본주,20.0,10,7.6,5.6,9.5,14.15,0,
경남,산청,딸기,1,052,2020-10-14,1,본주,19.6,5,9.3,7.7,9.5,15.40,0,
경남,산청,딸기,1,052,2020-10-14,2,본주,19.0,5,9.3,8.3,8.0,13.74,0,
경남,산청,딸기,1,052,2020-10-14,3,본주,16.3,5,6.3,5.0,6.4,12.94,0,
경남,산청,딸기,1,052,2020-10-14,4,본주,20.6,5,8.5,7.0,10.8,11.90,1,
경남,산청,딸기,1,052,2020-10-21,1,본주,20.2,5,9.6,9.6,7.0,15.70,1,
경남,산청,딸기,1,052,2020-10-21,2,본주,20.0,5,9.7,8.7,8.2,15.31,1,
경남,산청,딸기,1,052,2020-10-21,3,본주,15.1,4,6.9,5.0,8.3,14.60,1,
경남,산청,딸기,1,052,2020-10-21,4,본주,21.0,5,9.2,6.8,10.5,13.82,1,0
경남,산청,딸기,1,052,2020-10-28,1,본주,20.6,5,10.0,10.0,7.3,16.05,1,2
경남,산청,딸기,1,052,2020-10-28,2,본주,21.6,6,9.1,8.1,10.4,16.07,1,0
경남,산청,딸기,1,052,2020-10-28,3,본주,16.4,4,9.4,7.5,6.5,14.53,1,0
경남,산청,딸기,1,052,2020-10-28,4,본주,22.0,6,9.1,6.9,11.4,14.15,1,3
경남,산청,딸기,1,052,2020-11-05,1,본주,25.2,9,10.4,8.0,11.6,16.64,1,6
경남,산청,딸기,1,052,2020-11-05,2,본주,26.2,7,9.7,7.6,10.5,16.47,1,6
경남,산청,딸기,1,052,2020-11-05,3,본주,16.0,5,7.5,5.9,3.3,12.48,1,3
경남,산청,딸기,1,052,2020-11-05,4,본주,22.4,7,8.2,6.7,10.2,10.97,1,9
경남,산청,딸기,1,052,2020-11-11,1,본주,28.5,9,10.8,8.1,11.5,16.44,1,8
경남,산청,딸기,1,052,2020-11-11,2,본주,27.5,8,10.2,8.9,14.2,16.92,1,5
경남,산청,딸기,1,052,2020-11-11,3,본주,16.3,6,4.6,3.6,2.9,12.61,1,7
경남,산청,딸기,1,052,2020-11-11,4,본주,22.2,7,7.9,6.9,11.0,11.78,1,5
경남,산청,딸기,1,052,2020-11-18,1,본주,29.6,9,10.9,7.8,12.0,16.77,1,6
경남,산청,딸기,1,052,2020-11-18,2,본주,27.7,8,10.6,9.0,14.7,17.25,1,5
경남,산청,딸기,1,052,2020-11-18,3,본주,17.0,6,6.8,5.6,3.5,14.13,1,8
경남,산청,딸기,1,052,2020-11-18,4,본주,22.5,7,9.0,7.9,10.6,14.68,1,5
경남,산청,딸기,1,052,2020-12-23,1,본주,29.9,11,8.4,6.6,13.5,16.54,1,0
경남,산청,딸기,1,052,2020-12-23,1,본주,29.9,11,8.4,6.6,13.5,16.54,2,2
경남,산청,딸기,1,052,2020-12-23,2,본주,28.0,11,9.5,7.8,13.0,17.48,1,0
경남,산청,딸기,1,052,2020-12-23,2,본주,28.0,11,9.5,7.8,13.0,17.48,2,0
경남,산청,딸기,1,052,2020-12-23,3,본주,24.2,8,8.2,7.0,14.0,12.43,1,0
경남,산청,딸기,1,052,2020-12-23,3,본주,24.2,8,8.2,7.0,14.0,12.43,2,3
경남,산청,딸기,1,052,2020-12-23,4,본주,21.3,8,9.5,8.0,9.2,12.36,1,0
경남,산청,딸기,1,052,2020-12-23,4,본주,21.3,8,9.5,8.0,9.2,12.36,2,3
경남,산청,딸기,1,052,2020-12-30,1,본주,29.5,12,9.4,7.5,14.8,16.52,0,
경남,산청,딸기,1,052,2020-12-30,1,본주,29.5,12,9.4,7.5,14.8,16.52,2,2
경남,산청,딸기,1,052,2020-12-30,2,본주,26.9,13,8.6,8.0,14.2,17.53,0,
경남,산청,딸기,1,052,2020-12-30,2,본주,26.9,13,8.6,8.0,14.2,17.53,2,1
경남,산청,딸기,1,052,2020-12-30,3,본주,24.0,9,8.3,7.0,13.5,14.25,0,
경남,산청,딸기,1,052,2020-12-30,3,본주,24.0,9,8.3,7.0,13.5,14.25,2,3
경남,산청,딸기,1,052,2020-12-30,4,본주,22.8,10,8.5,6.7,10.5,13.70,0,
경남,산청,딸기,1,052,2020-12-30,4,본주,22.8,10,8.5,6.7,10.5,13.70,2,3
경남,산청,딸기,1,052,2021-01-25,1,본주,30.3,12,7.0,5.7,13.0,15.99,2,0
경남,산청,딸기,1,052,2021-01-25,1,본주,30.3,12,7.0,5.7,13.0,15.99,3,1
경남,산청,딸기,1,052,2021-01-25,1,본주,30.3,12,7.0,5.7,13.0,15.99,4,1
경남,산청,딸기,1,052,2021-01-25,2,본주,29.2,11,6.7,5.3,12.0,17.54,0,
경남,산청,딸기,1,052,2021-01-25,2,본주,29.2,11,6.7,5.3,12.0,17.54,2,5
경남,산청,딸기,1,052,2021-01-25,2,본주,29.2,11,6.7,5.3,12.0,17.54,3,
경남,산청,딸기,1,052,2021-01-25,3,본주,24.5,7,4.8,4.0,8.3,13.70,0,
경남,산청,딸기,1,052,2021-01-25,3,본주,24.5,7,4.8,4.0,8.3,13.70,2,0
경남,산청,딸기,1,052,2021-01-25,3,본주,24.5,7,4.8,4.0,8.3,13.70,3,
경남,산청,딸기,1,052,2021-01-25,4,본주,23.2,8,8.2,6.1,9.5,14.62,0,
경남,산청,딸기,1,052,2021-01-25,4,본주,23.2,8,8.2,6.1,9.5,14.62,2,0
경남,산청,딸기,1,052,2021-01-25,4,본주,23.2,8,8.2,6.1,9.5,14.62,3,1
경남,산청,딸기,1,052,2021-02-02,1,본주,29.0,11,7.0,6.0,12.8,16.99,0,
경남,산청,딸기,1,052,2021-02-02,1,본주,29.0,11,7.0,6.0,12.8,16.99,3,4
경남,산청,딸기,1,052,2021-02-02,1,본주,29.0,11,7.0,6.0,12.8,16.99,4,2
경남,산청,딸기,1,052,2021-02-02,2,본주,29.6,11,6.7,5.0,12.0,17.66,0,
경남,산청,딸기,1,052,2021-02-02,2,본주,29.6,11,6.7,5.0,12.0,17.66,2,4
경남,산청,딸기,1,052,2021-02-02,2,본주,29.6,11,6.7,5.0,12.0,17.66,3,0
경남,산청,딸기,1,052,2021-02-02,3,본주,23.5,7,5.4,3.2,9.0,14.27,0,
경남,산청,딸기,1,052,2021-02-02,3,본주,23.5,7,5.4,3.2,9.0,14.27,3,0
경남,산청,딸기,1,052,2021-02-02,4,본주,23.4,8,5.5,4.2,14.0,15.45,0,
경남,산청,딸기,1,052,2021-02-02,4,본주,23.4,8,5.5,4.2,14.0,15.45,3,2
경남,산청,딸기,1,052,2021-02-09,1,본주,25.0,12,7.0,5.5,14.5,18.95,0,
경남,산청,딸기,1,052,2021-02-09,1,본주,25.0,12,7.0,5.5,14.5,18.95,3,7
경남,산청,딸기,1,052,2021-02-09,1,본주,25.0,12,7.0,5.5,14.5,18.95,4,5
경남,산청,딸기,1,052,2021-02-09,2,본주,27.3,7,6.7,5.5,13.2,16.58,0,
경남,산청,딸기,1,052,2021-02-09,2,본주,27.3,7,6.7,5.5,13.2,16.58,2,0
경남,산청,딸기,1,052,2021-02-09,2,본주,27.3,7,6.7,5.5,13.2,16.58,3,2
경남,산청,딸기,1,052,2021-02-09,3,본주,24.5,8,4.2,3.2,8.7,14.25,0,
경남,산청,딸기,1,052,2021-02-09,3,본주,24.5,8,4.2,3.2,8.7,14.25,3,2
경남,산청,딸기,1,052,2021-02-09,4,본주,23.0,8,5.7,4.0,10.5,15.66,0,
경남,산청,딸기,1,052,2021-02-09,4,본주,23.0,8,5.7,4.0,10.5,15.66,3,6
경남,산청,딸기,1,052,2021-02-16,1,본주,29.7,13,6.7,4.9,15.4,18.90,0,
경남,산청,딸기,1,052,2021-02-16,1,본주,29.7,13,6.7,4.9,15.4,18.90,3,5
경남,산청,딸기,1,052,2021-02-16,1,본주,29.7,13,6.7,4.9,15.4,18.90,4,6
경남,산청,딸기,1,052,2021-02-16,1,본주,29.7,13,6.7,4.9,15.4,18.90,5,
경남,산청,딸기,1,052,2021-02-16,2,본주,27.7,8,7.6,5.6,14.0,17.13,0,
경남,산청,딸기,1,052,2021-02-16,2,본주,27.7,8,7.6,5.6,14.0,17.13,3,6
경남,산청,딸기,1,052,2021-02-16,3,본주,24.6,9,5.2,3.5,11.4,14.36,0,
경남,산청,딸기,1,052,2021-02-16,3,본주,24.6,9,5.2,3.5,11.4,14.36,3,4
경남,산청,딸기,1,052,2021-02-16,4,본주,24.0,8,5.6,4.0,12.0,15.69,0,
경남,산청,딸기,1,052,2021-02-16,4,본주,24.0,8,5.6,4.0,12.0,15.69,3,6
경남,산청,딸기,1,052,2021-02-16,4,본주,24.0,8,5.6,4.0,12.0,15.69,4,
경남,산청,딸기,1,052,2021-02-26,1,본주,32.5,13,8.2,7.5,20.4,19.00,3,4
경남,산청,딸기,1,052,2021-02-26,1,본주,32.5,13,8.2,7.5,20.4,19.00,4,2
경남,산청,딸기,1,052,2021-02-26,1,본주,32.5,13,8.2,7.5,20.4,19.00,5,0
경남,산청,딸기,1,052,2021-02-26,1,본주,32.5,13,8.2,7.5,20.4,19.00,6,
경남,산청,딸기,1,052,2021-02-26,2,본주,28.5,9,5.5,5.6,13.8,17.32,0,
경남,산청,딸기,1,052,2021-02-26,2,본주,28.5,9,5.5,5.6,13.8,17.32,3,2
경남,산청,딸기,1,052,2021-02-26,2,본주,28.5,9,5.5,5.6,13.8,17.32,4,
경남,산청,딸기,1,052,2021-02-26,3,본주,23.9,7,7.7,6.1,12.4,14.52,0,
경남,산청,딸기,1,052,2021-02-26,3,본주,23.9,7,7.7,6.1,12.4,14.52,3,3
경남,산청,딸기,1,052,2021-02-26,4,본주,24.1,6,8.0,7.0,14.8,15.90,0,
경남,산청,딸기,1,052,2021-02-26,4,본주,24.1,6,8.0,7.0,14.8,15.90,3,1
경남,산청,딸기,1,052,2021-02-26,4,본주,24.1,6,8.0,7.0,14.8,15.90,4,0
경남,산청,딸기,1,052,2021-03-05,1,본주,33.0,13,8.5,7.5,21.4,19.33,3,2
경남,산청,딸기,1,052,2021-03-05,1,본주,33.0,13,8.5,7.5,21.4,19.33,4,1
경남,산청,딸기,1,052,2021-03-05,1,본주,33.0,13,8.5,7.5,21.4,19.33,5,1
경남,산청,딸기,1,052,2021-03-05,1,본주,33.0,13,8.5,7.5,21.4,19.33,6,1
경남,산청,딸기,1,052,2021-03-05,2,본주,29.2,9,9.1,7.9,18.5,17.82,0,
경남,산청,딸기,1,052,2021-03-05,2,본주,29.2,9,9.1,7.9,18.5,17.82,3,2
경남,산청,딸기,1,052,2021-03-05,2,본주,29.2,9,9.1,7.9,18.5,17.82,4,0
경남,산청,딸기,1,052,2021-03-05,3,본주,24.5,7,8.6,7.0,15.2,14.60,0,
경남,산청,딸기,1,052,2021-03-05,3,본주,24.5,7,8.6,7.0,15.2,14.60,3,3
경남,산청,딸기,1,052,2021-03-05,4,본주,24.6,6,8.5,6.7,15.0,15.23,0,
경남,산청,딸기,1,052,2021-03-05,4,본주,24.6,6,8.5,6.7,15.0,15.23,3,0
경남,산청,딸기,1,052,2021-03-05,4,본주,24.6,6,8.5,6.7,15.0,15.23,4,3
경남,산청,딸기,1,052,2021-03-10,1,본주,33.1,14,9.1,7.6,20.5,19.83,3,0
경남,산청,딸기,1,052,2021-03-10,1,본주,33.1,14,9.1,7.6,20.5,19.83,4,0
경남,산청,딸기,1,052,2021-03-10,1,본주,33.1,14,9.1,7.6,20.5,19.83,5,3
경남,산청,딸기,1,052,2021-03-10,1,본주,33.1,14,9.1,7.6,20.5,19.83,6,3
경남,산청,딸기,1,052,2021-03-10,2,본주,29.7,9,8.3,7.3,12.5,18.96,0,
경남,산청,딸기,1,052,2021-03-10,2,본주,29.7,9,8.3,7.3,12.5,18.96,3,1
경남,산청,딸기,1,052,2021-03-10,2,본주,29.7,9,8.3,7.3,12.5,18.96,4,3
경남,산청,딸기,1,052,2021-03-10,3,본주,24.9,6,8.8,7.3,15.3,14.41,0,
경남,산청,딸기,1,052,2021-03-10,3,본주,24.9,6,8.8,7.3,15.3,14.41,3,3
경남,산청,딸기,1,052,2021-03-10,4,본주,25.6,6,8.6,6.8,15.4,15.63,0,
경남,산청,딸기,1,052,2021-03-10,4,본주,25.6,6,8.6,6.8,15.4,15.63,4,4
경남,산청,딸기,1,052,2021-03-17,1,본주,31.1,10,8.3,7.5,20.5,19.25,0,
경남,산청,딸기,1,052,2021-03-17,1,본주,31.1,10,8.3,7.5,20.5,19.25,5,3
경남,산청,딸기,1,052,2021-03-17,1,본주,31.1,10,8.3,7.5,20.5,19.25,6,2
경남,산청,딸기,1,052,2021-03-17,2,본주,23.8,5,8.1,7.5,13.5,19.32,0,
경남,산청,딸기,1,052,2021-03-17,2,본주,23.8,5,8.1,7.5,13.5,19.32,3,0
