도,시군,품목,작기,농가명,조사일자,개체번호,줄기번호,초장,생장길이,엽수,엽장,엽폭,줄기굵기,화방높이,개화마디,착과마디
전남,화순,파프리카,1,016,2020-10-21,2,1,97.7,13.2,29,27.2,15.5,7.70,13.5,,
전남,화순,파프리카,1,016,2020-10-21,3,1,99.0,13.8,28,26.5,14.3,8.10,13.0,,
전남,화순,파프리카,1,016,2020-10-21,3,1,99.0,13.8,28,26.5,14.3,8.10,13.0,,
전남,화순,파프리카,1,016,2020-10-21,3,1,99.0,13.8,28,26.5,14.3,8.10,13.0,,
전남,화순,파프리카,1,016,2020-10-21,3,1,99.0,13.8,28,26.5,14.3,8.10,13.0,,
전남,화순,파프리카,1,016,2020-10-21,3,1,99.0,13.8,28,26.5,14.3,8.10,13.0,,
전남,화순,파프리카,1,016,2020-10-21,3,1,99.0,13.8,28,26.5,14.3,8.10,13.0,,
전남,화순,파프리카,1,016,2020-10-21,4,1,93.5,13.4,27,28.2,16.5,8.50,16.8,,
전남,화순,파프리카,1,016,2020-10-21,4,1,93.5,13.4,27,28.2,16.5,8.50,16.8,,
전남,화순,파프리카,1,016,2020-10-21,4,1,93.5,13.4,27,28.2,16.5,8.50,16.8,,
전남,화순,파프리카,1,016,2020-10-21,4,1,93.5,13.4,27,28.2,16.5,8.50,16.8,,
전남,화순,파프리카,1,016,2020-10-21,4,1,93.5,13.4,27,28.2,16.5,8.50,16.8,,
전남,화순,파프리카,1,016,2020-10-27,1,1,104.2,5.2,27,19.0,11.0,6.80,6.5,,
전남,화순,파프리카,1,016,2020-10-27,1,1,104.2,5.2,27,19.0,11.0,6.80,6.5,,
전남,화순,파프리카,1,016,2020-10-27,1,1,104.2,5.2,27,19.0,11.0,6.80,6.5,,
전남,화순,파프리카,1,016,2020-10-27,1,1,104.2,5.2,27,19.0,11.0,6.80,6.5,,
전남,화순,파프리카,1,016,2020-10-27,1,1,104.2,5.2,27,19.0,11.0,6.80,6.5,,
전남,화순,파프리카,1,016,2020-10-27,1,1,104.2,5.2,27,19.0,11.0,6.80,6.5,,
전남,화순,파프리카,1,016,2020-10-27,1,1,104.2,5.2,32,22.0,11.0,6.80,6.5,,
전남,화순,파프리카,1,016,2020-10-27,2,1,103.2,5.5,32,22.0,12.0,6.60,10.0,,
전남,화순,파프리카,1,016,2020-10-27,2,1,103.2,5.5,32,22.0,12.0,6.60,10.0,,
전남,화순,파프리카,1,016,2020-10-27,2,1,103.2,5.5,32,22.0,12.0,6.60,10.0,,
전남,화순,파프리카,1,016,2020-10-27,2,1,103.2,5.5,32,22.0,12.0,6.60,10.0,,
전남,화순,파프리카,1,016,2020-10-27,2,1,103.2,5.5,32,22.0,12.0,6.60,10.0,,
전남,화순,파프리카,1,016,2020-10-27,2,1,103.2,5.5,32,22.0,12.0,6.60,10.0,,
전남,화순,파프리카,1,016,2020-10-27,2,1,103.2,5.5,32,22.0,12.0,6.60,10.0,,
전남,화순,파프리카,1,016,2020-10-27,3,1,107.0,8.0,30,27.0,14.1,7.60,13.5,,
전남,화순,파프리카,1,016,2020-10-27,3,1,107.0,8.0,30,27.0,14.1,7.60,13.5,,
전남,화순,파프리카,1,016,2020-10-27,3,1,107.0,8.0,30,27.0,14.1,7.60,13.5,,
전남,화순,파프리카,1,016,2020-10-27,3,1,107.0,8.0,30,27.0,14.1,7.60,13.5,,
전남,화순,파프리카,1,016,2020-10-27,3,1,107.0,8.0,30,27.0,14.1,7.60,13.5,,
전남,화순,파프리카,1,016,2020-10-27,3,1,107.0,8.0,30,27.0,14.1,7.60,13.5,,
전남,화순,파프리카,1,016,2020-10-27,3,1,107.0,8.0,30,27.0,14.1,7.60,13.5,,
전남,화순,파프리카,1,016,2020-10-27,4,1,98.7,5.2,35,24.0,12.4,5.50,3.6,,
전남,화순,파프리카,1,016,2020-10-27,4,1,98.7,5.2,35,24.0,12.4,5.50,3.6,,
전남,화순,파프리카,1,016,2020-10-27,4,1,98.7,5.2,35,24.0,12.4,5.50,3.6,,
전남,화순,파프리카,1,016,2020-10-27,4,1,98.7,5.2,35,24.0,12.4,5.50,3.6,,
전남,화순,파프리카,1,016,2020-10-27,4,1,98.7,5.2,35,24.0,12.4,5.50,3.6,,
전남,화순,파프리카,1,016,2020-10-27,4,1,98.7,5.2,35,24.0,12.4,5.50,3.6,,
전남,화순,파프리카,1,016,2020-10-27,4,1,98.7,5.2,35,24.0,12.4,5.50,3.6,,
전남,화순,파프리카,1,016,2020-11-02,1,1,109.8,5.6,42,21.0,10.2,5.20,6.0,,
전남,화순,파프리카,1,016,2020-11-02,1,1,109.8,5.6,42,21.0,10.2,5.20,6.0,,
전남,화순,파프리카,1,016,2020-11-02,1,1,109.8,5.6,42,21.0,10.2,5.20,6.0,,
전남,화순,파프리카,1,016,2020-11-02,1,1,109.8,5.6,42,21.0,10.2,5.20,6.0,,
전남,화순,파프리카,1,016,2020-11-02,1,1,109.8,5.6,42,21.0,10.2,5.20,6.0,,
전남,화순,파프리카,1,016,2020-11-02,1,1,109.8,5.6,42,21.0,10.2,5.20,6.0,,
전남,화순,파프리카,1,016,2020-11-02,1,1,109.8,5.6,42,21.0,10.2,5.20,6.0,,
전남,화순,파프리카,1,016,2020-11-02,1,1,109.8,5.6,42,21.0,10.2,5.20,6.0,,
전남,화순,파프리카,1,016,2020-11-02,2,1,106.9,3.7,43,23.0,11.3,5.60,6.5,,
전남,화순,파프리카,1,016,2020-11-02,2,1,106.9,3.7,43,23.0,11.3,5.60,6.5,,
전남,화순,파프리카,1,016,2020-11-02,2,1,106.9,3.7,43,23.0,11.3,5.60,6.5,,
전남,화순,파프리카,1,016,2020-11-02,2,1,106.9,3.7,43,23.0,11.3,5.60,6.5,,
전남,화순,파프리카,1,016,2020-11-02,2,1,106.9,3.7,43,23.0,11.3,5.60,6.5,,
전남,화순,파프리카,1,016,2020-11-02,2,1,106.9,3.7,43,23.0,11.3,5.60,6.5,,
전남,화순,파프리카,1,016,2020-11-02,2,1,106.9,3.7,43,23.0,11.3,5.60,6.5,,
전남,화순,파프리카,1,016,2020-11-02,2,1,106.9,3.7,43,23.0,11.3,5.60,6.5,,
전남,화순,파프리카,1,016,2020-11-02,3,1,113.6,6.6,38,23.1,13.0,5.30,4.8,,
전남,화순,파프리카,1,016,2020-11-02,3,1,113.6,6.6,38,23.1,13.0,5.30,4.8,,
전남,화순,파프리카,1,016,2020-11-02,3,1,113.6,6.6,38,23.1,13.0,5.30,4.8,,
전남,화순,파프리카,1,016,2020-11-02,3,1,113.6,6.6,38,23.1,13.0,5.30,4.8,,
전남,화순,파프리카,1,016,2020-11-02,3,1,113.6,6.6,38,23.1,13.0,5.30,4.8,,
전남,화순,파프리카,1,016,2020-11-02,3,1,113.6,6.6,38,23.1,13.0,5.30,4.8,,
전남,화순,파프리카,1,016,2020-11-02,3,1,113.6,6.6,38,23.1,13.0,5.30,4.8,,
전남,화순,파프리카,1,016,2020-11-02,3,1,113.6,6.6,38,23.1,13.0,5.30,4.8,,
전남,화순,파프리카,1,016,2020-11-02,4,1,101.7,3.0,38,22.2,11.3,5.30,5.6,,
전남,화순,파프리카,1,016,2020-11-02,4,1,101.7,3.0,38,22.2,11.3,5.30,5.6,,
전남,화순,파프리카,1,016,2020-11-02,4,1,101.7,3.0,38,22.2,11.3,5.30,5.6,,
전남,화순,파프리카,1,016,2020-11-02,4,1,101.7,3.0,38,22.2,11.3,5.30,5.6,,
전남,화순,파프리카,1,016,2020-11-02,4,1,101.7,3.0,38,22.2,11.3,5.30,5.6,,
전남,화순,파프리카,1,016,2020-11-02,4,1,101.7,3.0,38,22.2,11.3,5.30,5.6,,
전남,화순,파프리카,1,016,2020-11-02,4,1,101.7,3.0,38,22.2,11.3,5.30,5.6,,
전남,화순,파프리카,1,016,2020-11-02,4,1,101.7,3.0,38,22.2,11.3,5.30,5.6,,
전남,화순,파프리카,1,016,2020-11-09,1,1,111.3,1.5,40,21.0,10.4,4.80,2.7,,
전남,화순,파프리카,1,016,2020-11-09,1,1,111.3,1.5,40,21.0,10.4,4.80,2.7,,
전남,화순,파프리카,1,016,2020-11-09,1,1,111.3,1.5,40,21.0,10.4,4.80,2.7,,
전남,화순,파프리카,1,016,2020-11-09,1,1,111.3,1.5,40,21.0,10.4,4.80,2.7,,
전남,화순,파프리카,1,016,2020-11-09,1,1,111.3,1.5,40,21.0,10.4,4.80,2.7,,
전남,화순,파프리카,1,016,2020-11-09,1,1,111.3,1.5,40,21.0,10.4,4.80,2.7,,
전남,화순,파프리카,1,016,2020-11-09,1,1,111.3,1.5,40,21.0,10.4,4.80,2.7,,
전남,화순,파프리카,1,016,2020-11-09,1,1,111.3,1.5,40,21.0,10.4,4.80,2.7,,
전남,화순,파프리카,1,016,2020-11-09,1,1,111.3,1.5,40,21.0,10.4,4.80,2.7,,
전남,화순,파프리카,1,016,2020-11-09,2,1,108.7,1.8,48,20.0,10.9,5.00,4.3,,
전남,화순,파프리카,1,016,2020-11-09,2,1,108.7,1.8,48,20.0,10.9,5.00,4.3,,
전남,화순,파프리카,1,016,2020-11-09,2,1,108.7,1.8,48,20.0,10.9,5.00,4.3,,
전남,화순,파프리카,1,016,2020-11-09,2,1,108.7,1.8,48,20.0,10.9,5.00,4.3,,
전남,화순,파프리카,1,016,2020-11-09,2,1,108.7,1.8,48,20.0,10.9,5.00,4.3,,
전남,화순,파프리카,1,016,2020-11-09,2,1,108.7,1.8,48,20.0,10.9,5.00,4.3,,
전남,화순,파프리카,1,016,2020-11-09,2,1,108.7,1.8,48,20.0,10.9,5.00,4.3,,
전남,화순,파프리카,1,016,2020-11-09,2,1,108.7,1.8,48,20.0,10.9,5.00,4.3,,
전남,화순,파프리카,1,016,2020-11-09,2,1,108.7,1.8,48,20.0,10.9,5.00,4.3,,
전남,화순,파프리카,1,016,2020-11-09,2,1,108.7,1.8,48,20.0,10.9,5.00,4.3,,
전남,화순,파프리카,1,016,2020-11-09,3,1,118.6,5.0,42,24.0,13.1,4.70,9.4,,
전남,화순,파프리카,1,016,2020-11-09,3,1,118.6,5.0,42,24.0,13.1,4.70,9.4,,
전남,화순,파프리카,1,016,2020-11-09,3,1,118.6,5.0,42,24.0,13.1,4.70,9.4,,
전남,화순,파프리카,1,016,2020-11-09,3,1,118.6,5.0,42,24.0,13.1,4.70,9.4,,
전남,화순,파프리카,1,016,2020-11-09,3,1,118.6,5.0,42,24.0,13.1,4.70,9.4,,
전남,화순,파프리카,1,016,2020-11-09,3,1,118.6,5.0,42,24.0,13.1,4.70,9.4,,
전남,화순,파프리카,1,016,2020-11-09,3,1,118.6,5.0,42,24.0,13.1,4.70,9.4,,
전남,화순,파프리카,1,016,2020-11-09,3,1,118.6,5.0,42,24.0,13.1,4.70,9.4,,
전남,화순,파프리카,1,016,2020-11-09,3,1,118.6,5.0,42,24.0,13.1,4.70,9.4,,
전남,화순,파프리카,1,016,2020-11-09,4,1,102.7,1.0,39,22.0,11.2,4.80,3.4,,
전남,화순,파프리카,1,016,2020-11-09,4,1,102.7,1.0,39,22.0,11.2,4.80,3.4,,
전남,화순,파프리카,1,016,2020-11-09,4,1,102.7,1.0,39,22.0,11.2,4.80,3.4,,
전남,화순,파프리카,1,016,2020-11-09,4,1,102.7,1.0,39,22.0,11.2,4.80,3.4,,
전남,화순,파프리카,1,016,2020-11-09,4,1,102.7,1.0,39,22.0,11.2,4.80,3.4,,
전남,화순,파프리카,1,016,2020-11-09,4,1,102.7,1.0,39,22.0,11.2,4.80,3.4,,
전남,화순,파프리카,1,016,2020-11-09,4,1,102.7,1.0,39,22.0,11.2,4.80,3.4,,
전남,화순,파프리카,1,016,2020-11-09,4,1,102.7,1.0,39,22.0,11.2,4.80,3.4,,
전남,화순,파프리카,1,016,2020-11-09,4,1,102.7,1.0,39,22.0,11.2,4.80,3.4,,
전남,화순,파프리카,1,016,2020-11-17,1,1,114.6,3.3,44,18.7,11.0,4.60,2.7,,
전남,화순,파프리카,1,016,2020-11-17,1,1,114.6,3.3,44,18.7,11.0,4.60,2.7,,
전남,화순,파프리카,1,016,2020-11-17,1,1,114.6,3.3,44,18.7,11.0,4.60,2.7,,
전남,화순,파프리카,1,016,2020-11-17,1,1,114.6,3.3,44,18.7,11.0,4.60,2.7,,
전남,화순,파프리카,1,016,2020-11-17,1,1,114.6,3.3,44,18.7,11.0,4.60,2.7,,
전남,화순,파프리카,1,016,2020-11-17,1,1,114.6,3.3,44,18.7,11.0,4.60,2.7,,
전남,화순,파프리카,1,016,2020-11-17,1,1,114.6,3.3,44,18.7,11.0,4.60,2.7,,
전남,화순,파프리카,1,016,2020-11-17,1,1,114.6,3.3,44,18.7,11.0,4.60,2.7,,
전남,화순,파프리카,1,016,2020-11-17,1,1,114.6,3.3,44,18.7,11.0,4.60,2.7,,
전남,화순,파프리카,1,016,2020-11-17,1,1,114.6,3.3,44,18.7,11.0,4.60,2.7,,
전남,화순,파프리카,1,016,2020-11-17,2,1,113.7,5.0,46,18.7,11.0,4.10,1.3,,
전남,화순,파프리카,1,016,2020-11-17,2,1,113.7,5.0,46,18.7,11.0,4.10,1.3,,
전남,화순,파프리카,1,016,2020-11-17,2,1,113.7,5.0,46,18.7,11.0,4.10,1.3,,
전남,화순,파프리카,1,016,2020-11-17,2,1,113.7,5.0,46,18.7,11.0,4.10,1.3,,
전남,화순,파프리카,1,016,2020-11-17,2,1,113.7,5.0,46,18.7,11.0,4.10,1.3,,
전남,화순,파프리카,1,016,2020-11-17,2,1,113.7,5.0,46,18.7,11.0,4.10,1.3,,
전남,화순,파프리카,1,016,2020-11-17,2,1,113.7,5.0,46,18.7,11.0,4.10,1.3,,
전남,화순,파프리카,1,016,2020-11-17,2,1,113.7,5.0,46,18.7,11.0,4.10,1.3,,
전남,화순,파프리카,1,016,2020-11-17,2,1,113.7,5.0,46,18.7,11.0,4.10,1.3,,
전남,화순,파프리카,1,016,2020-11-17,2,1,113.7,5.0,46,18.7,11.0,4.10,1.3,,
전남,화순,파프리카,1,016,2020-11-17,2,1,113.7,5.0,46,18.7,11.0,4.10,1.3,,
전남,화순,파프리카,1,016,2020-11-17,3,1,124.6,6.0,48,21.7,11.0,4.90,4.5,,
전남,화순,파프리카,1,016,2020-11-17,3,1,124.6,6.0,48,21.7,11.0,4.90,4.5,,
전남,화순,파프리카,1,016,2020-11-17,3,1,124.6,6.0,48,21.7,11.0,4.90,4.5,,
전남,화순,파프리카,1,016,2020-11-17,3,1,124.6,6.0,48,21.7,11.0,4.90,4.5,,
전남,화순,파프리카,1,016,2020-11-17,3,1,124.6,6.0,48,21.7,11.0,4.90,4.5,,
전남,화순,파프리카,1,016,2020-11-17,3,1,124.6,6.0,48,21.7,11.0,4.90,4.5,,
전남,화순,파프리카,1,016,2020-11-17,3,1,124.6,6.0,48,21.7,11.0,4.90,4.5,,
전남,화순,파프리카,1,016,2020-11-17,3,1,124.6,6.0,48,21.7,11.0,4.90,4.5,,
전남,화순,파프리카,1,016,2020-11-17,3,1,124.6,6.0,48,21.7,11.0,4.90,4.5,,
전남,화순,파프리카,1,016,2020-11-17,3,1,124.6,6.0,48,21.7,11.0,4.90,4.5,,
전남,화순,파프리카,1,016,2020-11-17,3,1,124.6,6.0,48,21.7,11.0,4.90,4.5,,
전남,화순,파프리카,1,016,2020-11-17,4,1,108.2,5.5,51,18.7,10.4,4.70,4.1,,
전남,화순,파프리카,1,016,2020-11-17,4,1,108.2,5.5,51,18.7,10.4,4.70,4.1,,
전남,화순,파프리카,1,016,2020-11-17,4,1,108.2,5.5,51,18.7,10.4,4.70,4.1,,
전남,화순,파프리카,1,016,2020-11-17,4,1,108.2,5.5,51,18.7,10.4,4.70,4.1,,
전남,화순,파프리카,1,016,2020-11-17,4,1,108.2,5.5,51,18.7,10.4,4.70,4.1,,
전남,화순,파프리카,1,016,2020-11-17,4,1,108.2,5.5,51,18.7,10.4,4.70,4.1,,
전남,화순,파프리카,1,016,2020-11-17,4,1,108.2,5.5,51,18.7,10.4,4.70,4.1,,
전남,화순,파프리카,1,016,2020-11-17,4,1,108.2,5.5,51,18.7,10.4,4.70,4.1,,
전남,화순,파프리카,1,016,2020-11-17,4,1,108.2,5.5,51,18.7,10.4,4.70,4.1,,
전남,화순,파프리카,1,016,2020-11-17,4,1,108.2,5.5,51,18.7,10.4,4.70,4.1,,
전남,화순,파프리카,1,016,2020-11-25,1,1,116.6,2.0,46,18.2,10.6,4.10,2.7,,
전남,화순,파프리카,1,016,2020-11-25,1,1,116.6,2.0,46,18.2,10.6,4.10,2.7,,
전남,화순,파프리카,1,016,2020-11-25,1,1,116.6,2.0,46,18.2,10.6,4.10,2.7,,
전남,화순,파프리카,1,016,2020-11-25,1,1,116.6,2.0,46,18.2,10.6,4.10,2.7,,
전남,화순,파프리카,1,016,2020-11-25,1,1,116.6,2.0,46,18.2,10.6,4.10,2.7,,
전남,화순,파프리카,1,016,2020-11-25,1,1,116.6,2.0,46,18.2,10.6,4.10,2.7,,
전남,화순,파프리카,1,016,2020-11-25,1,1,116.6,2.0,46,18.2,10.6,4.10,2.7,,
전남,화순,파프리카,1,016,2020-11-25,1,1,116.6,2.0,46,18.2,10.6,4.10,2.7,,
전남,화순,파프리카,1,016,2020-11-25,1,1,116.6,2.0,46,18.2,10.6,4.10,2.7,,
전남,화순,파프리카,1,016,2020-11-25,1,1,116.6,2.0,46,18.2,10.6,4.10,2.7,,
전남,화순,파프리카,1,016,2020-11-25,1,1,116.6,2.0,46,18.2,10.6,4.10,2.7,,
전남,화순,파프리카,1,016,2020-11-25,2,1,118.5,4.8,54,17.0,10.2,3.80,2.6,,
전남,화순,파프리카,1,016,2020-11-25,2,1,118.5,4.8,54,17.0,10.2,3.80,2.6,,
전남,화순,파프리카,1,016,2020-11-25,2,1,118.5,4.8,54,17.0,10.2,3.80,2.6,,
전남,화순,파프리카,1,016,2020-11-25,2,1,118.5,4.8,54,17.0,10.2,3.80,2.6,,
전남,화순,파프리카,1,016,2020-11-25,2,1,118.5,4.8,54,17.0,10.2,3.80,2.6,,
전남,화순,파프리카,1,016,2020-11-25,2,1,118.5,4.8,54,17.0,10.2,3.80,2.6,,
전남,화순,파프리카,1,016,2020-11-25,2,1,118.5,4.8,54,17.0,10.2,3.80,2.6,,
전남,화순,파프리카,1,016,2020-11-25,2,1,118.5,4.8,54,17.0,10.2,3.80,2.6,,
전남,화순,파프리카,1,016,2020-11-25,2,1,118.5,4.8,54,17.0,10.2,3.80,2.6,,
전남,화순,파프리카,1,016,2020-11-25,2,1,118.5,4.8,54,17.0,10.2,3.80,2.6,,
전남,화순,파프리카,1,016,2020-11-25,2,1,118.5,4.8,54,17.0,10.2,3.80,2.6,,
전남,화순,파프리카,1,016,2020-11-25,2,1,118.5,4.8,54,17.0,10.2,3.80,2.6,,
전남,화순,파프리카,1,016,2020-11-25,3,1,130.7,6.1,32,16.0,9.7,4.20,2.7,,
전남,화순,파프리카,1,016,2020-11-25,3,1,130.7,6.1,32,16.0,9.7,4.20,2.7,,
전남,화순,파프리카,1,016,2020-11-25,3,1,130.7,6.1,32,16.0,9.7,4.20,2.7,,
전남,화순,파프리카,1,016,2020-11-25,3,1,130.7,6.1,32,16.0,9.7,4.20,2.7,,
전남,화순,파프리카,1,016,2020-11-25,3,1,130.7,6.1,32,16.0,9.7,4.20,2.7,,
전남,화순,파프리카,1,016,2020-11-25,3,1,130.7,6.1,32,16.0,9.7,4.20,2.7,,
전남,화순,파프리카,1,016,2020-11-25,3,1,130.7,6.1,32,16.0,9.7,4.20,2.7,,
전남,화순,파프리카,1,016,2020-11-25,3,1,130.7,6.1,32,16.0,9.7,4.20,2.7,,
전남,화순,파프리카,1,016,2020-11-25,3,1,130.7,6.1,32,16.0,9.7,4.20,2.7,,
전남,화순,파프리카,1,016,2020-11-25,3,1,130.7,6.1,32,16.0,9.7,4.20,2.7,,
전남,화순,파프리카,1,016,2020-11-25,3,1,130.7,6.1,32,16.0,9.7,4.20,2.7,,
전남,화순,파프리카,1,016,2020-11-25,3,1,130.7,6.1,32,16.0,9.7,4.20,2.7,,
전남,화순,파프리카,1,016,2020-11-25,4,1,112.5,4.3,55,19.0,10.7,4.10,3.1,,
전남,화순,파프리카,1,016,2020-11-25,4,1,112.5,4.3,55,19.0,10.7,4.10,3.1,,
전남,화순,파프리카,1,016,2020-11-25,4,1,112.5,4.3,55,19.0,10.7,4.10,3.1,,
전남,화순,파프리카,1,016,2020-11-25,4,1,112.5,4.3,55,19.0,10.7,4.10,3.1,,
전남,화순,파프리카,1,016,2020-11-25,4,1,112.5,4.3,55,19.0,10.7,4.10,3.1,,
전남,화순,파프리카,1,016,2020-11-25,4,1,112.5,4.3,55,19.0,10.7,4.10,3.1,,
전남,화순,파프리카,1,016,2020-11-25,4,1,112.5,4.3,55,19.0,10.7,4.10,3.1,,
전남,화순,파프리카,1,016,2020-11-25,4,1,112.5,4.3,55,19.0,10.7,4.10,3.1,,
전남,화순,파프리카,1,016,2020-11-25,4,1,112.5,4.3,55,19.0,10.7,4.10,3.1,,
전남,화순,파프리카,1,016,2020-11-25,4,1,112.5,4.3,55,19.0,10.7,4.10,3.1,,
전남,화순,파프리카,1,016,2020-11-25,4,1,112.5,4.3,55,19.0,10.7,4.10,3.1,,
전남,화순,파프리카,1,016,2020-12-01,1,1,117.2,1.6,50,17.0,10.0,4.20,2.0,,
전남,화순,파프리카,1,016,2020-12-01,1,1,117.2,1.6,50,17.0,10.0,4.20,2.0,,
전남,화순,파프리카,1,016,2020-12-01,1,1,117.2,1.6,50,17.0,10.0,4.20,2.0,,
전남,화순,파프리카,1,016,2020-12-01,1,1,117.2,1.6,50,17.0,10.0,4.20,2.0,,
전남,화순,파프리카,1,016,2020-12-01,1,1,117.2,1.6,50,17.0,10.0,4.20,2.0,,
전남,화순,파프리카,1,016,2020-12-01,1,1,117.2,1.6,50,17.0,10.0,4.20,2.0,,
전남,화순,파프리카,1,016,2020-12-01,1,1,117.2,1.6,50,17.0,10.0,4.20,2.0,,
전남,화순,파프리카,1,016,2020-12-01,1,1,117.2,1.6,50,17.0,10.0,4.20,2.0,,
전남,화순,파프리카,1,016,2020-12-01,1,1,117.2,1.6,50,17.0,10.0,4.20,2.0,,
전남,화순,파프리카,1,016,2020-12-01,1,1,117.2,1.6,50,17.0,10.0,4.20,2.0,,
전남,화순,파프리카,1,016,2020-12-01,1,1,117.2,1.6,50,17.0,10.0,4.20,2.0,,
전남,화순,파프리카,1,016,2020-12-01,1,1,117.2,1.6,50,17.0,10.0,4.20,2.0,,
전남,화순,파프리카,1,016,2020-12-01,2,1,118.5,4.8,54,17.0,10.2,3.80,2.6,,
전남,화순,파프리카,1,016,2020-12-01,2,1,118.5,4.8,54,17.0,10.2,3.80,2.6,,
전남,화순,파프리카,1,016,2020-12-01,2,1,118.5,4.8,54,17.0,10.2,3.80,2.6,,
전남,화순,파프리카,1,016,2020-12-01,2,1,118.5,4.8,54,17.0,10.2,3.80,2.6,,
전남,화순,파프리카,1,016,2020-12-01,2,1,118.5,4.8,54,17.0,10.2,3.80,2.6,,
전남,화순,파프리카,1,016,2020-12-01,2,1,118.5,4.8,54,17.0,10.2,3.80,2.6,,
전남,화순,파프리카,1,016,2020-12-01,2,1,118.5,4.8,54,17.0,10.2,3.80,2.6,,
전남,화순,파프리카,1,016,2020-12-01,2,1,118.5,4.8,54,17.0,10.2,3.80,2.6,,
전남,화순,파프리카,1,016,2020-12-01,2,1,118.5,4.8,54,17.0,10.2,3.80,2.6,,
전남,화순,파프리카,1,016,2020-12-01,2,1,118.5,4.8,54,17.0,10.2,3.80,2.6,,
전남,화순,파프리카,1,016,2020-12-01,2,1,118.5,4.8,54,17.0,10.2,3.80,2.6,,
전남,화순,파프리카,1,016,2020-12-01,2,1,118.5,4.8,54,17.0,10.2,3.80,2.6,,
전남,화순,파프리카,1,016,2020-12-01,3,1,135.9,5.2,50,17.2,10.0,4.70,6.5,,
전남,화순,파프리카,1,016,2020-12-01,3,1,135.9,5.2,50,17.2,10.0,4.70,6.5,,
전남,화순,파프리카,1,016,2020-12-01,3,1,135.9,5.2,50,17.2,10.0,4.70,6.5,,
전남,화순,파프리카,1,016,2020-12-01,3,1,135.9,5.2,50,17.2,10.0,4.70,6.5,,
전남,화순,파프리카,1,016,2020-12-01,3,1,135.9,5.2,50,17.2,10.0,4.70,6.5,,
전남,화순,파프리카,1,016,2020-12-01,3,1,135.9,5.2,50,17.2,10.0,4.70,6.5,,
전남,화순,파프리카,1,016,2020-12-01,3,1,135.9,5.2,50,17.2,10.0,4.70,6.5,,
전남,화순,파프리카,1,016,2020-12-01,3,1,135.9,5.2,50,17.2,10.0,4.70,6.5,,
전남,화순,파프리카,1,016,2020-12-01,3,1,135.9,5.2,50,17.2,10.0,4.70,6.5,,
전남,화순,파프리카,1,016,2020-12-01,3,1,135.9,5.2,50,17.2,10.0,4.70,6.5,,
전남,화순,파프리카,1,016,2020-12-01,3,1,135.9,5.2,50,17.2,10.0,4.70,6.5,,
전남,화순,파프리카,1,016,2020-12-01,3,1,135.9,5.2,50,17.2,10.0,4.70,6.5,,
전남,화순,파프리카,1,016,2020-12-01,4,1,115.8,3.3,53,16.0,8.3,4.40,5.5,,
전남,화순,파프리카,1,016,2020-12-01,4,1,115.8,3.3,53,16.0,8.3,4.40,5.5,,
전남,화순,파프리카,1,016,2020-12-01,4,1,115.8,3.3,53,16.0,8.3,4.40,5.5,,
전남,화순,파프리카,1,016,2020-12-01,4,1,115.8,3.3,53,16.0,8.3,4.40,5.5,,
전남,화순,파프리카,1,016,2020-12-01,4,1,115.8,3.3,53,16.0,8.3,4.40,5.5,,
전남,화순,파프리카,1,016,2020-12-01,4,1,115.8,3.3,53,16.0,8.3,4.40,5.5,,
전남,화순,파프리카,1,016,2020-12-01,4,1,115.8,3.3,53,16.0,8.3,4.40,5.5,,
전남,화순,파프리카,1,016,2020-12-01,4,1,115.8,3.3,53,16.0,8.3,4.40,5.5,,
전남,화순,파프리카,1,016,2020-12-01,4,1,115.8,3.3,53,16.0,8.3,4.40,5.5,,
전남,화순,파프리카,1,016,2020-12-01,4,1,115.8,3.3,53,16.0,8.3,4.40,5.5,,
전남,화순,파프리카,1,016,2020-12-01,4,1,115.8,3.3,53,16.0,8.3,4.40,5.5,,
전남,화순,파프리카,1,016,2020-12-07,1,1,117.9,0.7,48,18.4,10.8,3.90,2.0,,
전남,화순,파프리카,1,016,2020-12-07,1,1,117.9,0.7,48,18.4,10.8,3.90,2.0,,
전남,화순,파프리카,1,016,2020-12-07,1,1,117.9,0.7,48,18.4,10.8,3.90,2.0,,
전남,화순,파프리카,1,016,2020-12-07,1,1,117.9,0.7,48,18.4,10.8,3.90,2.0,,
전남,화순,파프리카,1,016,2020-12-07,1,1,117.9,0.7,48,18.4,10.8,3.90,2.0,,
전남,화순,파프리카,1,016,2020-12-07,1,1,117.9,0.7,48,18.4,10.8,3.90,2.0,,
전남,화순,파프리카,1,016,2020-12-07,1,1,117.9,0.7,48,18.4,10.8,3.90,2.0,,
전남,화순,파프리카,1,016,2020-12-07,1,1,117.9,0.7,48,18.4,10.8,3.90,2.0,,
전남,화순,파프리카,1,016,2020-12-07,1,1,117.9,0.7,48,18.4,10.8,3.90,2.0,,
전남,화순,파프리카,1,016,2020-12-07,1,1,117.9,0.7,48,18.4,10.8,3.90,2.0,,
전남,화순,파프리카,1,016,2020-12-07,1,1,117.9,0.7,48,18.4,10.8,3.90,2.0,,
전남,화순,파프리카,1,016,2020-12-07,1,1,117.9,0.7,48,18.4,10.8,3.90,2.0,,
전남,화순,파프리카,1,016,2020-12-07,2,1,122.0,3.5,51,19.5,10.7,4.20,3.2,,
