档,矫焙,前格,累扁,丑啊疙,炼荤老磊,俺眉锅龋,檬厘,勘厘,勘气,临扁苯扁
版合,己林,曼寇,1,001,2021-01-05,1,,18.7,17.2,6.25
版合,己林,曼寇,1,001,2021-01-05,2,,16.4,15.3,6.23
版合,己林,曼寇,1,001,2021-01-05,3,,16.7,15.9,6.06
版合,己林,曼寇,1,001,2021-01-05,4,,17.1,15.6,5.80
版合,己林,曼寇,1,001,2021-01-12,1,,17.1,15.7,6.68
版合,己林,曼寇,1,001,2021-01-12,2,,16.5,15.1,7.09
版合,己林,曼寇,1,001,2021-01-12,3,,15.0,17.2,5.08
版合,己林,曼寇,1,001,2021-01-12,4,,16.3,16.2,5.30
版合,己林,曼寇,1,001,2021-01-19,1,,13.9,13.0,6.00
版合,己林,曼寇,1,001,2021-01-19,2,,15.3,15.6,6.12
版合,己林,曼寇,1,001,2021-01-19,3,,17.0,15.8,7.04
版合,己林,曼寇,1,001,2021-01-19,4,,14.6,14.8,6.09
版合,己林,曼寇,1,001,2021-01-26,1,,14.4,13.2,6.03
版合,己林,曼寇,1,001,2021-01-26,2,,15.3,13.1,5.74
版合,己林,曼寇,1,001,2021-01-26,3,,15.5,15.4,5.12
版合,己林,曼寇,1,001,2021-01-26,4,,15.3,14.5,5.16
版合,己林,曼寇,1,001,2021-02-02,1,,18.0,17.3,7.32
版合,己林,曼寇,1,001,2021-02-02,2,,14.2,14.4,5.53
版合,己林,曼寇,1,001,2021-02-02,3,,17.3,17.0,5.74
版合,己林,曼寇,1,001,2021-02-02,4,,16.2,16.5,4.51
版合,己林,曼寇,1,001,2021-02-09,1,,13.5,13.3,7.24
版合,己林,曼寇,1,001,2021-02-09,2,,17.3,15.6,6.53
版合,己林,曼寇,1,001,2021-02-09,3,,13.2,13.5,5.00
版合,己林,曼寇,1,001,2021-02-09,4,,15.8,15.6,6.58
版合,己林,曼寇,1,001,2021-02-16,1,,17.5,14.5,6.73
版合,己林,曼寇,1,001,2021-02-16,2,,17.6,14.4,7.05
版合,己林,曼寇,1,001,2021-02-16,3,,16.8,15.7,6.62
版合,己林,曼寇,1,001,2021-02-16,4,,16.4,14.3,6.04
版合,己林,曼寇,1,001,2021-02-23,1,,13.8,14.2,4.58
版合,己林,曼寇,1,001,2021-02-23,2,,13.9,13.3,4.27
版合,己林,曼寇,1,001,2021-02-23,3,,12.7,13.1,4.52
版合,己林,曼寇,1,001,2021-02-23,4,,14.9,14.5,5.54
版合,己林,曼寇,1,001,2021-03-02,1,,13.4,12.9,6.14
版合,己林,曼寇,1,001,2021-03-02,2,,12.9,14.0,5.85
版合,己林,曼寇,1,001,2021-03-02,3,,12.8,12.7,6.00
版合,己林,曼寇,1,001,2021-03-02,4,,12.5,12.3,6.26
版合,己林,曼寇,1,001,2021-03-09,1,,13.0,11.6,4.61
版合,己林,曼寇,1,001,2021-03-09,2,,13.3,13.2,5.20
版合,己林,曼寇,1,001,2021-03-09,3,,13.1,12.8,5.51
版合,己林,曼寇,1,001,2021-03-09,4,,13.4,12.9,7.13
版合,己林,曼寇,1,001,2021-03-16,1,,14.5,14.0,6.23
版合,己林,曼寇,1,001,2021-03-16,2,,12.0,10.0,6.86
版合,己林,曼寇,1,001,2021-03-16,3,,13.0,12.5,6.51
版合,己林,曼寇,1,001,2021-03-16,4,,11.0,11.5,6.49
版合,己林,曼寇,1,001,2021-03-23,1,,12.0,10.0,5.08
版合,己林,曼寇,1,001,2021-03-23,2,,12.0,10.4,7.11
版合,己林,曼寇,1,001,2021-03-23,3,,11.0,10.5,6.35
版合,己林,曼寇,1,001,2021-03-23,4,,11.0,9.0,5.12
版合,己林,曼寇,1,001,2021-03-30,1,,12.5,10.5,6.31
版合,己林,曼寇,1,001,2021-03-30,2,,12.0,11.0,5.74
版合,己林,曼寇,1,001,2021-03-30,3,,12.0,10.5,5.98
版合,己林,曼寇,1,001,2021-03-30,4,,11.5,10.0,5.46
版合,己林,曼寇,1,001,2021-04-06,1,,12.3,10.5,5.89
版合,己林,曼寇,1,001,2021-04-06,2,,12.0,11.5,5.36
版合,己林,曼寇,1,001,2021-04-06,3,,12.5,11.0,6.58
版合,己林,曼寇,1,001,2021-04-06,4,,12.0,10.0,5.36
版合,己林,曼寇,1,001,2021-04-13,1,,12.0,11.0,6.02
版合,己林,曼寇,1,001,2021-04-13,2,,11.5,10.0,6.31
版合,己林,曼寇,1,001,2021-04-13,3,,12.5,11.5,5.11
版合,己林,曼寇,1,001,2021-04-13,4,,11.0,10.0,4.29
版合,己林,曼寇,1,001,2021-04-20,1,,10.0,8.5,6.18
版合,己林,曼寇,1,001,2021-04-20,2,,10.5,9.0,6.21
版合,己林,曼寇,1,001,2021-04-20,3,,10.0,8.0,5.07
版合,己林,曼寇,1,001,2021-04-20,4,,9.5,8.0,5.10
版合,己林,曼寇,1,001,2021-04-27,1,,10.5,8.5,6.21
版合,己林,曼寇,1,001,2021-04-27,2,,9.0,8.7,5.17
版合,己林,曼寇,1,001,2021-04-27,3,,8.5,8.0,6.49
版合,己林,曼寇,1,001,2021-04-27,4,,10.0,9.5,5.51
版合,己林,曼寇,1,001,2021-05-04,1,,10.5,9.0,5.51
版合,己林,曼寇,1,001,2021-05-04,2,,9.5,9.0,6.36
版合,己林,曼寇,1,001,2021-05-04,3,,10.0,8.5,6.28
版合,己林,曼寇,1,001,2021-05-04,4,,9.5,9.0,5.76
版合,己林,曼寇,1,001,2021-05-11,1,,10.0,9.0,5.18
版合,己林,曼寇,1,001,2021-05-11,2,,10.5,9.3,6.72
版合,己林,曼寇,1,001,2021-05-11,3,,10.0,9.5,5.39
版合,己林,曼寇,1,001,2021-05-11,4,,10.3,10.0,5.65
版合,己林,曼寇,1,001,2021-05-18,1,,9.5,8.5,5.29
版合,己林,曼寇,1,001,2021-05-18,2,,8.5,8.0,5.10
版合,己林,曼寇,1,001,2021-05-18,3,,9.0,8.5,6.42
版合,己林,曼寇,1,001,2021-05-18,4,,9.5,8.0,5.38
版合,己林,曼寇,1,001,2021-05-25,1,,9.3,8.5,5.77
版合,己林,曼寇,1,001,2021-05-25,2,,10.0,9.5,5.41
版合,己林,曼寇,1,001,2021-05-25,3,,9.5,9.0,5.38
版合,己林,曼寇,1,001,2021-05-25,4,,9.5,9.2,5.95
版合,己林,曼寇,1,001,2021-06-01,1,,9.0,8.5,5.71
版合,己林,曼寇,1,001,2021-06-01,2,,8.0,7.4,5.84
版合,己林,曼寇,1,001,2021-06-01,3,,9.2,9.3,5.65
版合,己林,曼寇,1,001,2021-06-01,4,,9.6,8.9,5.51
版合,己林,曼寇,1,002,2020-12-25,1,,20.0,17.0,
版合,己林,曼寇,1,002,2020-12-25,2,,18.5,17.3,
版合,己林,曼寇,1,002,2020-12-25,3,,17.9,15.6,
版合,己林,曼寇,1,002,2020-12-25,4,,19.8,18.0,
版合,己林,曼寇,1,002,2021-01-07,1,,15.5,14.2,5.20
版合,己林,曼寇,1,002,2021-01-07,2,,16.4,14.5,6.20
版合,己林,曼寇,1,002,2021-01-07,3,,15.1,14.1,7.40
版合,己林,曼寇,1,002,2021-01-07,4,,18.6,17.7,6.20
版合,己林,曼寇,1,002,2021-01-12,1,,16.1,14.9,6.30
版合,己林,曼寇,1,002,2021-01-12,2,,15.3,15.0,6.90
版合,己林,曼寇,1,002,2021-01-12,3,,16.9,13.2,5.00
版合,己林,曼寇,1,002,2021-01-12,4,,17.5,16.4,5.90
版合,己林,曼寇,1,002,2021-01-19,1,,15.4,14.2,6.00
版合,己林,曼寇,1,002,2021-01-19,2,,20.2,17.5,6.00
版合,己林,曼寇,1,002,2021-01-19,3,,18.3,14.2,6.30
版合,己林,曼寇,1,002,2021-01-19,4,,15.6,13.0,4.90
版合,己林,曼寇,1,002,2021-01-26,1,,18.0,14.9,7.00
版合,己林,曼寇,1,002,2021-01-26,2,,17.6,13.4,4.60
版合,己林,曼寇,1,002,2021-01-26,3,,19.6,16.0,5.60
版合,己林,曼寇,1,002,2021-01-26,4,,17.8,15.4,6.80
版合,己林,曼寇,1,002,2021-02-02,1,,18.5,16.5,5.20
版合,己林,曼寇,1,002,2021-02-02,2,,17.5,15.5,6.70
版合,己林,曼寇,1,002,2021-02-02,3,,16.0,14.0,6.80
版合,己林,曼寇,1,002,2021-02-02,4,,18.0,15.3,5.60
版合,己林,曼寇,1,002,2021-02-09,1,,16.5,14.5,5.40
版合,己林,曼寇,1,002,2021-02-09,2,,17.0,15.5,6.20
版合,己林,曼寇,1,002,2021-02-09,3,,14.0,12.7,6.30
版合,己林,曼寇,1,002,2021-02-09,4,,13.3,12.8,4.00
版合,己林,曼寇,1,002,2021-02-16,1,,15.0,12.9,6.80
版合,己林,曼寇,1,002,2021-02-16,2,,16.1,14.2,6.20
版合,己林,曼寇,1,002,2021-02-16,3,,16.0,12.3,6.20
版合,己林,曼寇,1,002,2021-02-16,4,,14.7,13.0,5.90
版合,己林,曼寇,1,002,2021-02-23,1,,13.4,11.6,6.20
版合,己林,曼寇,1,002,2021-02-23,2,,15.1,12.6,6.00
版合,己林,曼寇,1,002,2021-02-23,3,,14.0,12.8,6.40
版合,己林,曼寇,1,002,2021-02-23,4,,14.3,13.5,5.40
版合,己林,曼寇,1,002,2021-03-02,1,,11.5,11.4,5.20
版合,己林,曼寇,1,002,2021-03-02,2,,13.0,11.8,5.00
版合,己林,曼寇,1,002,2021-03-02,3,,12.9,11.4,5.20
版合,己林,曼寇,1,002,2021-03-02,4,,10.5,9.4,3.70
版合,己林,曼寇,1,002,2021-03-09,1,,10.0,9.2,5.10
版合,己林,曼寇,1,002,2021-03-09,2,,10.3,8.6,5.00
版合,己林,曼寇,1,002,2021-03-09,3,,11.9,10.3,5.20
版合,己林,曼寇,1,002,2021-03-09,4,,9.1,7.8,5.00
版合,己林,曼寇,1,002,2021-03-15,1,,13.1,10.8,4.50
版合,己林,曼寇,1,002,2021-03-15,2,,12.8,10.4,5.00
版合,己林,曼寇,1,002,2021-03-15,3,,14.5,12.6,4.20
版合,己林,曼寇,1,002,2021-03-15,4,,13.3,12.4,4.60
版合,己林,曼寇,1,002,2021-03-22,1,,10.2,9.4,5.60
版合,己林,曼寇,1,002,2021-03-22,2,,10.9,9.4,5.30
版合,己林,曼寇,1,002,2021-03-22,3,,11.0,9.8,5.50
版合,己林,曼寇,1,002,2021-03-22,4,,10.7,9.1,5.00
版合,己林,曼寇,1,002,2021-03-29,1,,12.8,10.1,4.80
版合,己林,曼寇,1,002,2021-03-29,2,,11.0,9.9,4.70
版合,己林,曼寇,1,002,2021-03-29,3,,12.0,12.0,5.30
版合,己林,曼寇,1,002,2021-03-29,4,,13.1,9.4,4.70
版合,己林,曼寇,1,002,2021-04-05,1,,10.1,9.8,4.50
版合,己林,曼寇,1,002,2021-04-05,2,,10.0,9.6,5.20
版合,己林,曼寇,1,002,2021-04-05,3,,11.1,10.0,4.80
版合,己林,曼寇,1,002,2021-04-05,4,,10.8,9.4,5.10
版合,己林,曼寇,1,002,2021-04-12,1,,12.0,11.0,5.20
版合,己林,曼寇,1,002,2021-04-12,2,,12.8,11.2,5.50
版合,己林,曼寇,1,002,2021-04-12,3,,11.0,11.5,5.30
版合,己林,曼寇,1,002,2021-04-12,4,,11.0,9.8,4.40
版合,己林,曼寇,1,002,2021-04-19,1,,10.5,8.0,4.30
版合,己林,曼寇,1,002,2021-04-19,2,,10.8,9.0,5.40
版合,己林,曼寇,1,002,2021-04-19,3,,11.0,9.0,3.90
版合,己林,曼寇,1,002,2021-04-19,4,,10.0,8.5,4.10
版合,己林,曼寇,1,002,2021-04-26,1,,10.0,10.5,5.30
版合,己林,曼寇,1,002,2021-04-26,2,,11.3,9.8,5.20
版合,己林,曼寇,1,002,2021-04-26,3,,10.8,9.2,4.00
版合,己林,曼寇,1,002,2021-04-26,4,,10.5,9.0,4.10
版合,己林,曼寇,1,002,2021-05-03,1,,10.3,9.0,4.40
版合,己林,曼寇,1,002,2021-05-03,2,,9.0,8.0,4.50
版合,己林,曼寇,1,002,2021-05-03,3,,9.5,9.0,4.70
版合,己林,曼寇,1,002,2021-05-03,4,,9.0,9.0,3.90
版合,己林,曼寇,1,002,2021-05-10,1,,7.8,7.3,4.50
版合,己林,曼寇,1,002,2021-05-10,2,,8.5,8.3,4.60
版合,己林,曼寇,1,002,2021-05-10,3,,9.0,8.5,4.80
版合,己林,曼寇,1,002,2021-05-10,4,,9.0,8.5,4.90
版合,己林,曼寇,1,002,2021-05-17,1,,10.0,9.0,5.00
版合,己林,曼寇,1,002,2021-05-17,2,,8.5,8.5,4.80
版合,己林,曼寇,1,002,2021-05-17,3,,9.5,8.3,4.90
版合,己林,曼寇,1,002,2021-05-17,4,,10.3,9.0,5.30
版合,己林,曼寇,1,002,2021-05-24,1,,12.0,11.5,4.90
版合,己林,曼寇,1,002,2021-05-24,2,,11.0,11.8,4.10
版合,己林,曼寇,1,002,2021-05-24,3,,10.8,11.0,5.00
版合,己林,曼寇,1,002,2021-05-24,4,,8.4,10.2,4.80
版合,己林,曼寇,1,002,2021-05-31,1,,8.5,9.2,4.00
版合,己林,曼寇,1,002,2021-05-31,2,,8.4,8.8,4.40
版合,己林,曼寇,1,002,2021-05-31,3,,10.0,10.0,4.50
版合,己林,曼寇,1,002,2021-05-31,4,,10.0,10.0,5.00
版合,己林,曼寇,1,002,2021-06-07,1,,10.0,9.4,4.50
版合,己林,曼寇,1,002,2021-06-07,2,,10.0,9.3,4.30
版合,己林,曼寇,1,002,2021-06-07,3,,9.8,9.2,4.00
版合,己林,曼寇,1,002,2021-06-07,4,,9.0,9.0,4.20
版合,己林,曼寇,1,002,2021-06-14,1,,10.0,9.5,4.10
版合,己林,曼寇,1,002,2021-06-14,2,,10.0,9.0,4.00
版合,己林,曼寇,1,002,2021-06-14,3,,10.0,10.0,3.60
版合,己林,曼寇,1,002,2021-06-14,4,,10.5,8.5,3.80
版合,己林,曼寇,1,002,2021-06-21,1,,9.5,9.0,3.80
版合,己林,曼寇,1,002,2021-06-21,2,,8.5,9.0,3.90
版合,己林,曼寇,1,002,2021-06-21,3,,9.0,8.5,3.40
版合,己林,曼寇,1,002,2021-06-21,4,,9.0,8.3,4.20
版合,己林,曼寇,1,002,2021-06-28,1,,12.0,10.0,5.28
版合,己林,曼寇,1,002,2021-06-28,2,,10.0,9.0,4.17
版合,己林,曼寇,1,002,2021-06-28,3,,7.0,9.0,4.80
版合,己林,曼寇,1,002,2021-06-28,4,,10.5,9.0,4.74
版合,己林,曼寇,1,002,2021-07-05,1,,10.0,10.0,4.75
版合,己林,曼寇,1,002,2021-07-05,2,,10.5,10.0,3.96
版合,己林,曼寇,1,002,2021-07-05,3,,9.5,9.0,4.56
版合,己林,曼寇,1,002,2021-07-05,4,,10.5,9.5,4.95
版合,己林,曼寇,1,002,2021-07-12,1,,10.0,9.0,5.50
版合,己林,曼寇,1,002,2021-07-12,2,,10.5,9.5,6.10
版合,己林,曼寇,1,002,2021-07-12,3,,11.5,10.0,4.95
版合,己林,曼寇,1,002,2021-07-12,4,,10.0,9.0,5.76
版合,己林,曼寇,1,002,2021-07-19,1,,10.0,9.0,4.60
版合,己林,曼寇,1,002,2021-07-19,2,,9.0,9.0,4.91
版合,己林,曼寇,1,002,2021-07-19,3,,9.0,9.0,4.58
版合,己林,曼寇,1,002,2021-07-19,4,,9.0,8.0,4.20
版合,己林,曼寇,1,002,2021-07-26,1,,10.0,9.0,5.67
版合,己林,曼寇,1,002,2021-07-26,2,,10.5,9.0,4.34
版合,己林,曼寇,1,002,2021-07-26,3,,10.0,9.0,4.32
版合,己林,曼寇,1,002,2021-07-26,4,,9.0,8.0,5.43
版合,己林,曼寇,1,005,2021-01-07,1,,14.5,14.0,5.04
版合,己林,曼寇,1,005,2021-01-07,2,,14.5,13.5,5.58
版合,己林,曼寇,1,005,2021-01-07,3,,14.0,13.0,4.69
版合,己林,曼寇,1,005,2021-01-07,4,,14.5,15.0,4.72
版合,己林,曼寇,1,005,2021-01-12,1,,15.0,14.0,4.17
版合,己林,曼寇,1,005,2021-01-12,2,,15.0,14.0,3.95
版合,己林,曼寇,1,005,2021-01-12,3,,14.0,14.0,4.58
版合,己林,曼寇,1,005,2021-01-12,4,,15.0,14.0,6.35
版合,己林,曼寇,1,005,2021-01-19,1,,15.5,15.0,8.15
版合,己林,曼寇,1,005,2021-01-19,2,,16.5,15.0,6.33
版合,己林,曼寇,1,005,2021-01-19,3,,15.0,14.5,6.58
版合,己林,曼寇,1,005,2021-01-19,4,,15.5,15.0,6.27
版合,己林,曼寇,1,005,2021-01-26,1,,15.5,14.5,7.11
版合,己林,曼寇,1,005,2021-01-26,2,,16.0,15.0,6.11
版合,己林,曼寇,1,005,2021-01-26,3,,16.0,15.0,6.58
版合,己林,曼寇,1,005,2021-01-26,4,,15.0,15.0,6.16
版合,己林,曼寇,1,005,2021-02-02,1,,15.5,13.5,6.33
版合,己林,曼寇,1,005,2021-02-02,2,,15.0,13.5,5.80
版合,己林,曼寇,1,005,2021-02-02,3,,14.5,13.0,5.63
版合,己林,曼寇,1,005,2021-02-02,4,,15.0,13.0,5.55
版合,己林,曼寇,1,005,2021-02-09,1,,15.0,13.0,5.40
版合,己林,曼寇,1,005,2021-02-09,2,,15.5,14.0,5.54
版合,己林,曼寇,1,005,2021-02-09,3,,16.0,14.0,6.05
版合,己林,曼寇,1,005,2021-02-09,4,,16.5,14.5,5.86
版合,己林,曼寇,1,005,2021-02-16,1,,15.0,13.5,5.81
版合,己林,曼寇,1,005,2021-02-16,2,,15.0,13.0,6.24
版合,己林,曼寇,1,005,2021-02-16,3,,14.5,13.5,5.62
版合,己林,曼寇,1,005,2021-02-16,4,,16.0,14.0,5.37
版合,己林,曼寇,1,005,2021-02-23,1,,11.0,10.0,5.37
版合,己林,曼寇,1,005,2021-02-23,2,,11.5,10.0,5.16
版合,己林,曼寇,1,005,2021-02-23,3,,12.0,11.0,4.95
版合,己林,曼寇,1,005,2021-02-23,4,,12.0,11.5,4.95
版合,己林,曼寇,1,005,2021-03-02,1,,13.0,12.0,5.10
版合,己林,曼寇,1,005,2021-03-02,2,,14.0,12.0,5.05
版合,己林,曼寇,1,005,2021-03-02,3,,12.0,12.0,5.09
版合,己林,曼寇,1,005,2021-03-02,4,,13.0,10.5,5.82
版合,己林,曼寇,1,005,2021-03-09,1,,14.0,11.0,4.68
版合,己林,曼寇,1,005,2021-03-09,2,,13.0,10.0,4.73
版合,己林,曼寇,1,005,2021-03-09,3,,12.0,11.0,4.98
版合,己林,曼寇,1,005,2021-03-09,4,,13.0,12.0,4.16
版合,己林,曼寇,1,005,2021-03-17,1,,13.0,10.5,6.77
版合,己林,曼寇,1,005,2021-03-17,2,,12.0,11.0,5.79
版合,己林,曼寇,1,005,2021-03-17,3,,8.0,8.0,5.71
版合,己林,曼寇,1,005,2021-03-17,4,,9.5,9.0,5.92
版合,己林,曼寇,1,005,2021-03-24,1,,12.0,10.5,6.82
版合,己林,曼寇,1,005,2021-03-24,2,,11.0,10.5,5.83
版合,己林,曼寇,1,005,2021-03-24,3,,12.0,10.0,5.75
版合,己林,曼寇,1,005,2021-03-24,4,,11.5,11.0,5.96
版合,己林,曼寇,1,005,2021-03-29,1,,12.0,11.0,5.15
版合,己林,曼寇,1,005,2021-03-29,2,,13.0,12.0,5.03
版合,己林,曼寇,1,005,2021-03-29,3,,14.0,13.5,5.28
版合,己林,曼寇,1,005,2021-03-29,4,,13.5,12.0,4.77
版合,己林,曼寇,1,005,2021-04-06,1,,12.0,11.0,3.94
版合,己林,曼寇,1,005,2021-04-06,2,,11.0,10.0,3.63
版合,己林,曼寇,1,005,2021-04-06,3,,11.0,11.0,3.64
版合,己林,曼寇,1,005,2021-04-06,4,,11.0,10.5,3.98
版合,己林,曼寇,1,005,2021-04-13,1,,13.0,10.0,4.80
版合,己林,曼寇,1,005,2021-04-13,2,,12.0,10.0,4.88
版合,己林,曼寇,1,005,2021-04-13,3,,12.0,11.0,4.52
版合,己林,曼寇,1,005,2021-04-13,4,,12.0,10.0,5.06
版合,己林,曼寇,1,005,2021-04-20,1,,10.0,9.0,4.65
版合,己林,曼寇,1,005,2021-04-20,2,,13.0,12.0,4.81
版合,己林,曼寇,1,005,2021-04-20,3,,13.0,12.0,5.66
版合,己林,曼寇,1,005,2021-04-20,4,,12.0,11.5,5.41
版合,己林,曼寇,1,005,2021-04-28,1,,11.0,9.0,4.57
版合,己林,曼寇,1,005,2021-04-28,2,,10.0,8.5,4.14
版合,己林,曼寇,1,005,2021-04-28,3,,10.5,9.5,4.29
版合,己林,曼寇,1,005,2021-04-28,4,,11.2,10.0,5.16
版合,己林,曼寇,1,005,2021-05-06,1,,10.5,8.5,4.77
版合,己林,曼寇,1,005,2021-05-06,2,,10.0,9.0,4.28
版合,己林,曼寇,1,005,2021-05-06,3,,10.2,9.0,4.44
版合,己林,曼寇,1,005,2021-05-06,4,,10.3,8.5,4.63
版合,己林,曼寇,1,005,2021-05-12,1,,10.2,9.5,5.46
版合,己林,曼寇,1,005,2021-05-12,2,,10.5,10.0,4.37
版合,己林,曼寇,1,005,2021-05-12,3,,11.0,9.3,4.93
版合,己林,曼寇,1,005,2021-05-12,4,,10.5,10.0,5.81
版合,己林,曼寇,1,005,2021-05-20,1,,8.5,8.0,5.74
版合,己林,曼寇,1,005,2021-05-20,2,,9.0,8.5,5.26
版合,己林,曼寇,1,005,2021-05-20,3,,9.7,9.0,4.57
版合,己林,曼寇,1,005,2021-05-20,4,,9.5,9.0,5.11
版合,己林,曼寇,1,005,2021-05-26,1,,10.0,9.5,5.17
版合,己林,曼寇,1,005,2021-05-26,2,,9.5,9.0,5.59
版合,己林,曼寇,1,005,2021-05-26,3,,9.7,9.0,5.63
版合,己林,曼寇,1,005,2021-05-26,4,,10.0,9.0,5.41
版合,己林,曼寇,1,005,2021-06-02,1,,10.1,9.7,5.01
版合,己林,曼寇,1,005,2021-06-02,2,,10.5,10.0,5.65
版合,己林,曼寇,1,005,2021-06-02,3,,9.6,9.5,5.82
版合,己林,曼寇,1,005,2021-06-02,4,,11.0,10.2,5.36
版合,己林,曼寇,1,005,2021-06-09,1,,9.0,7.5,5.86
版合,己林,曼寇,1,005,2021-06-09,2,,11.0,10.0,4.24
版合,己林,曼寇,1,005,2021-06-09,3,,12.5,12.0,4.42
版合,己林,曼寇,1,005,2021-06-09,4,,10.0,10.0,5.56
版合,己林,曼寇,1,005,2021-06-16,1,,12.0,11.0,4.84
版合,己林,曼寇,1,005,2021-06-16,2,,12.0,11.0,4.95
版合,己林,曼寇,1,005,2021-06-16,3,,10.0,9.0,5.06
版合,己林,曼寇,1,005,2021-06-16,4,,13.0,10.0,5.14
版合,己林,曼寇,1,005,2021-06-23,1,,9.0,8.5,4.41
版合,己林,曼寇,1,005,2021-06-23,2,,9.0,8.5,5.06
版合,己林,曼寇,1,005,2021-06-23,3,,10.0,9.0,5.21
版合,己林,曼寇,1,005,2021-06-23,4,,10.0,9.5,5.34
版合,己林,曼寇,1,005,2021-06-30,1,,9.0,8.0,4.50
版合,己林,曼寇,1,005,2021-06-30,2,,9.0,8.5,5.11
版合,己林,曼寇,1,005,2021-06-30,3,,9.0,8.0,5.00
版合,己林,曼寇,1,005,2021-06-30,4,,10.0,9.5,4.97
版合,己林,曼寇,1,005,2021-07-07,1,,10.0,9.0,4.73
版合,己林,曼寇,1,005,2021-07-07,2,,10.0,9.5,4.81
版合,己林,曼寇,1,005,2021-07-07,3,,11.0,10.0,4.65
版合,己林,曼寇,1,005,2021-07-07,4,,10.0,9.5,4.88
版合,己林,曼寇,1,005,2021-07-15,1,,10.0,9.0,4.80
版合,己林,曼寇,1,005,2021-07-15,2,,11.0,9.0,4.77
版合,己林,曼寇,1,005,2021-07-15,3,,9.0,8.0,4.58
版合,己林,曼寇,1,005,2021-07-15,4,,10.0,8.5,4.37
版合,己林,曼寇,1,005,2021-07-21,1,,10.0,7.5,4.31
版合,己林,曼寇,1,005,2021-07-21,2,,10.0,9.0,4.57
版合,己林,曼寇,1,005,2021-07-21,3,,11.0,9.5,4.36
版合,己林,曼寇,1,005,2021-07-21,4,,10.0,9.0,4.43
版合,己林,曼寇,1,006,2021-01-08,1,89.0,11.5,11.0,4.00
版合,己林,曼寇,1,006,2021-01-08,2,90.0,11.0,11.5,3.80
版合,己林,曼寇,1,006,2021-01-08,3,87.0,11.5,11.3,4.00
版合,己林,曼寇,1,006,2021-01-08,4,99.0,11.5,11.0,4.10
版合,己林,曼寇,1,006,2021-01-12,1,108.0,11.3,12.3,4.10
版合,己林,曼寇,1,006,2021-01-12,2,97.0,11.1,11.9,4.60
版合,己林,曼寇,1,006,2021-01-12,3,100.0,12.9,12.1,4.40
版合,己林,曼寇,1,006,2021-01-12,4,117.0,13.4,12.9,4.40
版合,己林,曼寇,1,006,2021-01-19,1,142.0,16.5,15.0,5.30
版合,己林,曼寇,1,006,2021-01-19,2,127.0,15.0,14.0,5.90
版合,己林,曼寇,1,006,2021-01-19,3,121.0,14.0,14.5,5.10
版合,己林,曼寇,1,006,2021-01-19,4,134.0,14.5,13.0,4.90
版合,己林,曼寇,1,006,2021-01-26,1,,14.8,14.0,5.90
版合,己林,曼寇,1,006,2021-01-26,2,,14.7,14.5,6.10
版合,己林,曼寇,1,006,2021-01-26,3,,15.0,14.8,5.60
版合,己林,曼寇,1,006,2021-01-26,4,,14.2,13.1,6.10
版合,己林,曼寇,1,006,2021-02-02,1,,15.0,12.5,5.90
版合,己林,曼寇,1,006,2021-02-02,2,,16.0,15.0,5.90
版合,己林,曼寇,1,006,2021-02-02,3,,16.5,14.5,6.80
版合,己林,曼寇,1,006,2021-02-02,4,,16.5,15.0,6.20
版合,己林,曼寇,1,006,2021-02-09,1,,13.0,13.4,6.30
版合,己林,曼寇,1,006,2021-02-09,2,,11.5,11.0,5.60
版合,己林,曼寇,1,006,2021-02-09,3,,12.8,12.8,6.40
版合,己林,曼寇,1,006,2021-02-09,4,,13.2,14.0,6.40
版合,己林,曼寇,1,006,2021-02-16,1,,13.6,10.9,6.70
版合,己林,曼寇,1,006,2021-02-16,2,,14.0,13.8,5.90
版合,己林,曼寇,1,006,2021-02-16,3,,14.0,11.1,5.40
版合,己林,曼寇,1,006,2021-02-16,4,,11.2,10.8,6.10
版合,己林,曼寇,1,006,2021-02-23,1,,14.2,13.4,6.40
版合,己林,曼寇,1,006,2021-02-23,2,,13.0,11.2,5.50
版合,己林,曼寇,1,006,2021-02-23,3,,13.1,10.8,6.60
版合,己林,曼寇,1,006,2021-02-23,4,,14.1,12.4,5.10
版合,己林,曼寇,1,006,2021-03-02,1,,12.1,11.8,5.20
版合,己林,曼寇,1,006,2021-03-02,2,,12.4,11.3,5.10
版合,己林,曼寇,1,006,2021-03-02,3,,13.6,12.7,5.60
版合,己林,曼寇,1,006,2021-03-02,4,,12.6,12.2,5.70
版合,己林,曼寇,1,006,2021-03-09,1,,14.1,11.5,6.20
版合,己林,曼寇,1,006,2021-03-09,2,,13.5,12.7,5.40
版合,己林,曼寇,1,006,2021-03-09,3,,11.9,10.4,5.20
版合,己林,曼寇,1,006,2021-03-09,4,,13.0,11.2,5.50
版合,己林,曼寇,1,006,2021-03-15,1,,12.3,11.3,4.80
版合,己林,曼寇,1,006,2021-03-15,2,,10.6,9.5,4.20
版合,己林,曼寇,1,006,2021-03-15,3,,12.6,10.5,4.40
版合,己林,曼寇,1,006,2021-03-15,4,,11.9,10.0,5.10
版合,己林,曼寇,1,006,2021-03-22,1,,9.9,9.6,3.80
版合,己林,曼寇,1,006,2021-03-22,2,,9.7,8.5,4.00
版合,己林,曼寇,1,006,2021-03-22,3,,11.4,9.7,4.20
版合,己林,曼寇,1,006,2021-03-22,4,,10.2,8.4,3.60
