档,矫焙,前格,累扁,丑啊疙,炼荤老磊,俺眉锅龋,檬厘,勘厘,勘气,临扁苯扁
版合,己林,曼寇,1,013,2021-08-03,2,,10.0,9.0,4.38
版合,己林,曼寇,1,013,2021-08-03,3,,9.0,9.0,4.64
版合,己林,曼寇,1,013,2021-08-03,4,,9.0,8.0,5.03
版合,己林,曼寇,1,013,2021-08-10,1,,9.0,8.0,6.31
版合,己林,曼寇,1,013,2021-08-10,2,,9.0,8.0,6.54
版合,己林,曼寇,1,013,2021-08-10,3,,9.0,9.0,5.94
版合,己林,曼寇,1,013,2021-08-10,4,,10.0,9.0,5.11
版合,己林,曼寇,1,013,2021-08-17,1,,9.0,9.0,4.56
版合,己林,曼寇,1,013,2021-08-17,2,,9.0,9.0,5.13
版合,己林,曼寇,1,013,2021-08-17,3,,9.0,8.0,6.53
版合,己林,曼寇,1,013,2021-08-17,4,,10.0,9.0,5.19
版合,己林,曼寇,1,013,2021-08-24,1,,10.0,9.0,4.60
版合,己林,曼寇,1,013,2021-08-24,2,,10.0,9.0,4.91
版合,己林,曼寇,1,013,2021-08-24,3,,10.0,9.0,5.27
版合,己林,曼寇,1,013,2021-08-24,4,,9.0,9.0,5.46
版合,己林,曼寇,1,015,2021-01-27,1,15.0,4.5,4.0,
版合,己林,曼寇,1,015,2021-01-27,2,12.0,3.2,3.3,
版合,己林,曼寇,1,015,2021-01-27,3,14.0,4.1,3.2,
版合,己林,曼寇,1,015,2021-01-27,4,9.0,3.2,3.3,
版合,己林,曼寇,1,015,2021-02-10,1,17.0,7.3,6.9,3.94
版合,己林,曼寇,1,015,2021-02-10,2,34.0,7.6,7.5,4.20
版合,己林,曼寇,1,015,2021-02-10,3,23.0,6.4,6.7,3.23
版合,己林,曼寇,1,015,2021-02-10,4,37.0,6.5,6.2,4.33
版合,己林,曼寇,1,015,2021-02-17,1,42.0,9.3,9.0,3.63
版合,己林,曼寇,1,015,2021-02-17,2,48.0,8.7,8.9,4.39
版合,己林,曼寇,1,015,2021-02-17,3,51.0,8.9,8.7,4.21
版合,己林,曼寇,1,015,2021-02-17,4,45.0,8.4,9.7,4.21
版合,己林,曼寇,1,015,2021-02-24,1,52.0,12.0,10.7,3.14
版合,己林,曼寇,1,015,2021-02-24,2,77.0,12.6,11.1,4.80
版合,己林,曼寇,1,015,2021-02-24,3,88.0,10.0,9.3,4.46
版合,己林,曼寇,1,015,2021-02-24,4,63.0,10.5,9.6,4.15
版合,己林,曼寇,1,015,2021-03-03,1,123.0,11.8,11.7,5.81
版合,己林,曼寇,1,015,2021-03-03,2,114.0,11.1,10.5,5.01
版合,己林,曼寇,1,015,2021-03-03,3,135.0,13.3,12.7,4.28
版合,己林,曼寇,1,015,2021-03-03,4,115.0,10.3,11.1,5.14
版合,己林,曼寇,1,015,2021-03-10,1,,13.7,13.3,4.78
版合,己林,曼寇,1,015,2021-03-10,2,,12.1,11.2,4.58
版合,己林,曼寇,1,015,2021-03-10,3,,12.8,13.9,5.00
版合,己林,曼寇,1,015,2021-03-10,4,,13.4,14.0,4.18
版合,己林,曼寇,1,015,2021-03-15,1,,12.2,13.0,4.85
版合,己林,曼寇,1,015,2021-03-15,2,,11.5,12.0,4.64
版合,己林,曼寇,1,015,2021-03-15,3,,12.0,12.5,5.53
版合,己林,曼寇,1,015,2021-03-15,4,,10.5,12.5,5.12
版合,己林,曼寇,1,015,2021-03-23,1,,11.5,10.0,4.11
版合,己林,曼寇,1,015,2021-03-23,2,,10.0,9.5,4.24
版合,己林,曼寇,1,015,2021-03-23,3,,11.0,10.0,4.60
版合,己林,曼寇,1,015,2021-03-23,4,,12.0,11.0,4.17
版合,己林,曼寇,1,015,2021-03-29,1,,11.5,10.0,6.80
版合,己林,曼寇,1,015,2021-03-29,2,,11.0,10.5,5.80
版合,己林,曼寇,1,015,2021-03-29,3,,10.0,9.5,5.75
版合,己林,曼寇,1,015,2021-03-29,4,,11.7,9.5,4.98
版合,己林,曼寇,1,015,2021-04-05,1,,12.0,11.0,5.45
版合,己林,曼寇,1,015,2021-04-05,2,,11.0,9.7,6.06
版合,己林,曼寇,1,015,2021-04-05,3,,11.5,10.0,5.60
版合,己林,曼寇,1,015,2021-04-05,4,,11.0,9.3,5.72
版合,己林,曼寇,1,015,2021-04-12,1,,12.7,11.5,5.15
版合,己林,曼寇,1,015,2021-04-12,2,,11.5,10.0,5.07
版合,己林,曼寇,1,015,2021-04-12,3,,11.5,9.5,5.48
版合,己林,曼寇,1,015,2021-04-12,4,,10.5,10.0,4.37
版合,己林,曼寇,1,015,2021-04-19,1,,11.5,10.0,6.02
版合,己林,曼寇,1,015,2021-04-19,2,,11.0,9.5,5.76
版合,己林,曼寇,1,015,2021-04-19,3,,13.0,11.5,4.59
版合,己林,曼寇,1,015,2021-04-19,4,,11.5,10.0,5.17
版合,己林,曼寇,1,015,2021-04-26,1,,12.0,11.0,5.98
版合,己林,曼寇,1,015,2021-04-26,2,,11.0,10.5,5.63
版合,己林,曼寇,1,015,2021-04-26,3,,10.5,10.0,4.39
版合,己林,曼寇,1,015,2021-04-26,4,,11.5,11.0,4.61
版合,己林,曼寇,1,015,2021-05-03,1,,9.5,8.0,5.49
版合,己林,曼寇,1,015,2021-05-03,2,,8.0,7.5,5.62
版合,己林,曼寇,1,015,2021-05-03,3,,9.3,8.5,5.15
版合,己林,曼寇,1,015,2021-05-03,4,,9.0,8.3,4.83
版合,己林,曼寇,1,015,2021-05-10,1,,11.0,9.5,5.91
版合,己林,曼寇,1,015,2021-05-10,2,,11.5,10.0,4.62
版合,己林,曼寇,1,015,2021-05-10,3,,10.0,9.5,5.54
版合,己林,曼寇,1,015,2021-05-10,4,,9.5,9.0,5.37
版合,己林,曼寇,1,015,2021-05-17,1,,10.0,9.0,5.66
版合,己林,曼寇,1,015,2021-05-17,2,,9.5,8.5,5.49
版合,己林,曼寇,1,015,2021-05-17,3,,9.0,8.0,4.38
版合,己林,曼寇,1,015,2021-05-17,4,,10.0,9.5,5.77
版合,己林,曼寇,1,015,2021-05-24,1,,11.0,10.0,5.42
版合,己林,曼寇,1,015,2021-05-24,2,,9.5,9.0,5.13
版合,己林,曼寇,1,015,2021-05-24,3,,9.5,8.5,4.58
版合,己林,曼寇,1,015,2021-05-24,4,,10.0,9.5,5.64
版合,己林,曼寇,1,015,2021-05-31,1,,9.5,10.1,5.42
版合,己林,曼寇,1,015,2021-05-31,2,,10.1,9.8,5.15
版合,己林,曼寇,1,015,2021-05-31,3,,9.6,8.6,4.62
版合,己林,曼寇,1,015,2021-05-31,4,,10.3,9.6,5.65
版合,己林,曼寇,1,015,2021-06-07,1,,9.0,7.5,6.50
版合,己林,曼寇,1,015,2021-06-07,2,,8.5,7.0,5.39
版合,己林,曼寇,1,015,2021-06-07,3,,11.0,7.5,6.60
版合,己林,曼寇,1,015,2021-06-07,4,,9.0,8.0,5.53
版合,己林,曼寇,1,015,2021-06-14,1,,10.0,9.5,5.45
版合,己林,曼寇,1,015,2021-06-14,2,,10.5,10.0,5.62
版合,己林,曼寇,1,015,2021-06-14,3,,11.0,10.0,5.74
版合,己林,曼寇,1,015,2021-06-14,4,,9.5,9.0,5.82
版合,己林,曼寇,1,015,2021-06-21,1,,11.0,10.0,5.50
版合,己林,曼寇,1,015,2021-06-21,2,,12.0,11.0,5.00
版合,己林,曼寇,1,015,2021-06-21,3,,11.0,11.0,5.14
版合,己林,曼寇,1,015,2021-06-21,4,,13.0,12.0,4.85
版合,己林,曼寇,1,015,2021-06-28,1,,11.0,11.0,4.00
版合,己林,曼寇,1,015,2021-06-28,2,,10.0,9.0,5.12
版合,己林,曼寇,1,015,2021-06-28,3,,11.0,10.0,4.98
版合,己林,曼寇,1,015,2021-06-28,4,,11.0,11.0,4.70
版合,己林,曼寇,1,015,2021-07-05,1,,9.0,8.0,3.75
版合,己林,曼寇,1,015,2021-07-05,2,,9.0,7.5,4.06
版合,己林,曼寇,1,015,2021-07-05,3,,9.5,8.5,4.88
版合,己林,曼寇,1,015,2021-07-05,4,,9.0,8.5,4.61
版合,己林,曼寇,1,016,2021-01-20,1,90.0,11.7,10.8,4.27
版合,己林,曼寇,1,016,2021-01-20,2,118.0,10.6,11.3,4.25
版合,己林,曼寇,1,016,2021-01-20,3,125.0,9.9,10.7,4.24
版合,己林,曼寇,1,016,2021-01-20,4,117.0,11.3,11.1,5.31
版合,己林,曼寇,1,016,2021-01-27,1,110.0,12.2,11.1,4.53
版合,己林,曼寇,1,016,2021-01-27,2,132.0,10.6,11.2,5.20
版合,己林,曼寇,1,016,2021-01-27,3,139.0,13.1,12.4,4.03
版合,己林,曼寇,1,016,2021-01-27,4,136.0,11.8,11.9,4.63
版合,己林,曼寇,1,016,2021-02-03,1,138.0,12.8,11.9,5.14
版合,己林,曼寇,1,016,2021-02-03,2,,13.2,12.5,4.71
版合,己林,曼寇,1,016,2021-02-03,3,,11.8,12.7,4.41
版合,己林,曼寇,1,016,2021-02-03,4,,13.1,13.5,5.79
版合,己林,曼寇,1,016,2021-02-10,1,,14.4,14.6,6.26
版合,己林,曼寇,1,016,2021-02-10,2,,15.1,14.8,5.30
版合,己林,曼寇,1,016,2021-02-10,3,,15.8,15.6,5.02
版合,己林,曼寇,1,016,2021-02-10,4,,14.7,14.3,6.53
版合,己林,曼寇,1,016,2021-02-17,1,,12.7,12.5,6.00
版合,己林,曼寇,1,016,2021-02-17,2,,13.2,12.4,5.04
版合,己林,曼寇,1,016,2021-02-17,3,,14.1,12.1,5.33
版合,己林,曼寇,1,016,2021-02-17,4,,12.6,14.4,4.91
版合,己林,曼寇,1,016,2021-02-24,1,,15.9,15.2,5.18
版合,己林,曼寇,1,016,2021-02-24,2,,13.6,14.1,5.48
版合,己林,曼寇,1,016,2021-02-24,3,,13.8,12.7,5.29
版合,己林,曼寇,1,016,2021-02-24,4,,15.8,15.4,5.51
版合,己林,曼寇,1,016,2021-03-03,1,,13.3,14.3,7.17
版合,己林,曼寇,1,016,2021-03-03,2,,14.1,14.5,6.45
版合,己林,曼寇,1,016,2021-03-03,3,,14.4,12.8,5.44
版合,己林,曼寇,1,016,2021-03-03,4,,13.5,13.6,5.47
版合,己林,曼寇,1,016,2021-03-10,1,,15.2,13.1,5.21
版合,己林,曼寇,1,016,2021-03-10,2,,13.7,14.2,4.37
版合,己林,曼寇,1,016,2021-03-10,3,,11.3,12.1,3.29
版合,己林,曼寇,1,016,2021-03-10,4,,11.7,11.6,7.21
版合,己林,曼寇,1,016,2021-03-15,1,,14.0,13.0,5.94
版合,己林,曼寇,1,016,2021-03-15,2,,14.0,13.5,5.47
版合,己林,曼寇,1,016,2021-03-15,3,,13.6,14.3,6.02
版合,己林,曼寇,1,016,2021-03-15,4,,14.2,13.5,5.50
版合,己林,曼寇,1,016,2021-03-22,1,,12.5,11.7,5.15
版合,己林,曼寇,1,016,2021-03-22,2,,13.0,11.9,4.94
版合,己林,曼寇,1,016,2021-03-22,3,,14.3,12.5,6.19
版合,己林,曼寇,1,016,2021-03-22,4,,14.0,12.5,5.29
版合,己林,曼寇,1,016,2021-03-29,1,,11.5,10.2,5.26
版合,己林,曼寇,1,016,2021-03-29,2,,12.0,11.0,5.20
版合,己林,曼寇,1,016,2021-03-29,3,,12.5,10.5,5.21
版合,己林,曼寇,1,016,2021-03-29,4,,11.0,9.5,4.98
版合,己林,曼寇,1,016,2021-04-05,1,,11.0,10.0,5.19
版合,己林,曼寇,1,016,2021-04-05,2,,11.5,9.5,6.03
版合,己林,曼寇,1,016,2021-04-05,3,,12.0,11.0,5.33
版合,己林,曼寇,1,016,2021-04-05,4,,12.0,10.0,4.71
版合,己林,曼寇,1,016,2021-04-12,1,,12.0,10.5,6.02
版合,己林,曼寇,1,016,2021-04-12,2,,11.0,10.0,5.16
版合,己林,曼寇,1,016,2021-04-12,3,,12.5,11.0,5.38
版合,己林,曼寇,1,016,2021-04-12,4,,12.0,9.5,5.14
版合,己林,曼寇,1,016,2021-04-19,1,,11.0,10.0,5.99
版合,己林,曼寇,1,016,2021-04-19,2,,11.5,9.5,5.17
版合,己林,曼寇,1,016,2021-04-19,3,,12.0,11.5,4.56
版合,己林,曼寇,1,016,2021-04-19,4,,11.0,10.0,5.32
版合,己林,曼寇,1,016,2021-04-26,1,,11.0,9.0,4.87
版合,己林,曼寇,1,016,2021-04-26,2,,10.0,8.5,4.91
版合,己林,曼寇,1,016,2021-04-26,3,,11.5,9.5,4.83
版合,己林,曼寇,1,016,2021-04-26,4,,11.0,10.0,5.11
版合,己林,曼寇,1,016,2021-05-03,1,,11.0,9.0,4.48
版合,己林,曼寇,1,016,2021-05-03,2,,10.0,8.5,4.35
版合,己林,曼寇,1,016,2021-05-03,3,,10.5,10.0,4.91
版合,己林,曼寇,1,016,2021-05-03,4,,10.0,9.5,5.62
版合,己林,曼寇,1,016,2021-05-10,1,,11.0,9.0,4.14
版合,己林,曼寇,1,016,2021-05-10,2,,10.5,8.0,4.87
版合,己林,曼寇,1,016,2021-05-10,3,,10.5,10.0,4.93
版合,己林,曼寇,1,016,2021-05-10,4,,11.0,10.0,4.52
版合,己林,曼寇,1,016,2021-05-17,1,,11.0,10.0,5.37
版合,己林,曼寇,1,016,2021-05-17,2,,10.5,9.0,5.24
版合,己林,曼寇,1,016,2021-05-17,3,,10.3,9.0,5.61
版合,己林,曼寇,1,016,2021-05-17,4,,11.0,9.5,4.55
版合,己林,曼寇,1,016,2021-05-24,1,,11.0,10.0,5.47
版合,己林,曼寇,1,016,2021-05-24,2,,10.5,9.0,5.13
版合,己林,曼寇,1,016,2021-05-24,3,,10.7,10.0,5.65
版合,己林,曼寇,1,016,2021-05-24,4,,11.0,9.5,5.93
版合,己林,曼寇,1,016,2021-05-31,1,,13.0,12.2,5.50
版合,己林,曼寇,1,016,2021-05-31,2,,12.4,11.5,5.21
版合,己林,曼寇,1,016,2021-05-31,3,,11.5,10.2,5.70
版合,己林,曼寇,1,016,2021-05-31,4,,10.5,11.4,6.02
版合,己林,曼寇,1,016,2021-06-07,1,,10.0,8.5,5.45
版合,己林,曼寇,1,016,2021-06-07,2,,11.0,9.0,5.58
版合,己林,曼寇,1,016,2021-06-07,3,,11.0,11.0,4.94
版合,己林,曼寇,1,016,2021-06-07,4,,13.0,11.0,5.62
版合,己林,曼寇,1,016,2021-06-14,1,,12.0,11.0,5.23
版合,己林,曼寇,1,016,2021-06-14,2,,13.0,11.0,4.74
版合,己林,曼寇,1,016,2021-06-14,3,,9.5,8.0,4.62
版合,己林,曼寇,1,016,2021-06-14,4,,10.0,8.0,4.38
版合,己林,曼寇,1,016,2021-06-21,1,,13.0,11.0,4.92
版合,己林,曼寇,1,016,2021-06-21,2,,11.0,9.0,5.05
版合,己林,曼寇,1,016,2021-06-21,3,,10.0,9.2,5.24
版合,己林,曼寇,1,016,2021-06-21,4,,9.5,9.0,5.32
版合,己林,曼寇,1,016,2021-06-28,1,,10.0,9.0,4.97
版合,己林,曼寇,1,016,2021-06-28,2,,10.0,9.5,5.10
版合,己林,曼寇,1,016,2021-06-28,3,,8.5,8.0,5.30
版合,己林,曼寇,1,016,2021-06-28,4,,10.0,9.0,5.51
版合,己林,曼寇,1,016,2021-07-05,1,,10.0,10.0,4.81
版合,己林,曼寇,1,016,2021-07-05,2,,9.0,10.0,5.20
版合,己林,曼寇,1,016,2021-07-05,3,,10.0,9.0,5.11
版合,己林,曼寇,1,016,2021-07-05,4,,9.5,8.5,5.32
版合,己林,曼寇,1,016,2021-07-13,1,,9.0,8.0,4.78
版合,己林,曼寇,1,016,2021-07-13,2,,9.0,8.5,4.99
版合,己林,曼寇,1,016,2021-07-13,3,,10.0,8.5,5.00
版合,己林,曼寇,1,016,2021-07-13,4,,9.0,8.0,4.86
版合,己林,曼寇,1,016,2021-07-20,1,,9.0,8.0,4.13
版合,己林,曼寇,1,016,2021-07-20,2,,9.0,8.5,4.27
版合,己林,曼寇,1,016,2021-07-20,3,,10.0,8.5,4.66
版合,己林,曼寇,1,016,2021-07-20,4,,9.0,8.0,4.89
版合,己林,曼寇,1,016,2021-07-27,1,,10.0,9.0,4.00
版合,己林,曼寇,1,016,2021-07-27,2,,9.0,9.0,4.21
版合,己林,曼寇,1,016,2021-07-27,3,,9.0,7.5,4.30
版合,己林,曼寇,1,016,2021-07-27,4,,8.0,8.0,4.42
版合,己林,曼寇,1,016,2021-08-03,1,,7.5,7.0,4.12
版合,己林,曼寇,1,016,2021-08-03,2,,8.5,8.5,4.40
版合,己林,曼寇,1,016,2021-08-03,3,,8.5,8.0,4.36
版合,己林,曼寇,1,016,2021-08-03,4,,8.5,7.0,4.54
版合,己林,曼寇,1,016,2021-08-10,1,,9.0,9.0,4.54
版合,己林,曼寇,1,016,2021-08-10,2,,9.0,8.5,4.15
版合,己林,曼寇,1,016,2021-08-10,3,,9.0,8.0,4.66
版合,己林,曼寇,1,016,2021-08-10,4,,7.0,7.0,4.52
版合,己林,曼寇,1,016,2021-08-17,1,,8.0,6.5,4.62
版合,己林,曼寇,1,016,2021-08-17,2,,9.0,7.0,4.64
版合,己林,曼寇,1,016,2021-08-17,3,,10.0,10.0,4.71
版合,己林,曼寇,1,016,2021-08-17,4,,10.5,9.0,4.63
版合,己林,曼寇,1,017,2021-01-05,1,,16.5,18.0,6.00
版合,己林,曼寇,1,017,2021-01-05,2,,17.0,16.0,4.80
版合,己林,曼寇,1,017,2021-01-05,3,,16.5,17.5,6.00
版合,己林,曼寇,1,017,2021-01-05,4,,16.0,17.0,5.30
版合,己林,曼寇,1,017,2021-01-13,1,,17.8,16.5,6.10
版合,己林,曼寇,1,017,2021-01-13,2,,16.5,16.1,6.20
版合,己林,曼寇,1,017,2021-01-13,3,,17.6,15.0,5.90
版合,己林,曼寇,1,017,2021-01-13,4,,17.5,16.5,6.60
版合,己林,曼寇,1,017,2021-01-20,1,,17.6,15.5,6.70
版合,己林,曼寇,1,017,2021-01-20,2,,18.6,15.6,6.60
版合,己林,曼寇,1,017,2021-01-20,3,,20.0,17.1,5.90
版合,己林,曼寇,1,017,2021-01-20,4,,16.7,15.3,5.50
版合,己林,曼寇,1,017,2021-01-27,1,,18.3,15.6,6.20
版合,己林,曼寇,1,017,2021-01-27,2,,19.0,16.6,5.50
版合,己林,曼寇,1,017,2021-01-27,3,,18.0,15.8,6.00
版合,己林,曼寇,1,017,2021-01-27,4,,17.3,14.8,5.90
版合,己林,曼寇,1,017,2021-02-03,1,,15.0,13.5,5.90
版合,己林,曼寇,1,017,2021-02-03,2,,16.0,15.0,5.40
版合,己林,曼寇,1,017,2021-02-03,3,,16.0,15.5,5.90
版合,己林,曼寇,1,017,2021-02-03,4,,15.0,14.0,6.00
版合,己林,曼寇,1,017,2021-02-17,1,,12.8,12.0,3.80
版合,己林,曼寇,1,017,2021-02-17,2,,11.2,9.5,4.50
版合,己林,曼寇,1,017,2021-02-17,3,,12.6,11.3,4.10
版合,己林,曼寇,1,017,2021-02-17,4,,14.0,13.6,5.20
版合,己林,曼寇,1,017,2021-02-24,1,,14.8,14.0,5.60
版合,己林,曼寇,1,017,2021-02-24,2,,14.5,13.6,4.70
版合,己林,曼寇,1,017,2021-02-24,3,,13.5,12.7,4.80
版合,己林,曼寇,1,017,2021-02-24,4,,12.8,12.0,5.70
版合,己林,曼寇,1,017,2021-03-03,1,,12.5,9.4,4.50
版合,己林,曼寇,1,017,2021-03-03,2,,14.1,12.0,4.30
版合,己林,曼寇,1,017,2021-03-03,3,,13.0,11.8,4.20
版合,己林,曼寇,1,017,2021-03-03,4,,14.3,13.2,5.10
版合,己林,曼寇,1,017,2021-03-10,1,,15.5,13.0,6.00
版合,己林,曼寇,1,017,2021-03-10,2,,14.5,11.5,5.90
版合,己林,曼寇,1,017,2021-03-10,3,,12.4,10.1,5.50
版合,己林,曼寇,1,017,2021-03-10,4,,13.1,10.3,5.60
版合,己林,曼寇,1,017,2021-03-16,1,,15.1,13.6,6.90
版合,己林,曼寇,1,017,2021-03-16,2,,16.0,14.2,6.50
版合,己林,曼寇,1,017,2021-03-16,3,,15.1,13.8,4.90
版合,己林,曼寇,1,017,2021-03-16,4,,15.5,13.8,5.40
版合,己林,曼寇,1,017,2021-03-23,1,,12.6,10.4,4.60
版合,己林,曼寇,1,017,2021-03-23,2,,11.1,10.0,4.50
版合,己林,曼寇,1,017,2021-03-23,3,,12.8,11.4,4.40
版合,己林,曼寇,1,017,2021-03-23,4,,13.5,12.2,4.30
版合,己林,曼寇,1,017,2021-03-30,1,,12.5,11.8,5.50
版合,己林,曼寇,1,017,2021-03-30,2,,14.0,12.0,6.50
版合,己林,曼寇,1,017,2021-03-30,3,,13.3,13.5,5.60
版合,己林,曼寇,1,017,2021-03-30,4,,13.0,11.0,4.90
版合,己林,曼寇,1,017,2021-04-06,1,,11.2,10.2,5.40
版合,己林,曼寇,1,017,2021-04-06,2,,11.9,10.5,4.00
版合,己林,曼寇,1,017,2021-04-06,3,,12.3,11.3,4.00
版合,己林,曼寇,1,017,2021-04-06,4,,12.1,10.9,4.30
版合,己林,曼寇,1,017,2021-04-13,1,,11.0,9.8,4.50
版合,己林,曼寇,1,017,2021-04-13,2,,10.5,9.2,6.00
版合,己林,曼寇,1,017,2021-04-13,3,,11.4,9.8,5.10
版合,己林,曼寇,1,017,2021-04-13,4,,14.0,12.0,4.80
版合,己林,曼寇,1,017,2021-04-20,1,,10.0,11.0,4.80
版合,己林,曼寇,1,017,2021-04-20,2,,10.0,9.8,4.30
版合,己林,曼寇,1,017,2021-04-20,3,,10.3,9.5,4.70
版合,己林,曼寇,1,017,2021-04-20,4,,10.5,10.0,4.00
版合,己林,曼寇,1,017,2021-04-27,1,,7.8,7.5,4.50
版合,己林,曼寇,1,017,2021-04-27,2,,7.5,7.0,5.70
版合,己林,曼寇,1,017,2021-04-27,3,,7.0,6.3,4.70
版合,己林,曼寇,1,017,2021-04-27,4,,6.6,6.0,6.00
版合,己林,曼寇,1,017,2021-05-04,1,,8.5,7.8,4.10
版合,己林,曼寇,1,017,2021-05-04,2,,8.7,8.0,4.50
版合,己林,曼寇,1,017,2021-05-04,3,,8.5,8.0,5.00
版合,己林,曼寇,1,017,2021-05-04,4,,8.0,7.3,3.70
版合,己林,曼寇,1,017,2021-05-11,1,,11.3,11.0,6.30
版合,己林,曼寇,1,017,2021-05-11,2,,12.0,11.5,4.70
版合,己林,曼寇,1,017,2021-05-11,3,,10.5,9.5,4.60
版合,己林,曼寇,1,017,2021-05-11,4,,11.7,11.5,5.50
版合,己林,曼寇,1,017,2021-05-18,1,,10.3,10.5,3.70
版合,己林,曼寇,1,017,2021-05-18,2,,10.0,9.5,4.40
版合,己林,曼寇,1,017,2021-05-18,3,,11.0,10.5,4.60
版合,己林,曼寇,1,017,2021-05-18,4,,10.5,11.0,4.70
版合,己林,曼寇,1,017,2021-05-25,1,,10.0,9.5,5.00
版合,己林,曼寇,1,017,2021-05-25,2,,10.5,10.5,5.60
版合,己林,曼寇,1,017,2021-05-25,3,,11.5,11.5,4.80
版合,己林,曼寇,1,017,2021-05-25,4,,12.5,11.0,5.00
版合,己林,曼寇,1,017,2021-06-01,1,,10.0,9.6,4.80
版合,己林,曼寇,1,017,2021-06-01,2,,11.0,10.0,5.00
版合,己林,曼寇,1,017,2021-06-01,3,,11.0,10.5,4.70
版合,己林,曼寇,1,017,2021-06-01,4,,10.0,9.5,5.10
版合,己林,曼寇,1,017,2021-06-08,1,,10.0,9.8,4.80
版合,己林,曼寇,1,017,2021-06-08,2,,10.0,10.0,4.70
版合,己林,曼寇,1,017,2021-06-08,3,,9.5,9.0,5.00
版合,己林,曼寇,1,017,2021-06-08,4,,10.3,10.0,4.00
版合,己林,曼寇,1,017,2021-06-15,1,,10.0,9.8,5.00
版合,己林,曼寇,1,017,2021-06-15,2,,10.0,9.5,4.20
版合,己林,曼寇,1,017,2021-06-15,3,,9.5,9.0,4.00
版合,己林,曼寇,1,017,2021-06-15,4,,9.5,9.0,4.40
版合,己林,曼寇,1,017,2021-06-23,1,,8.0,7.0,4.70
版合,己林,曼寇,1,017,2021-06-23,2,,8.0,8.0,5.00
版合,己林,曼寇,1,017,2021-06-23,3,,8.0,7.5,5.30
版合,己林,曼寇,1,017,2021-06-23,4,,8.0,8.5,4.80
版合,己林,曼寇,1,017,2021-06-29,1,,9.5,9.0,3.78
版合,己林,曼寇,1,017,2021-06-29,2,,9.0,8.5,3.86
版合,己林,曼寇,1,017,2021-06-29,3,,10.0,9.5,3.91
版合,己林,曼寇,1,017,2021-06-29,4,,9.5,9.0,5.61
版合,己林,曼寇,1,017,2021-07-06,1,,9.5,9.0,3.46
版合,己林,曼寇,1,017,2021-07-06,2,,9.0,9.0,4.48
版合,己林,曼寇,1,017,2021-07-06,3,,9.0,9.0,4.97
版合,己林,曼寇,1,017,2021-07-06,4,,9.0,8.5,4.72
版合,己林,曼寇,1,017,2021-07-13,1,,10.5,9.0,4.78
版合,己林,曼寇,1,017,2021-07-13,2,,9.5,8.5,5.13
版合,己林,曼寇,1,017,2021-07-13,3,,9.0,8.0,5.24
版合,己林,曼寇,1,017,2021-07-13,4,,10.0,9.0,5.69
版合,己林,曼寇,1,017,2021-07-20,1,,,,
版合,己林,曼寇,1,017,2021-07-20,2,,,,
版合,己林,曼寇,1,017,2021-07-20,3,,,,
版合,己林,曼寇,1,017,2021-07-20,4,,,,
版合,己林,曼寇,1,018,2021-01-07,1,102.0,6.8,8.9,9.08
版合,己林,曼寇,1,018,2021-01-07,2,93.0,9.1,7.5,8.81
版合,己林,曼寇,1,018,2021-01-07,3,129.0,7.6,8.2,7.98
版合,己林,曼寇,1,018,2021-01-07,4,99.0,9.0,7.7,7.11
版合,己林,曼寇,1,018,2021-01-13,1,105.0,7.7,9.3,7.66
版合,己林,曼寇,1,018,2021-01-13,2,93.0,11.4,11.9,5.42
版合,己林,曼寇,1,018,2021-01-13,3,111.0,10.8,8.7,7.31
版合,己林,曼寇,1,018,2021-01-13,4,126.0,10.5,9.6,5.86
版合,己林,曼寇,1,018,2021-01-20,1,115.0,11.3,10.1,8.57
版合,己林,曼寇,1,018,2021-01-20,2,110.0,11.1,10.5,5.58
版合,己林,曼寇,1,018,2021-01-20,3,116.0,10.5,10.1,7.89
版合,己林,曼寇,1,018,2021-01-20,4,130.0,11.3,10.2,8.14
版合,己林,曼寇,1,018,2021-01-27,1,148.0,11.0,9.9,8.96
版合,己林,曼寇,1,018,2021-01-27,2,137.5,10.1,9.6,5.92
版合,己林,曼寇,1,018,2021-01-27,3,125.0,9.7,10.1,8.17
版合,己林,曼寇,1,018,2021-01-27,4,144.0,11.4,11.2,8.14
版合,己林,曼寇,1,018,2021-02-03,1,,11.2,10.5,9.00
版合,己林,曼寇,1,018,2021-02-03,2,148.0,11.7,10.6,7.21
版合,己林,曼寇,1,018,2021-02-03,3,139.0,11.1,11.7,8.68
版合,己林,曼寇,1,018,2021-02-03,4,,11.8,11.4,8.32
版合,己林,曼寇,1,018,2021-02-10,1,,9.8,9.1,9.81
版合,己林,曼寇,1,018,2021-02-10,2,,13.1,11.7,8.45
版合,己林,曼寇,1,018,2021-02-10,3,,10.9,10.5,9.02
版合,己林,曼寇,1,018,2021-02-10,4,,9.1,8.5,8.67
版合,己林,曼寇,1,018,2021-02-17,1,,9.9,10.0,10.25
版合,己林,曼寇,1,018,2021-02-17,2,,10.3,9.8,8.87
版合,己林,曼寇,1,018,2021-02-17,3,,12.6,11.7,9.64
版合,己林,曼寇,1,018,2021-02-17,4,,10.6,10.8,9.05
版合,己林,曼寇,1,018,2021-02-24,1,,11.1,9.9,10.52
版合,己林,曼寇,1,018,2021-02-24,2,,11.6,10.7,10.56
版合,己林,曼寇,1,018,2021-02-24,3,,10.7,10.2,9.81
