id,week,week_start_date,obj_num,flw_get,height_pl,num_leaf,len_leaf,width_leaf,unit_len,dim_pipe,temp_ex_max,temp_ex_min,temp_ex_mean,sr_ex_max,sr_ex_min,sr_ex_mean,temp_int_max,temp_int_min,temp_int_mean,hum_int_max,hum_int_min,hum_int_mean,CO2_max,CO2_min,CO2_mean,soil_temp_max,soil_temp_min,soil_temp_mean
11,7,2020.10.27 0:00,3,1,25.5,6,13.1,10.0,11.8,13.91,19.185714285714287,3.442857142857143,11.139285714285714,1.9828571428571429,0.0357142857142857,0.4901785714285713,23.87142857142857,13.228571428571428,17.241666666666667,85.57142857142857,28.428571428571427,65.07142857142858,1098.7142857142858,402.8571428571428,611.6458333333333,15.831840670000002,15.831840670000002,15.831840670000004
11,7,2020.10.27 0:00,4,1,30.2,8,13.4,9.4,14.6,14.62,19.185714285714287,3.442857142857143,11.139285714285714,1.9828571428571429,0.0357142857142857,0.4901785714285713,23.87142857142857,13.228571428571428,17.241666666666667,85.57142857142857,28.428571428571427,65.07142857142858,1098.7142857142858,402.8571428571428,611.6458333333333,15.831840670000002,15.831840670000002,15.831840670000004
11,8,2020.11.3 0:00,1,7,24.5,7,10.7,8.0,7.8,14.65,15.528571428571428,0.6285714285714284,7.804761904761904,1.932857142857143,0.0142857142857142,0.4694642857142857,24.785714285714285,11.857142857142858,16.491071428571427,89.28571428571429,27.285714285714285,66.3452380952381,1024.571428571429,372.57142857142856,577.6904761904763,16.78443486,15.78443486,15.963873963452384
11,8,2020.11.3 0:00,2,3,15.2,7,7.9,6.2,6.4,15.36,15.528571428571428,0.6285714285714284,7.804761904761904,1.932857142857143,0.0142857142857142,0.4694642857142857,24.785714285714285,11.857142857142858,16.491071428571427,89.28571428571429,27.285714285714285,66.3452380952381,1024.571428571429,372.57142857142856,577.6904761904763,16.78443486,15.78443486,15.963873963452384
11,8,2020.11.3 0:00,3,6,29.4,7,13.3,9.7,13.2,14.68,15.528571428571428,0.6285714285714284,7.804761904761904,1.932857142857143,0.0142857142857142,0.4694642857142857,24.785714285714285,11.857142857142858,16.491071428571427,89.28571428571429,27.285714285714285,66.3452380952381,1024.571428571429,372.57142857142856,577.6904761904763,16.78443486,15.78443486,15.963873963452384
11,8,2020.11.3 0:00,4,4,31.2,8,12.9,9.5,15.7,14.82,15.528571428571428,0.6285714285714284,7.804761904761904,1.932857142857143,0.0142857142857142,0.4694642857142857,24.785714285714285,11.857142857142858,16.491071428571427,89.28571428571429,27.285714285714285,66.3452380952381,1024.571428571429,372.57142857142856,577.6904761904763,16.78443486,15.78443486,15.963873963452384
11,9,2020.11.10 0:00,1,11,25.3,7,11.7,8.5,12.3,14.52,18.471428571428568,0.6714285714285714,8.435714285714285,2.004285714285714,0.06,0.4586309523809523,24.842857142857145,11.242857142857144,16.181547619047617,83.0,24.714285714285715,65.32142857142857,1120.2857142857142,404.1428571428572,605.0208333333333,19.385714285714283,14.257142857142856,16.45357142857143
11,9,2020.11.10 0:00,2,7,18.3,6,8.2,6.1,9.6,15.45,18.471428571428568,0.6714285714285714,8.435714285714285,2.004285714285714,0.06,0.4586309523809523,24.842857142857145,11.242857142857144,16.181547619047617,83.0,24.714285714285715,65.32142857142857,1120.2857142857142,404.1428571428572,605.0208333333333,19.385714285714283,14.257142857142856,16.45357142857143
11,9,2020.11.10 0:00,3,7,31.0,7,14.6,9.9,4.4,15.33,18.471428571428568,0.6714285714285714,8.435714285714285,2.004285714285714,0.06,0.4586309523809523,24.842857142857145,11.242857142857144,16.181547619047617,83.0,24.714285714285715,65.32142857142857,1120.2857142857142,404.1428571428572,605.0208333333333,19.385714285714283,14.257142857142856,16.45357142857143
11,9,2020.11.10 0:00,4,7,35.3,5,13.4,9.8,20.6,14.92,18.471428571428568,0.6714285714285714,8.435714285714285,2.004285714285714,0.06,0.4586309523809523,24.842857142857145,11.242857142857144,16.181547619047617,83.0,24.714285714285715,65.32142857142857,1120.2857142857142,404.1428571428572,605.0208333333333,19.385714285714283,14.257142857142856,16.45357142857143
11,10,2020.11.17 0:00,1,12,26.1,8,11.7,8.9,11.3,15.16,15.657142857142857,5.557142857142857,10.729166666666668,0.9214285714285714,0.0357142857142857,0.1988690476190475,21.77142857142857,13.37142857142857,16.547619047619047,99.28571428571428,62.85714285714285,89.18452380952381,997.2857142857144,387.2857142857143,602.8184523809524,19.88571428571429,16.514285714285712,18.11488095238095
11,10,2020.11.17 0:00,2,8,19.6,6,7.8,6.4,10.5,15.48,15.657142857142857,5.557142857142857,10.729166666666668,0.9214285714285714,0.0357142857142857,0.1988690476190475,21.77142857142857,13.37142857142857,16.547619047619047,99.28571428571428,62.85714285714285,89.18452380952381,997.2857142857144,387.2857142857143,602.8184523809524,19.88571428571429,16.514285714285712,18.11488095238095
11,10,2020.11.17 0:00,3,10,30.3,7,14.6,10.2,15.3,16.06,15.657142857142857,5.557142857142857,10.729166666666668,0.9214285714285714,0.0357142857142857,0.1988690476190475,21.77142857142857,13.37142857142857,16.547619047619047,99.28571428571428,62.85714285714285,89.18452380952381,997.2857142857144,387.2857142857143,602.8184523809524,19.88571428571429,16.514285714285712,18.11488095238095
11,10,2020.11.17 0:00,4,11,36.7,6,13.6,9.7,15.2,15.18,15.657142857142857,5.557142857142857,10.729166666666668,0.9214285714285714,0.0357142857142857,0.1988690476190475,21.77142857142857,13.37142857142857,16.547619047619047,99.28571428571428,62.85714285714285,89.18452380952381,997.2857142857144,387.2857142857143,602.8184523809524,19.88571428571429,16.514285714285712,18.11488095238095
11,11,2020.11.24 0:00,1,12,27.3,8,10.4,7.3,12.5,15.58,9.8,-0.6285714285714287,3.999404761904762,1.5599999999999998,0.0857142857142857,0.3529761904761904,22.928571428571423,11.485714285714286,15.28690476190476,95.0,41.42857142857143,78.3809523809524,1204.428571428571,348.0,686.0446428553571,20.442857142857143,16.228571428571428,18.01309523809524
11,11,2020.11.24 0:00,2,8,20.8,6,8.4,6.1,10.7,15.56,9.8,-0.6285714285714287,3.999404761904762,1.5599999999999998,0.0857142857142857,0.3529761904761904,22.928571428571423,11.485714285714286,15.28690476190476,95.0,41.42857142857143,78.3809523809524,1204.428571428571,348.0,686.0446428553571,20.442857142857143,16.228571428571428,18.01309523809524
11,11,2020.11.24 0:00,3,11,31.3,7,14.3,10.2,15.7,16.12,9.8,-0.6285714285714287,3.999404761904762,1.5599999999999998,0.0857142857142857,0.3529761904761904,22.928571428571423,11.485714285714286,15.28690476190476,95.0,41.42857142857143,78.3809523809524,1204.428571428571,348.0,686.0446428553571,20.442857142857143,16.228571428571428,18.01309523809524
11,11,2020.11.24 0:00,4,13,37.1,7,12.6,8.7,21.0,15.19,9.8,-0.6285714285714287,3.999404761904762,1.5599999999999998,0.0857142857142857,0.3529761904761904,22.928571428571423,11.485714285714286,15.28690476190476,95.0,41.42857142857143,78.3809523809524,1204.428571428571,348.0,686.0446428553571,20.442857142857143,16.228571428571428,18.01309523809524
11,12,2020.12.1 0:00,1,10,27.6,7,10.2,7.4,16.3,15.61,8.742857142857144,-3.6714285714285713,1.6035714285714284,1.6242857142857143,0.0642857142857143,0.3426785714285714,24.37142857142857,10.042857142857144,14.189285714285717,91.57142857142856,43.42857142857143,78.38690476190477,1292.428571428571,321.57142857142856,724.8125,20.61428571428572,15.55714285714286,17.89404761904762
11,12,2020.12.1 0:00,2,7,21.5,6,8.5,6.2,11.1,15.59,8.742857142857144,-3.6714285714285713,1.6035714285714284,1.6242857142857143,0.0642857142857143,0.3426785714285714,24.37142857142857,10.042857142857144,14.189285714285717,91.57142857142856,43.42857142857143,78.38690476190477,1292.428571428571,321.57142857142856,724.8125,20.61428571428572,15.55714285714286,17.89404761904762
11,12,2020.12.1 0:00,3,10,31.1,7,14.2,10.5,15.8,16.24,8.742857142857144,-3.6714285714285713,1.6035714285714284,1.6242857142857143,0.0642857142857143,0.3426785714285714,24.37142857142857,10.042857142857144,14.189285714285717,91.57142857142856,43.42857142857143,78.38690476190477,1292.428571428571,321.57142857142856,724.8125,20.61428571428572,15.55714285714286,17.89404761904762
11,12,2020.12.1 0:00,4,10,36.6,7,13.3,8.9,18.5,15.2,8.742857142857144,-3.6714285714285713,1.6035714285714284,1.6242857142857143,0.0642857142857143,0.3426785714285714,24.37142857142857,10.042857142857144,14.189285714285717,91.57142857142856,43.42857142857143,78.38690476190477,1292.428571428571,321.57142857142856,724.8125,20.61428571428572,15.55714285714286,17.89404761904762
11,13,2020.12.8 0:00,1,7,29.1,8,10.5,7.6,16.3,15.65,7.514285714285714,-3.4285714285714284,1.8184523809523807,1.5942857142857143,0.1214285714285714,0.3395833333333333,23.542857142857144,9.985714285714286,14.147023809523803,95.28571428571428,32.57142857142857,77.89880952380953,1350.7142857142858,349.7142857142857,827.6190476214286,19.971428571428568,15.4,17.524404761904762
11,13,2020.12.8 0:00,2,8,22.3,6,8.4,6.3,11.5,15.61,7.514285714285714,-3.4285714285714284,1.8184523809523807,1.5942857142857143,0.1214285714285714,0.3395833333333333,23.542857142857144,9.985714285714286,14.147023809523803,95.28571428571428,32.57142857142857,77.89880952380953,1350.7142857142858,349.7142857142857,827.6190476214286,19.971428571428568,15.4,17.524404761904762
11,13,2020.12.8 0:00,3,8,30.5,8,14.6,10.8,15.3,16.35,7.514285714285714,-3.4285714285714284,1.8184523809523807,1.5942857142857143,0.1214285714285714,0.3395833333333333,23.542857142857144,9.985714285714286,14.147023809523803,95.28571428571428,32.57142857142857,77.89880952380953,1350.7142857142858,349.7142857142857,827.6190476214286,19.971428571428568,15.4,17.524404761904762
11,13,2020.12.8 0:00,4,8,30.1,7,9.4,7.1,21.4,15.47,7.514285714285714,-3.4285714285714284,1.8184523809523807,1.5942857142857143,0.1214285714285714,0.3395833333333333,23.542857142857144,9.985714285714286,14.147023809523803,95.28571428571428,32.57142857142857,77.89880952380953,1350.7142857142858,349.7142857142857,827.6190476214286,19.971428571428568,15.4,17.524404761904762
11,14,2020.12.15 0:00,1,5,28.5,8,10.2,7.4,15.6,15.71,2.6,-9.085714285714284,-3.644642857142857,1.7228571428571429,0.1999999999999999,0.3832738095238094,21.842857142857145,7.671428571428571,12.525595238095235,93.0,62.0,83.44642857142857,1230.9142857142856,423.4285714285714,858.594642857143,19.357142857142858,15.685714285714283,17.53988095238095
11,14,2020.12.15 0:00,2,10,20.1,6,8.8,6.2,11.4,15.77,2.6,-9.085714285714284,-3.644642857142857,1.7228571428571429,0.1999999999999999,0.3832738095238094,21.842857142857145,7.671428571428571,12.525595238095235,93.0,62.0,83.44642857142857,1230.9142857142856,423.4285714285714,858.594642857143,19.357142857142858,15.685714285714283,17.53988095238095
11,14,2020.12.15 0:00,3,11,28.3,8,9.0,8.3,15.8,16.61,2.6,-9.085714285714284,-3.644642857142857,1.7228571428571429,0.1999999999999999,0.3832738095238094,21.842857142857145,7.671428571428571,12.525595238095235,93.0,62.0,83.44642857142857,1230.9142857142856,423.4285714285714,858.594642857143,19.357142857142858,15.685714285714283,17.53988095238095
11,14,2020.12.15 0:00,4,8,39.6,8,13.9,10.3,21.8,15.56,2.6,-9.085714285714284,-3.644642857142857,1.7228571428571429,0.1999999999999999,0.3832738095238094,21.842857142857145,7.671428571428571,12.525595238095235,93.0,62.0,83.44642857142857,1230.9142857142856,423.4285714285714,858.594642857143,19.357142857142858,15.685714285714283,17.53988095238095
11,15,2020.12.22 0:00,1,5,28.5,6,10.3,7.2,16.7,15.8,9.328571428571427,-4.942857142857143,0.982142857142857,1.48,0.1242857142857143,0.3278571428571428,22.985714285714284,8.885714285714286,13.424404761904764,98.85714285714286,73.85714285714286,92.08333333333331,1300.2244898571428,494.1428571428572,890.0988095273809,19.314285714285717,15.642857142857142,17.45892857142857
11,15,2020.12.22 0:00,2,11,21.6,7,8.6,6.2,11.8,15.82,9.328571428571427,-4.942857142857143,0.982142857142857,1.48,0.1242857142857143,0.3278571428571428,22.985714285714284,8.885714285714286,13.424404761904764,98.85714285714286,73.85714285714286,92.08333333333331,1300.2244898571428,494.1428571428572,890.0988095273809,19.314285714285717,15.642857142857142,17.45892857142857
11,15,2020.12.22 0:00,3,12,30.4,8,9.8,8.3,16.3,16.67,9.328571428571427,-4.942857142857143,0.982142857142857,1.48,0.1242857142857143,0.3278571428571428,22.985714285714284,8.885714285714286,13.424404761904764,98.85714285714286,73.85714285714286,92.08333333333331,1300.2244898571428,494.1428571428572,890.0988095273809,19.314285714285717,15.642857142857142,17.45892857142857
11,15,2020.12.22 0:00,4,8,34.2,10,14.2,8.9,18.5,15.58,9.328571428571427,-4.942857142857143,0.982142857142857,1.48,0.1242857142857143,0.3278571428571428,22.985714285714284,8.885714285714286,13.424404761904764,98.85714285714286,73.85714285714286,92.08333333333331,1300.2244898571428,494.1428571428572,890.0988095273809,19.314285714285717,15.642857142857142,17.45892857142857
11,16,2020.12.29 0:00,1,7,31.0,9,8.4,6.3,15.2,15.21,1.2714285714285711,-8.985714285714284,-4.1875,1.25,0.0371428571428571,0.250297619047619,20.15714285714285,8.6,12.030952380952384,99.71428571428572,74.85714285714286,92.01190476190474,1200.345369,682.0,931.071428572024,18.785714285714285,15.4,17.276190476190475
11,16,2020.12.29 0:00,2,12,24.0,7,6.4,4.4,12.0,15.04,1.2714285714285711,-8.985714285714284,-4.1875,1.25,0.0371428571428571,0.250297619047619,20.15714285714285,8.6,12.030952380952384,99.71428571428572,74.85714285714286,92.01190476190474,1200.345369,682.0,931.071428572024,18.785714285714285,15.4,17.276190476190475
11,16,2020.12.29 0:00,3,11,34.2,8,8.9,6.8,17.0,16.84,1.2714285714285711,-8.985714285714284,-4.1875,1.25,0.0371428571428571,0.250297619047619,20.15714285714285,8.6,12.030952380952384,99.71428571428572,74.85714285714286,92.01190476190474,1200.345369,682.0,931.071428572024,18.785714285714285,15.4,17.276190476190475
11,16,2020.12.29 0:00,4,7,40.5,12,8.9,8.0,23.4,16.28,1.2714285714285711,-8.985714285714284,-4.1875,1.25,0.0371428571428571,0.250297619047619,20.15714285714285,8.6,12.030952380952384,99.71428571428572,74.85714285714286,92.01190476190474,1200.345369,682.0,931.071428572024,18.785714285714285,15.4,17.276190476190475
11,17,2021.1.5 0:00,1,8,29.7,11,8.4,6.5,14.5,15.46,-2.242857142857143,-15.814285714285717,-8.755952380952381,1.7571428571428571,0.0185714285714285,0.3973809523809524,17.728571428571428,6.0857142857142845,10.136904761904765,98.57142857142856,71.42857142857143,88.60119047619047,1205.6088745714285,749.6999999999999,984.0330513767858,17.52857142857143,14.2,15.940476190476188
11,17,2021.1.5 0:00,2,12,23.0,6,6.5,4.5,12.0,13.27,-2.242857142857143,-15.814285714285717,-8.755952380952381,1.7571428571428571,0.0185714285714285,0.3973809523809524,17.728571428571428,6.0857142857142845,10.136904761904765,98.57142857142856,71.42857142857143,88.60119047619047,1205.6088745714285,749.6999999999999,984.0330513767858,17.52857142857143,14.2,15.940476190476188
11,17,2021.1.5 0:00,3,10,34.5,8,6.5,5.5,15.5,19.25,-2.242857142857143,-15.814285714285717,-8.755952380952381,1.7571428571428571,0.0185714285714285,0.3973809523809524,17.728571428571428,6.0857142857142845,10.136904761904765,98.57142857142856,71.42857142857143,88.60119047619047,1205.6088745714285,749.6999999999999,984.0330513767858,17.52857142857143,14.2,15.940476190476188
11,17,2021.1.5 0:00,4,9,41.2,13,9.0,7.5,18.5,16.49,-2.242857142857143,-15.814285714285717,-8.755952380952381,1.7571428571428571,0.0185714285714285,0.3973809523809524,17.728571428571428,6.0857142857142845,10.136904761904765,98.57142857142856,71.42857142857143,88.60119047619047,1205.6088745714285,749.6999999999999,984.0330513767858,17.52857142857143,14.2,15.940476190476188
11,18,2021.1.12 0:00,1,9,31.0,10,7.0,5.5,11.0,15.55,6.671428571428571,-5.542857142857143,-0.0095238095238094,1.6714285714285713,0.0542857142857142,0.369642857142857,22.67142857142857,6.757142857142858,11.854166666666666,100.0,74.85714285714286,92.55357142857144,1171.0526315714285,654.1428571428571,865.4580200505952,17.014285714285716,11.599999999999998,13.527976190476192
11,18,2021.1.12 0:00,2,12,23.3,6,6.5,4.3,11.8,14.03,6.671428571428571,-5.542857142857143,-0.0095238095238094,1.6714285714285713,0.0542857142857142,0.369642857142857,22.67142857142857,6.757142857142858,11.854166666666666,100.0,74.85714285714286,92.55357142857144,1171.0526315714285,654.1428571428571,865.4580200505952,17.014285714285716,11.599999999999998,13.527976190476192
11,18,2021.1.12 0:00,3,5,35.0,9,9.2,6.7,16.0,19.76,6.671428571428571,-5.542857142857143,-0.0095238095238094,1.6714285714285713,0.0542857142857142,0.369642857142857,22.67142857142857,6.757142857142858,11.854166666666666,100.0,74.85714285714286,92.55357142857144,1171.0526315714285,654.1428571428571,865.4580200505952,17.014285714285716,11.599999999999998,13.527976190476192
11,18,2021.1.12 0:00,4,11,41.5,11,7.5,6.3,17.0,16.48,6.671428571428571,-5.542857142857143,-0.0095238095238094,1.6714285714285713,0.0542857142857142,0.369642857142857,22.67142857142857,6.757142857142858,11.854166666666666,100.0,74.85714285714286,92.55357142857144,1171.0526315714285,654.1428571428571,865.4580200505952,17.014285714285716,11.599999999999998,13.527976190476192
11,19,2021.1.19 0:00,1,9,30.5,13,6.7,5.7,11.0,14.53,11.085714285714287,-1.0142857142857138,4.275,1.467142857142857,0.0342857142857142,0.349345238095238,25.928571428571427,8.7,13.80297619047619,99.57142857142856,72.28571428571429,92.64880952380952,1267.1904761428573,547.4285714285714,837.8035714291666,19.11428571428572,12.22857142857143,14.790476190476191
11,19,2021.1.19 0:00,2,9,23.0,6,6.5,4.5,11.5,12.72,11.085714285714287,-1.0142857142857138,4.275,1.467142857142857,0.0342857142857142,0.349345238095238,25.928571428571427,8.7,13.80297619047619,99.57142857142856,72.28571428571429,92.64880952380952,1267.1904761428573,547.4285714285714,837.8035714291666,19.11428571428572,12.22857142857143,14.790476190476191
11,19,2021.1.19 0:00,3,5,35.0,11,9.0,6.5,16.0,18.5,11.085714285714287,-1.0142857142857138,4.275,1.467142857142857,0.0342857142857142,0.349345238095238,25.928571428571427,8.7,13.80297619047619,99.57142857142856,72.28571428571429,92.64880952380952,1267.1904761428573,547.4285714285714,837.8035714291666,19.11428571428572,12.22857142857143,14.790476190476191
11,19,2021.1.19 0:00,4,11,41.0,12,9.0,8.0,20.0,16.9,11.085714285714287,-1.0142857142857138,4.275,1.467142857142857,0.0342857142857142,0.349345238095238,25.928571428571427,8.7,13.80297619047619,99.57142857142856,72.28571428571429,92.64880952380952,1267.1904761428573,547.4285714285714,837.8035714291666,19.11428571428572,12.22857142857143,14.790476190476191
11,20,2021.1.26 0:00,1,11,31.5,13,7.0,5.8,11.2,14.83,7.457142857142857,-3.4142857142857146,1.6523809523809525,1.6342857142857146,0.0628571428571428,0.3461309523809524,21.81428571428572,8.028571428571428,12.088690476190475,99.85714285714286,77.0,93.96428571428572,1228.2857142857142,599.1428571428571,890.0446428583334,17.185714285714287,11.900000000000002,13.836904761904764
11,20,2021.1.26 0:00,2,11,23.0,6,6.5,4.5,11.5,12.55,7.457142857142857,-3.4142857142857146,1.6523809523809525,1.6342857142857146,0.0628571428571428,0.3461309523809524,21.81428571428572,8.028571428571428,12.088690476190475,99.85714285714286,77.0,93.96428571428572,1228.2857142857142,599.1428571428571,890.0446428583334,17.185714285714287,11.900000000000002,13.836904761904764
11,20,2021.1.26 0:00,3,6,36.5,11,8.5,6.0,4.0,17.61,7.457142857142857,-3.4142857142857146,1.6523809523809525,1.6342857142857146,0.0628571428571428,0.3461309523809524,21.81428571428572,8.028571428571428,12.088690476190475,99.85714285714286,77.0,93.96428571428572,1228.2857142857142,599.1428571428571,890.0446428583334,17.185714285714287,11.900000000000002,13.836904761904764
11,20,2021.1.26 0:00,4,13,40.3,13,9.4,8.0,20.0,15.4,7.457142857142857,-3.4142857142857146,1.6523809523809525,1.6342857142857146,0.0628571428571428,0.3461309523809524,21.81428571428572,8.028571428571428,12.088690476190475,99.85714285714286,77.0,93.96428571428572,1228.2857142857142,599.1428571428571,890.0446428583334,17.185714285714287,11.900000000000002,13.836904761904764
11,21,2021.2.2 0:00,1,10,32.0,16,7.0,5.7,10.5,15.0,6.185714285714285,-5.1571428571428575,0.5922619047619048,2.1428571428571423,0.0371428571428571,0.5258928571428572,24.47142857142857,7.714285714285714,13.289285714285716,99.85714285714286,68.57142857142857,90.72023809523807,1236.0,547.1428571428571,835.9702380916668,18.842857142857145,11.985714285714284,14.47440476190476
11,21,2021.2.2 0:00,2,7,21.0,6,6.8,4.5,11.5,14.19,6.185714285714285,-5.1571428571428575,0.5922619047619048,2.1428571428571423,0.0371428571428571,0.5258928571428572,24.47142857142857,7.714285714285714,13.289285714285716,99.85714285714286,68.57142857142857,90.72023809523807,1236.0,547.1428571428571,835.9702380916668,18.842857142857145,11.985714285714284,14.47440476190476
11,21,2021.2.2 0:00,3,9,35.0,12,8.5,6.0,14.5,18.07,6.185714285714285,-5.1571428571428575,0.5922619047619048,2.1428571428571423,0.0371428571428571,0.5258928571428572,24.47142857142857,7.714285714285714,13.289285714285716,99.85714285714286,68.57142857142857,90.72023809523807,1236.0,547.1428571428571,835.9702380916668,18.842857142857145,11.985714285714284,14.47440476190476
11,21,2021.2.2 0:00,4,7,42.0,16,7.5,6.0,12.0,16.01,6.185714285714285,-5.1571428571428575,0.5922619047619048,2.1428571428571423,0.0371428571428571,0.5258928571428572,24.47142857142857,7.714285714285714,13.289285714285716,99.85714285714286,68.57142857142857,90.72023809523807,1236.0,547.1428571428571,835.9702380916668,18.842857142857145,11.985714285714284,14.47440476190476
11,22,2021.2.9 0:00,1,11,32.0,18,7.2,5.6,11.3,14.78,12.571428571428571,-3.4285714285714284,3.711309523809524,2.0285714285714285,0.0628571428571428,0.4944047619047619,25.9,8.757142857142856,14.514285714285714,99.57142857142856,57.57142857142857,90.3095238095238,1063.857142857143,442.0,739.6458333333333,18.74285714285714,12.442857142857145,14.984523809523807
11,22,2021.2.9 0:00,2,11,22.0,6,4.3,3.5,6.0,13.74,12.571428571428571,-3.4285714285714284,3.711309523809524,2.0285714285714285,0.0628571428571428,0.4944047619047619,25.9,8.757142857142856,14.514285714285714,99.57142857142856,57.57142857142857,90.3095238095238,1063.857142857143,442.0,739.6458333333333,18.74285714285714,12.442857142857145,14.984523809523807
