id,week,week_start_date,obj_num,flw_get,week_sin,week_cos,last_flw_get,height_pl,num_leaf,len_leaf,width_leaf,unit_len,dim_pipe,temp_ex_day,temp_ex_night,sr_ex_day,temp_int_day,temp_int_night,hum_int_day,hum_int_night,CO2_day,CO2_night,soil_temp_day,soil_temp_night
11,14,2020.12.15 0:00,2,10,-0.23931566428755743,-0.9709418174260521,8.0,20.1,6,8.8,6.2,11.4,15.77,0.24234126984127,-5.98891156462585,1.0162579365079365,16.935436507936508,9.882380952380954,73.84087301587302,89.32125850340137,793.7030852063492,899.4587003825171,17.859444444444442,17.351335034013605
11,14,2020.12.15 0:00,3,11,-0.23931566428755743,-0.9709418174260521,8.0,28.3,8,9.0,8.3,15.8,16.61,0.24234126984127,-5.98891156462585,1.0162579365079365,16.935436507936508,9.882380952380954,73.84087301587302,89.32125850340137,793.7030852063492,899.4587003825171,17.859444444444442,17.351335034013605
11,14,2020.12.15 0:00,4,8,-0.23931566428755743,-0.9709418174260521,8.0,39.6,8,13.9,10.3,21.8,15.56,0.24234126984127,-5.98891156462585,1.0162579365079365,16.935436507936508,9.882380952380954,73.84087301587302,89.32125850340137,793.7030852063492,899.4587003825171,17.859444444444442,17.351335034013605
11,15,2020.12.22 0:00,1,5,-0.46472317204376806,-0.8854560256532101,5.0,28.5,6,10.3,7.2,16.7,15.8,6.081111111111111,-2.153469387755102,0.8612698412698413,17.79952380952381,10.74578231292517,85.67301587301587,96.02108843537415,818.2434973965079,933.5406882829252,17.777301587301586,17.26986394557823
11,15,2020.12.22 0:00,2,11,-0.46472317204376806,-0.8854560256532101,10.0,21.6,7,8.6,6.2,11.8,15.82,6.081111111111111,-2.153469387755102,0.8612698412698413,17.79952380952381,10.74578231292517,85.67301587301587,96.02108843537415,818.2434973965079,933.5406882829252,17.777301587301586,17.26986394557823
11,15,2020.12.22 0:00,3,12,-0.46472317204376806,-0.8854560256532101,11.0,30.4,8,9.8,8.3,16.3,16.67,6.081111111111111,-2.153469387755102,0.8612698412698413,17.79952380952381,10.74578231292517,85.67301587301587,96.02108843537415,818.2434973965079,933.5406882829252,17.777301587301586,17.26986394557823
11,15,2020.12.22 0:00,4,8,-0.46472317204376806,-0.8854560256532101,8.0,34.2,10,14.2,8.9,18.5,15.58,6.081111111111111,-2.153469387755102,0.8612698412698413,17.79952380952381,10.74578231292517,85.67301587301587,96.02108843537415,818.2434973965079,933.5406882829252,17.777301587301586,17.26986394557823
11,16,2020.12.29 0:00,1,7,-0.663122658240795,-0.7485107481711013,5.0,31.0,9,8.4,6.3,15.2,15.21,-1.3758730158730164,-6.0370748299319725,0.6276031746031746,14.832698412698416,10.18061224489796,85.86666666666666,96.01700680272108,879.5703898614285,967.3638978703402,16.91920634920635,17.496666666666666
11,16,2020.12.29 0:00,2,12,-0.663122658240795,-0.7485107481711013,11.0,24.0,7,6.4,4.4,12.0,15.04,-1.3758730158730164,-6.0370748299319725,0.6276031746031746,14.832698412698416,10.18061224489796,85.86666666666666,96.01700680272108,879.5703898614285,967.3638978703402,16.91920634920635,17.496666666666666
11,16,2020.12.29 0:00,3,11,-0.663122658240795,-0.7485107481711013,12.0,34.2,8,8.9,6.8,17.0,16.84,-1.3758730158730164,-6.0370748299319725,0.6276031746031746,14.832698412698416,10.18061224489796,85.86666666666666,96.01700680272108,879.5703898614285,967.3638978703402,16.91920634920635,17.496666666666666
11,16,2020.12.29 0:00,4,7,-0.663122658240795,-0.7485107481711013,8.0,40.5,12,8.9,8.0,23.4,16.28,-1.3758730158730164,-6.0370748299319725,0.6276031746031746,14.832698412698416,10.18061224489796,85.86666666666666,96.01700680272108,879.5703898614285,967.3638978703402,16.91920634920635,17.496666666666666
11,17,2021.1.5 0:00,1,8,-0.8229838658936564,-0.5680647467311559,7.0,29.7,11,8.4,6.5,14.5,15.46,-5.322857142857143,-11.208163265306125,0.9537142857142856,12.555714285714286,8.409183673469387,82.51428571428572,92.94897959183672,969.7275324614284,994.2512791734696,16.14142857142857,15.796938775510204
11,17,2021.1.5 0:00,2,12,-0.8229838658936564,-0.5680647467311559,12.0,23.0,6,6.5,4.5,12.0,13.27,-5.322857142857143,-11.208163265306125,0.9537142857142856,12.555714285714286,8.409183673469387,82.51428571428572,92.94897959183672,969.7275324614284,994.2512791734696,16.14142857142857,15.796938775510204
11,17,2021.1.5 0:00,3,10,-0.8229838658936564,-0.5680647467311559,11.0,34.5,8,6.5,5.5,15.5,19.25,-5.322857142857143,-11.208163265306125,0.9537142857142856,12.555714285714286,8.409183673469387,82.51428571428572,92.94897959183672,969.7275324614284,994.2512791734696,16.14142857142857,15.796938775510204
11,17,2021.1.5 0:00,4,9,-0.8229838658936564,-0.5680647467311559,7.0,41.2,13,9.0,7.5,18.5,16.49,-5.322857142857143,-11.208163265306125,0.9537142857142856,12.555714285714286,8.409183673469387,82.51428571428572,92.94897959183672,969.7275324614284,994.2512791734696,16.14142857142857,15.796938775510204
11,18,2021.1.12 0:00,1,9,-0.9350162426854147,-0.3546048870425359,8.0,31.0,10,7.0,5.5,11.0,15.55,3.5146031746031747,-2.4292517006802723,0.9185555555555556,16.78714285714286,8.529251700680271,84.01428571428572,98.25986394557822,889.3720049198412,848.0470522210884,15.042380952380954,12.50503401360544
11,18,2021.1.12 0:00,2,12,-0.9350162426854147,-0.3546048870425359,12.0,23.3,6,6.5,4.3,11.8,14.03,3.5146031746031747,-2.4292517006802723,0.9185555555555556,16.78714285714286,8.529251700680271,84.01428571428572,98.25986394557822,889.3720049198412,848.0470522210884,15.042380952380954,12.50503401360544
11,18,2021.1.12 0:00,3,5,-0.9350162426854147,-0.3546048870425359,10.0,35.0,9,9.2,6.7,16.0,19.76,3.5146031746031747,-2.4292517006802723,0.9185555555555556,16.78714285714286,8.529251700680271,84.01428571428572,98.25986394557822,889.3720049198412,848.0470522210884,15.042380952380954,12.50503401360544
11,18,2021.1.12 0:00,4,11,-0.9350162426854147,-0.3546048870425359,9.0,41.5,11,7.5,6.3,17.0,16.48,3.5146031746031747,-2.4292517006802723,0.9185555555555556,16.78714285714286,8.529251700680271,84.01428571428572,98.25986394557822,889.3720049198412,848.0470522210884,15.042380952380954,12.50503401360544
11,19,2021.1.19 0:00,1,9,-0.992708874098054,-0.12053668025532357,9.0,30.5,13,6.7,5.7,11.0,14.53,8.041428571428572,1.678639455782312,0.8481746031746031,19.32984126984127,10.001360544217688,84.8,98.08299319727892,824.3252525279365,847.6689239325169,16.62968253968254,13.527619047619046
