도,시군,품목,작기,농가명,출하일자,총출하량,판매금액
경남,산청,딸기,1,52,2020-12-29,1.0,12000.0
경남,산청,딸기,1,52,2020-12-30,1.0,15000.0
경남,산청,딸기,1,52,2020-12-30,2.0,30000.0
경남,산청,딸기,1,52,2020-12-30,1.0,12000.0
경남,산청,딸기,1,52,2020-12-30,1.0,18000.0
경남,산청,딸기,1,52,2020-12-30,6.0,108000.0
경남,산청,딸기,1,52,2020-12-30,30.0,270000.0
경남,산청,딸기,1,52,2020-12-30,20.0,80000.0
경남,산청,딸기,1,52,2020-12-30,50.0,375000.0
경남,산청,딸기,1,52,2020-12-30,68.0,884000.0
경남,산청,딸기,1,52,2020-12-30,2.0,24000.0
경남,산청,딸기,1,52,2020-12-30,1.0,18000.0
경남,산청,딸기,1,52,2020-12-30,1.0,15000.0
경남,산청,딸기,1,52,2020-12-30,1.0,18000.0
경남,산청,딸기,1,52,2020-12-30,2.0,36000.0
경남,산청,딸기,1,52,2020-12-31,50.0,350000.0
경남,산청,딸기,1,52,2020-12-31,20.0,70000.0
경남,산청,딸기,1,52,2020-12-31,38.0,228000.0
경남,산청,딸기,1,52,2020-12-31,56.0,504000.0
경남,산청,딸기,1,52,2021-01-04,1.0,12000.0
경남,산청,딸기,1,52,2021-01-04,1.0,15000.0
경남,산청,딸기,1,52,2021-01-04,2.0,30000.0
경남,산청,딸기,1,52,2021-01-04,1.0,12000.0
경남,산청,딸기,1,52,2021-01-04,1.0,9000.0
경남,산청,딸기,1,52,2021-01-04,2.0,24000.0
경남,산청,딸기,1,52,2021-01-04,2.0,18000.0
경남,산청,딸기,1,52,2021-01-04,1.0,12000.0
경남,산청,딸기,1,52,2021-01-04,1.0,15000.0
경남,산청,딸기,1,52,2021-01-04,1.0,18000.0
경남,산청,딸기,1,52,2021-01-04,2.0,36000.0
경남,산청,딸기,1,52,2021-01-04,80.0,520000.0
경남,산청,딸기,1,52,2021-01-04,90.0,585000.0
경남,산청,딸기,1,52,2021-01-04,28.0,98000.0
경남,산청,딸기,1,52,2021-01-04,110.0,550000.0
경남,산청,딸기,1,52,2021-01-04,70.0,700000.0
경남,산청,딸기,1,52,2021-01-04,1.0,15000.0
경남,산청,딸기,1,52,2021-01-04,1.0,18000.0
경남,산청,딸기,1,52,2021-01-04,9.0,126000.0
경남,산청,딸기,1,52,2021-01-04,2.0,24000.0
경남,산청,딸기,1,52,2021-01-04,6.0,108000.0
경남,산청,딸기,1,52,2021-01-04,1.0,15000.0
경남,산청,딸기,1,52,2021-01-04,1.0,12000.0
경남,산청,딸기,1,52,2021-01-04,2.0,24000.0
경남,산청,딸기,1,52,2021-01-04,3.0,36000.0
경남,산청,딸기,1,52,2021-01-04,1.0,18000.0
경남,산청,딸기,1,52,2021-01-04,2.0,36000.0
경남,산청,딸기,1,52,2021-01-05,1.0,12000.0
경남,산청,딸기,1,52,2021-01-05,1.0,15000.0
경남,산청,딸기,1,52,2021-01-05,2.0,30000.0
경남,산청,딸기,1,52,2021-01-05,1.0,12000.0
경남,산청,딸기,1,52,2021-01-05,1.0,15000.0
경남,산청,딸기,1,52,2021-01-05,1.0,18000.0
경남,산청,딸기,1,52,2021-01-05,2.0,36000.0
경남,산청,딸기,1,52,2021-01-05,1.0,14000.0
경남,산청,딸기,1,52,2021-01-05,1.0,12000.0
경남,산청,딸기,1,52,2021-01-05,1.0,15000.0
경남,산청,딸기,1,52,2021-01-05,1.0,12000.0
경남,산청,딸기,1,52,2021-01-05,2.0,24000.0
경남,산청,딸기,1,52,2021-01-05,1.0,18000.0
경남,산청,딸기,1,52,2021-01-06,1.0,15000.0
경남,산청,딸기,1,52,2021-01-06,1.0,12000.0
경남,산청,딸기,1,52,2021-01-06,1.0,9000.0
경남,산청,딸기,1,52,2021-01-06,1.0,15000.0
경남,산청,딸기,1,52,2021-01-06,1.0,18000.0
경남,산청,딸기,1,52,2021-01-06,2.0,36000.0
경남,산청,딸기,1,52,2021-01-06,89.0,1246000.0
경남,산청,딸기,1,52,2021-01-06,2.0,30000.0
경남,산청,딸기,1,52,2021-01-06,1.0,12000.0
경남,산청,딸기,1,52,2021-01-06,1.0,18000.0
경남,산청,딸기,1,52,2021-01-07,1.0,15000.0
경남,산청,딸기,1,52,2021-01-07,2.0,30000.0
경남,산청,딸기,1,52,2021-01-07,1.0,12000.0
경남,산청,딸기,1,52,2021-01-07,2.0,24000.0
경남,산청,딸기,1,52,2021-01-07,1.0,18000.0
경남,산청,딸기,1,52,2021-01-07,2.0,36000.0
경남,산청,딸기,1,52,2021-01-07,5.0,91000.0
경남,산청,딸기,1,52,2021-01-07,20.0,80000.0
경남,산청,딸기,1,52,2021-01-07,80.0,880000.0
경남,산청,딸기,1,52,2021-01-07,2.0,54000.0
경남,산청,딸기,1,52,2021-01-07,1.0,12000.0
경남,산청,딸기,1,52,2021-01-08,1.0,15000.0
경남,산청,딸기,1,52,2021-01-08,2.0,30000.0
경남,산청,딸기,1,52,2021-01-08,1.0,12000.0
경남,산청,딸기,1,52,2021-01-08,2.0,24000.0
경남,산청,딸기,1,52,2021-01-08,1.0,15000.0
경남,산청,딸기,1,52,2021-01-08,1.0,18000.0
경남,산청,딸기,1,52,2021-01-08,2.0,36000.0
경남,산청,딸기,1,52,2021-01-08,1.0,15000.0
경남,산청,딸기,1,52,2021-01-08,2.0,30000.0
경남,산청,딸기,1,52,2021-01-08,1.0,18000.0
경남,산청,딸기,1,52,2021-01-09,20.0,100000.0
경남,산청,딸기,1,52,2021-01-09,10.0,35000.0
