도,시군,품목,작기,농가명,출하일자,총출하량,판매금액
강원,철원,파프리카,1,006,2020-06-22,1008.0,
강원,철원,파프리카,1,006,2020-06-25,1008.0,
강원,철원,파프리카,1,006,2020-06-25,357.0,
강원,철원,파프리카,1,006,2020-06-29,1008.0,
강원,철원,파프리카,1,006,2020-06-29,1113.0,
강원,철원,파프리카,1,006,2020-06-29,724.5,
강원,철원,파프리카,1,006,2020-07-02,1008.0,
강원,철원,파프리카,1,006,2020-07-03,1008.0,
강원,철원,파프리카,1,006,2020-07-03,483.0,
강원,철원,파프리카,1,006,2020-07-07,1239.0,
강원,철원,파프리카,1,006,2020-07-09,1008.0,
강원,철원,파프리카,1,006,2020-07-10,976.5,
강원,철원,파프리카,1,006,2020-07-13,1008.0,
강원,철원,파프리카,1,006,2020-07-13,651.0,
강원,철원,파프리카,1,006,2020-07-16,861.0,
강원,철원,파프리카,1,006,2020-07-16,735.0,
강원,철원,파프리카,1,006,2020-07-21,1123.5,
강원,철원,파프리카,1,006,2020-07-24,934.5,
강원,철원,파프리카,1,006,2020-07-24,598.5,
강원,철원,파프리카,1,006,2020-07-28,21.0,
강원,철원,파프리카,1,006,2020-07-28,1207.5,
강원,철원,파프리카,1,006,2020-07-28,1207.5,
강원,철원,파프리카,1,006,2020-07-28,1207.5,
강원,철원,파프리카,1,006,2020-07-28,535.5,
강원,철원,파프리카,1,006,2020-08-04,1260.0,
강원,철원,파프리카,1,006,2020-08-06,1008.0,
강원,철원,파프리카,1,006,2020-08-10,1260.0,
강원,철원,파프리카,1,006,2020-08-10,1008.0,
강원,철원,파프리카,1,006,2020-08-11,399.0,
강원,철원,파프리카,1,006,2020-08-17,1260.0,
강원,철원,파프리카,1,006,2020-08-17,1260.0,
강원,철원,파프리카,1,006,2020-08-17,1260.0,
강원,철원,파프리카,1,006,2020-08-17,273.0,
강원,철원,파프리카,1,006,2020-08-20,1260.0,
강원,철원,파프리카,1,006,2020-08-21,1386.0,
강원,철원,파프리카,1,006,2020-08-24,1260.0,
강원,철원,파프리카,1,006,2020-08-24,1260.0,
강원,철원,파프리카,1,006,2020-08-28,1008.0,
강원,철원,파프리카,1,006,2020-08-28,430.5,
강원,철원,파프리카,1,006,2020-09-01,1218.0,
강원,철원,파프리카,1,006,2020-09-08,829.5,
강원,철원,파프리카,1,006,2020-09-17,934.5,
강원,철원,파프리카,1,006,2020-09-24,1102.5,
강원,철원,파프리카,1,006,2020-10-05,1102.5,
강원,철원,파프리카,1,006,2020-10-05,535.5,
강원,철원,파프리카,1,006,2020-10-07,378.0,
강원,철원,파프리카,1,006,2020-10-12,1008.0,
강원,철원,파프리카,1,006,2020-10-12,336.0,
강원,철원,파프리카,1,006,2020-10-15,1039.5,
강원,철원,파프리카,1,006,2020-10-17,1008.0,
강원,철원,파프리카,1,006,2020-10-22,1102.5,
강원,철원,파프리카,1,006,2020-10-29,850.5,
강원,철원,파프리카,1,006,2020-11-05,913.5,
강원,철원,파프리카,1,006,2020-11-07,441.0,
강원,철원,파프리카,1,006,2020-11-14,1260.0,
강원,철원,파프리카,1,006,2020-11-18,840.0,
강원,철원,파프리카,1,006,2020-11-24,1260.0,
강원,철원,파프리카,1,006,2020-11-24,787.5,
강원,철원,파프리카,1,006,2020-11-28,913.5,
강원,철원,파프리카,1,009,2020-06-01,703.5,
강원,철원,파프리카,1,009,2020-06-04,1008.0,
강원,철원,파프리카,1,009,2020-06-08,1228.5,
강원,철원,파프리카,1,009,2020-06-09,871.5,
강원,철원,파프리카,1,009,2020-06-09,871.5,
강원,철원,파프리카,1,009,2020-06-11,1134.0,
강원,철원,파프리카,1,009,2020-06-11,1102.5,
강원,철원,파프리카,1,009,2020-06-12,1260.0,
강원,철원,파프리카,1,009,2020-06-12,1260.0,
강원,철원,파프리카,1,009,2020-06-13,630.0,
강원,철원,파프리카,1,009,2020-06-13,1134.0,
강원,철원,파프리카,1,009,2020-06-13,588.0,
강원,철원,파프리카,1,009,2020-06-15,1260.0,
강원,철원,파프리카,1,009,2020-06-15,1260.0,
강원,철원,파프리카,1,009,2020-06-15,472.5,
강원,철원,파프리카,1,009,2020-06-16,1008.0,
